id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|PV	CM|SM	EC|CM	EC|EC	EC|EP	EC|PV	EC|SM	EP|CM	EP|EC	EP|EP	EP|PV	EP|SM	PV|CM	PV|EC	PV|EP	PV|PV	PV|SM	SM|CM	SM|EC	SM|EP	SM|PV	SM|SM
CPI-SS0F97A06CD	LRRTM4_NRXN3	simple:Q86VH4	simple:Q9HDB5	LRRTM4	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.061	0.15	0.184	0.0	0.051	0.051	0.141	0.174	0.0	0.132	0.133	0.222	0.256	0.0	0.062	0.062	0.152	0.185
CPI-SS0731F750C	NLGN1_NRXN3	simple:Q8N2Q7	simple:Q9HDB5	NLGN1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.051	0.141	0.174	0.0	0.051	0.051	0.141	0.175	0.0	0.084	0.084	0.173	0.207	0.0	0.086	0.086	0.175	0.209
CPI-SS0F9118AB4	NLGN4X_NRXN3	simple:Q8N0W4	simple:Q9HDB5	NLGN4X	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.317	0.406	0.44	0.0	0.098	0.098	0.188	0.221	0.0	0.279	0.279	0.369	0.402	0.0	0.173	0.173	0.262	0.296
CPI-SS0837C7966	NLGN4Y_NRXN3	simple:Q8NFZ3	simple:Q9HDB5	NLGN4Y	NRXN3	False	False	False	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.043	0.133	0.166	0.0	0.043	0.043	0.133	0.166
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.599	0.347	0.594	0.476	0.476	0.567	0.315	0.562	0.444	0.444	0.385	0.133	0.381	0.262	0.263	0.445	0.194	0.441	0.323	0.323	0.674	0.422	0.669	0.551	0.551
CPI-CS09DCE99A5	Acetylcholine_byCHAT_CHRM2	complex:Acetylcholine_byCHAT	simple:P08172		CHRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Acetylcholine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.008	0.092	0.047	0.0	0.0	0.0	0.0	0.0
CPI-CS0DBFDDA4A	Acetylcholine_byCHAT_and_SLC5A7_CHRM2	complex:Acetylcholine_byCHAT_and_SLC5A7	simple:P08172		CHRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Choline acetyltransferase 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.008	0.092	0.047	0.0	0.0	0.0	0.0	0.0
CPI-CS088613CD3	Acetylcholine_byCHAT_CHRM3	complex:Acetylcholine_byCHAT	simple:P20309		CHRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Acetylcholine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.432	0.024	0.043	0.025	0.0	0.0	0.0	0.0	0.0
CPI-CS08FB3D7C0	Acetylcholine_byCHAT_and_SLC5A7_CHRM3	complex:Acetylcholine_byCHAT_and_SLC5A7	simple:P20309		CHRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Choline acetyltransferase 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.432	0.024	0.043	0.025	0.0	0.0	0.0	0.0	0.0
CPI-CS08ED696DC	Acetylcholine_byCHAT_CHRM5	complex:Acetylcholine_byCHAT	simple:P08912		CHRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Acetylcholine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0
CPI-CS067CF9C74	Acetylcholine_byCHAT_and_SLC5A7_CHRM5	complex:Acetylcholine_byCHAT_and_SLC5A7	simple:P08912		CHRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Choline acetyltransferase 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0
CPI-CS0C5C5E217	Acetylcholine_byCHAT_CHRNA7	complex:Acetylcholine_byCHAT	simple:P36544		CHRNA7	True	False	True	curated	False	Ligand-Receptor	Signaling by Acetylcholine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.004	0.005	0.003	0.0	0.0	0.0	0.0	0.0
CPI-SC0FE3CE9D1	APOA1_TREM2_receptor	simple:P02647	complex:TREM2_receptor	APOA1		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.16	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.159	0.001	0.001	0.0	0.002	0.161	0.002	0.002
CPI-SC0EFFE8ACB	APOB_TREM2_receptor	simple:P04114	complex:TREM2_receptor	APOB		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.163	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.0	0.0	0.0	0.0	0.159	0.0	0.0
CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.242	0.083	0.083	0.0	0.431	0.59	0.431	0.431	0.0	0.485	0.643	0.485	0.485	0.0	0.477	0.636	0.477	0.477
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.174	0.016	0.016	0.0	0.064	0.223	0.064	0.064	0.0	0.022	0.181	0.023	0.023	0.0	0.015	0.174	0.016	0.015
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.005	0.034	0.015	0.0	0.009	0.007	0.036	0.017	0.0	0.032	0.03	0.059	0.04	0.0	0.044	0.042	0.071	0.051
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.199	0.103	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.199	0.103	0.066	0.0	0.063	0.2	0.105	0.067
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.0	0.0	0.0	0.0	0.0	0.307	0.02	0.03	0.097	0.057	0.313	0.026	0.036	0.103	0.063	0.341	0.054	0.064	0.132	0.091	0.395	0.108	0.119	0.186	0.146
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.0	0.0	0.0	0.0	0.0	0.304	0.017	0.027	0.094	0.054	0.378	0.092	0.102	0.169	0.129	0.319	0.032	0.042	0.11	0.069	0.347	0.06	0.07	0.138	0.097
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.0	0.0	0.0	0.0	0.0	0.301	0.014	0.024	0.092	0.052	0.301	0.014	0.024	0.092	0.051	0.307	0.02	0.03	0.098	0.057	0.311	0.025	0.035	0.102	0.062
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.031	0.133	0.035	0.0	0.063	0.028	0.13	0.032	0.0	0.08	0.046	0.148	0.05	0.0	0.083	0.049	0.151	0.053
CPI-SS0E5F8A5F7	LRRTM2_NRXN1	simple:O43300	simple:Q9ULB1	LRRTM2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.022	0.124	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.021	0.123	0.025	0.0	0.055	0.021	0.123	0.025
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.027	0.129	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.027	0.129	0.031	0.0	0.059	0.024	0.126	0.029
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.038	0.14	0.042	0.0	0.063	0.028	0.13	0.033	0.0	0.144	0.109	0.211	0.114	0.0	0.074	0.039	0.141	0.044
CPI-SS0D2DF7881	NLGN1_NRXN1	simple:Q8N2Q7	simple:Q9ULB1	NLGN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.028	0.13	0.033	0.0	0.063	0.028	0.13	0.033	0.0	0.095	0.061	0.162	0.065	0.0	0.097	0.063	0.164	0.067
CPI-SS0FA378947	NLGN4X_NRXN1	simple:Q8N0W4	simple:Q9ULB1	NLGN4X	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.328	0.294	0.396	0.298	0.0	0.11	0.075	0.177	0.08	0.0	0.291	0.256	0.358	0.261	0.0	0.184	0.15	0.252	0.154
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.02	0.122	0.024	0.0	0.055	0.02	0.122	0.024
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.029	0.02	0.021	0.0	0.017	0.01	0.001	0.002	0.0	0.017	0.01	0.001	0.002
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.01	0.001	0.002	0.0	0.023	0.015	0.006	0.007	0.0	0.02	0.012	0.003	0.004	0.0	0.019	0.011	0.003	0.004
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.369	0.362	0.353	0.354	0.0	0.196	0.189	0.18	0.181	0.0	0.072	0.064	0.056	0.057	0.0	0.31	0.303	0.294	0.295	0.0	0.264	0.257	0.248	0.249
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.012	0.003	0.004	0.0	0.024	0.016	0.007	0.008	0.0	0.021	0.013	0.004	0.005	0.0	0.024	0.016	0.007	0.009
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.821	0.386	0.36	0.358	0.0	0.647	0.213	0.187	0.185	0.0	0.523	0.088	0.063	0.06	0.0	0.761	0.327	0.301	0.299	0.0	0.715	0.281	0.255	0.253
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.468	0.034	0.008	0.006	0.0	0.486	0.052	0.026	0.024	0.0	0.472	0.037	0.012	0.009	0.0	0.473	0.038	0.013	0.01
CPI-CC0A4E09DEF	Acetylcholine_byCHAT_and_SLC5A7_nAChR_a7_complex	complex:Acetylcholine_byCHAT_and_SLC5A7	complex:nAChR_a7_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Choline acetyltransferase 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.004	0.005	0.003	0.0	0.0	0.0	0.0	0.0
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.204	0.177	0.173	0.0	0.059	0.207	0.18	0.176	0.0	0.236	0.384	0.358	0.354	0.0	0.172	0.32	0.294	0.29
CPI-SS0C70ADA28	EFNA5_EPHA3	simple:P52803	simple:P29320	EFNA5	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.164	0.305	0.256	0.0	0.246	0.239	0.38	0.33	0.0	0.062	0.055	0.195	0.146	0.0	0.045	0.038	0.179	0.129
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.172	0.233	0.248	0.174	0.0	0.247	0.307	0.323	0.248	0.0	0.062	0.123	0.138	0.064	0.0	0.046	0.106	0.122	0.047
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.321	0.381	0.397	0.323	0.0	0.618	0.678	0.694	0.62	0.0	0.093	0.153	0.168	0.094	0.0	0.172	0.233	0.248	0.174	0.0	0.117	0.177	0.193	0.119
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.154	0.155	0.156	0.0	0.227	0.229	0.229	0.23	0.0	0.043	0.044	0.045	0.046	0.0	0.026	0.028	0.028	0.029
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	EFNA5	EPHA7	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.182	0.159	0.182	0.167	0.0	0.256	0.233	0.256	0.242	0.0	0.072	0.049	0.072	0.058	0.0	0.055	0.032	0.055	0.041
CPI-SS068ACD209	EFNA5_EPHB2	simple:P52803	simple:P29323	EFNA5	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.211	0.273	0.243	0.0	0.244	0.286	0.348	0.318	0.0	0.059	0.101	0.164	0.133	0.0	0.043	0.085	0.147	0.117
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.318	0.36	0.422	0.392	0.0	0.615	0.657	0.719	0.689	0.0	0.089	0.131	0.194	0.164	0.0	0.169	0.211	0.273	0.243	0.0	0.114	0.156	0.218	0.188
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.081	0.147	0.127	0.0	0.056	0.098	0.164	0.144	0.0	0.038	0.081	0.147	0.127	0.0	0.091	0.133	0.199	0.179
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.068	0.134	0.114	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.069	0.135	0.115	0.0	0.03	0.072	0.138	0.118
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.069	0.135	0.115	0.0	0.038	0.081	0.147	0.127	0.0	0.026	0.069	0.134	0.115	0.0	0.026	0.068	0.134	0.114
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.417	0.019	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.418	0.019	0.01	0.0	0.01	0.421	0.023	0.013
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.469	0.07	0.061	0.0	0.158	0.569	0.171	0.161	0.0	0.063	0.474	0.076	0.066	0.0	0.029	0.441	0.042	0.033
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.0	0.0	0.0	0.0	0.0	0.0	0.499	0.91	0.512	0.502	0.0	0.452	0.864	0.465	0.456	0.0	0.806	1.218	0.819	0.81	0.0	0.934	1.345	0.947	0.937
CPI-SS0627D0E22	NRG4_ERBB4	simple:Q8WWG1	simple:Q15303	NRG4	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.42	0.021	0.012	0.0	0.013	0.425	0.026	0.017	0.0	0.015	0.427	0.028	0.019	0.0	0.008	0.42	0.021	0.012
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.308	0.106	0.118	0.0	0.129	0.338	0.137	0.148	0.0	0.293	0.503	0.301	0.313	0.0	0.259	0.469	0.267	0.279
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.282	0.08	0.092	0.0	0.097	0.307	0.105	0.117	0.0	0.114	0.324	0.122	0.134	0.0	0.079	0.288	0.086	0.098
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.301	0.1	0.111	0.0	0.075	0.284	0.083	0.094	0.0	0.143	0.352	0.15	0.162	0.0	0.179	0.389	0.187	0.199
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.305	0.103	0.115	0.0	0.204	0.414	0.212	0.224	0.0	0.262	0.471	0.27	0.281	0.0	0.265	0.474	0.272	0.284
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.325	0.123	0.135	0.0	0.155	0.365	0.163	0.175	0.0	0.371	0.581	0.379	0.391	0.0	0.173	0.383	0.181	0.193
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.22	0.217	0.135	0.0	0.282	0.245	0.241	0.159	0.0	0.299	0.262	0.258	0.176	0.0	0.264	0.226	0.223	0.141
CPI-SS021718DBF	TENM2_ADGRL2	simple:Q9NT68	simple:O95490	TENM2	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.277	0.24	0.236	0.154	0.0	0.26	0.222	0.219	0.137	0.0	0.328	0.29	0.287	0.205	0.0	0.365	0.327	0.324	0.242
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.243	0.239	0.157	0.0	0.39	0.352	0.349	0.267	0.0	0.447	0.409	0.406	0.324	0.0	0.45	0.412	0.409	0.327
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.263	0.259	0.177	0.0	0.341	0.303	0.3	0.217	0.0	0.556	0.519	0.515	0.433	0.0	0.359	0.321	0.317	0.235
CPI-SS09F7A6011	PENK_GHSR	simple:P01210	simple:Q92847	PENK	GHSR	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.005	0.0
