gene	mean	VO_mean	VO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
ENG	0.34970063	0.27935654	0.26498422712933756	0.7478987	0.6071428571428571	1.420412	5.077704	1
PITRM1	0.14017871	0.16146311	0.17034700315457413	0.019694597	0.017857142857142856	-3.0289192	5.81258	1
SFTA1P	0.07299052	0.08588489	0.08201892744479496	-3.6379788e-11	0.0	-9.74794	6.1503696	1
CCDC3	0.68769026	0.7507369	0.580441640378549	0.33079743	0.30357142857142855	-1.1821156	5.6753006	1
UNC5B	0.691643	0.62251264	0.49842271293375395	1.0829685	0.8035714285714286	0.7987177	5.4128375	1
P4HA1	0.7507822	0.68131024	0.5678233438485805	1.1440424	0.8571428571428571	0.74767107	5.6475415	1
ADRA2A	0.069100894	0.08130814	0.07886435331230283	-3.6379788e-11	0.0	-9.66903	6.026353	1
RAB11FIP2	0.15485576	0.17688227	0.17981072555205047	0.030170783	0.05357142857142857	-2.547607	6.163219	1
OR51E2	0.054715473	0.06438144	0.06624605678233439	-3.6379788e-11	0.0	-9.332741	5.295522	1
TRPC6	0.06267261	0.07374425	0.0694006309148265	-3.6379788e-11	0.0	-9.528342	5.4853506	1
NNMT	0.79783285	0.8758309	0.580441640378549	0.35631314	0.3392857142857143	-1.2972666	7.520455	1
PCDH20	0.072692454	0.08553417	0.07886435331230283	-3.6379788e-11	0.0	-9.7420435	6.0448585	1
GEMIN2	0.07481247	0.0880287	0.09779179810725552	-3.6379788e-11	0.0	-9.783469	7.541206	1
ACTN1	1.9322773	2.031669	0.9400630914826499	1.3696443	0.8214285714285714	-0.56882966	6.30467	1
FBLN5	0.1803511	0.205511	0.17034700315457413	0.037928686	0.05357142857142857	-2.4347575	5.4862714	1
CRIP1	1.3523742	1.4807292	0.7444794952681388	0.62579936	0.4642857142857143	-1.2424027	9.522073	1
THBS1	1.1873279	1.2933019	0.694006309148265	0.5874421	0.48214285714285715	-1.1384065	8.2333	1
ADCY9	0.065940306	0.07758921	0.08517350157728706	-3.6379788e-11	0.0	-9.601571	6.4214244	1
RPA1	0.08192936	0.09640284	0.10410094637223975	-3.6379788e-11	0.0	-9.914428	7.867792	1
CAVIN1	1.5308008	1.6487582	0.889589905362776	0.8630714	0.6964285714285714	-0.93374836	10.683671	1
TWSG1	0.2010148	0.2264352	0.22712933753943218	0.05711795	0.08928571428571429	-1.9851954	5.1788383	1
RAB31	0.8876849	0.81581706	0.61198738170347	1.2945116	0.8928571428571429	0.6660249	6.2412605	1
RNF138	0.053200483	0.06259882	0.06309148264984227	-3.6379788e-11	0.0	-9.292295	5.072812	1
CCDC68	0.2321076	0.16213118	0.15141955835962145	0.62822413	0.5357142857142857	1.953458	5.366755	1
ZNF570	0.06561668	0.07720842	0.07255520504731862	-3.6379788e-11	0.0	-9.594482	5.802623	1
PPP1R14A	1.6633517	1.7601435	0.9085173501577287	1.115435	0.75	-0.65803915	6.261735	1
APOE	0.8212295	0.7111146	0.4668769716088328	1.4445603	0.8571428571428571	1.0223734	7.8260818	1
OPA3	0.122673504	0.14129204	0.138801261829653	0.017280167	0.017857142857142856	-3.024187	5.1504745	1
AC020909.2	0.04967639	0.005048075	0.006309148264984227	0.30230448	0.3392857142857143	5.8763027	5.021766	1
JAG1	1.445209	1.5493424	0.889589905362776	0.85573554	0.6964285714285714	-0.85634357	9.1500845	1
ID1	0.5658673	0.4234474	0.3438485804416404	1.3720653	0.875	1.695859	12.959857	1
MMP9	1.022149	1.1628958	0.6498422712933754	0.22542918	0.10714285714285714	-2.3664598	12.109363	1
MAP3K7CL	0.40908664	0.45464644	0.3470031545741325	0.15118065	0.17857142857142858	-1.5878347	6.095052	1
TPST2	0.20454232	0.23339747	0.2302839116719243	0.041202445	0.05357142857142857	-2.4991078	6.808312	1
APOL6	0.05268466	0.061991874	0.06624605678233439	-3.6379788e-11	0.0	-9.278261	5.1395288	1
NHS	0.05337366	0.06280259	0.06624605678233439	-3.6379788e-11	0.0	-9.296976	5.1051188	1
TNMD	0.52168804	0.58124495	0.4227129337539432	0.18454835	0.16071428571428573	-1.6546141	6.539118	1
