gene	mean	Fus-HO_mean	Fus-HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
PLEKHN1	0.0018382287	7.1304385e-10	0.0	0.0025464853	0.0019828155981493722	4.7259955	1.0733892	0
PERM1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL645608.7	0.004426093	0.0013489922	0.0017152658662092624	0.0056118034	0.005287508261731659	1.9788965	1.0747361	0
HES4	0.43293253	0.4360191	0.30017152658662094	0.43173802	0.2848645076007931	-0.014231878	0.044533726	0
ISG15	0.21483888	0.1782624	0.14408233276157806	0.2289354	0.17184401850627892	0.36075908	1.5629989	0
AL645608.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AGRN	0.10226356	0.103743605	0.08919382504288165	0.10169036	0.08129543952412426	-0.028811429	0.044173326	0
AL645608.5	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL645608.8	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
RNF223	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
C1orf159	0.028152568	0.032110155	0.030874785591766724	0.026627824	0.020489094514210177	-0.26917332	0.26350597	0
AL390719.3	0.0006619753	7.1304385e-10	0.0	0.00091705174	0.0006609385327164573	3.3463109	0.49829805	0
LINC01342	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL390719.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TTLL10-AS1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TTLL10	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TNFRSF18	0.0030550687	0.008945222	0.00686106346483705	0.0007853137	0.0006609385327164573	-3.3528953	1.1024858	0
TNFRSF4	0.003404835	0.002991475	0.0017152658662092624	0.0035641168	0.0026437541308658294	0.2451701	0.060635135	0
SDF4	0.383214	0.3876437	0.307032590051458	0.38150057	0.2775941837409121	-0.02304001	0.07687261	0
B3GALT6	0.15079904	0.13717282	0.11663807890222985	0.15604903	0.12491738268341045	0.18587765	0.47674757	0
C1QTNF12	0.040443804	0.033700336	0.025728987993138937	0.043042433	0.03238598810310641	0.35206997	0.41311616	0
AL162741.1	0.0016509771	0.001858295	0.0017152658662092624	0.0015710875	0.0013218770654329147	-0.22881089	0.048204105	0
UBE2J2	0.25873974	0.2250226	0.18524871355060035	0.27173266	0.20423000660938534	0.27200776	1.2298571	0
LINC01786	0.0013516628	0.0017246002	0.0017152658662092624	0.0012079627	0.0006609385327164573	-0.4802589	0.093549676	0
SCNN1D	0.0016530321	0.001755736	0.0017152658662092624	0.0016134538	0.0013218770654329147	-0.115084134	0.024095492	0
ACAP3	0.1022643	0.12648043	0.10463121783876501	0.092929356	0.07270323859881031	-0.44429648	1.2125239	0
PUSL1	0.08134199	0.08667465	0.07375643224699828	0.07928481	0.06609385327164574	-0.12841074	0.20187604	0
INTS11	0.16142805	0.16010089	0.137221269296741	0.16194142	0.12359550561797752	0.01648051	0.032064002	0
AL139287.1	0.00061043643	7.1304385e-10	0.0	0.0008456536	0.0006609385327164573	3.2413015	0.498302	0
CPTP	0.059386913	0.050707284	0.044596912521440824	0.062731534	0.046926635822868476	0.3064535	0.47065836	0
TAS1R3	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
DVL1	0.045088045	0.03217834	0.025728987993138937	0.050062664	0.03965631196298744	0.6360476	1.0369853	0
MXRA8	0.31572753	0.31140864	0.241852487135506	0.31738642	0.2267019167217449	0.027422626	0.07831955	0
AURKAIP1	0.67582905	0.650002	0.483704974271012	0.6857764	0.46926635822868473	0.07728254	0.50492966	0
CCNL2	0.3948337	0.37992758	0.2950257289879931	0.400572	0.2848645076007931	0.076317675	0.301433	0
MRPL20-AS1	0.04830216	0.06595224	0.058319039451114926	0.04150124	0.03304692663582287	-0.66698104	1.2507012	0
MRPL20	0.69710654	0.6411774	0.45797598627787306	0.71865404	0.48446794448116326	0.1645496	1.4538279	0
AL391244.2	0.0053622443	0.006522001	0.005145797598627788	0.0049152654	0.0039656311962987445	-0.4009412	0.15033473	0
ANKRD65	0.0009944177	7.1304385e-10	0.0	0.0013775931	0.0013218770654329147	3.885167	0.799618	0
AL391244.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TMEM88B	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC01770	0.00080148433	0.0028814513	0.0017152658662092624	1.3096724e-09	0.0	-4.897924	0.49794754	0
VWA1	0.086997345	0.08386995	0.0634648370497427	0.088199995	0.07005948446794448	0.07254022	0.10301052	0
ATAD3C	0.003973607	0.006620087	0.005145797598627788	0.0029537608	0.0019828155981493722	-1.1378928	0.4179642	0
ATAD3B	0.03981959	0.04045858	0.03430531732418525	0.03957368	0.033707865168539325	-0.031824887	0.029603649	0
ATAD3A	0.06847784	0.09131189	0.08061749571183534	0.05967783	0.04758757435558493	-0.6127712	1.4564238	0
TMEM240	0.076326445	0.07292448	0.0634648370497427	0.07763519	0.06014540647719762	0.090187706	0.12678257	0
SSU72	0.5432908	0.5600927	0.41509433962264153	0.53681177	0.37409120951751484	-0.06123808	0.2996455	0
AL645728.1	0.021969542	0.022700131	0.02058319039451115	0.021688346	0.017184401850627893	-0.065485485	0.04609821	0
FNDC10	0.04489704	0.048917368	0.0411663807890223	0.043348093	0.0356906807666887	-0.17400022	0.197742	0
AL691432.4	0.0039932607	0.0054208986	0.005145797598627788	0.0034430982	0.0026437541308658294	-0.63989156	0.22885324	0
AL691432.2	0.032086533	0.039857127	0.032590051457975985	0.02909254	0.023132848645076007	-0.45285314	0.5063997	0
MIB2	0.087864146	0.06681478	0.060034305317324184	0.09597313	0.07666886979510905	0.521808	1.3849314	0
MMP23B	0.22423956	0.21299312	0.1595197255574614	0.22857612	0.16853932584269662	0.10182183	0.27182686	0
CDK11B	0.19468257	0.16691275	0.13379073756432247	0.20538558	0.15399867812293458	0.29907885	1.086164	0
FO704657.1	0.004325689	0.0068620895	0.00686106346483705	0.0033482048	0.0026437541308658294	-1.0136749	0.44044	0
SLC35E2B	0.11344717	0.124285646	0.10291595197255575	0.10926789	0.08592200925313946	-0.18563072	0.38552698	0
CDK11A	0.14337328	0.124646105	0.10463121783876501	0.15058951	0.11500330469266358	0.27258423	0.7627793	0
SLC35E2A	0.06784044	0.06890371	0.06174957118353345	0.06742975	0.054196959682749506	-0.031150604	0.039096415	0
NADK	0.0682287	0.07660297	0.06518010291595197	0.06500152	0.050892267019167214	-0.23659128	0.37711194	0
GNB1	0.6541679	0.6082869	0.4391080617495712	0.67184305	0.4520819563780568	0.14334989	1.097279	0
AL109917.1	0.0018390142	0.0017541744	0.0017152658662092624	0.0018716034	0.0013218770654329147	0.08859255	0.018912163	0
CALML6	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TMEM52	0.004425774	0.0053547355	0.003430531732418525	0.0040676766	0.003304692663582287	-0.38826597	0.11929062	0
CFAP74	0.0006059146	7.1304385e-10	0.0	0.0008393894	0.0006609385327164573	3.231713	0.49829847	0
AL391845.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
GABRD	0.0027501248	0.004233682	0.003430531732418525	0.002178477	0.0019828155981493722	-0.92752355	0.27822334	0
AL391845.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PRKCZ	0.010337978	0.013264748	0.010291595197255575	0.009210909	0.006609385327164574	-0.52143884	0.2823501	0
AL590822.2	0.001288333	7.1304385e-10	0.0	0.0017847618	0.0013218770654329147	4.2363	0.8014799	0
PRKCZ-AS1	0.007128696	0.008006443	0.00686106346483705	0.006790367	0.005287508261731659	-0.23448828	0.09694256	0
FAAP20	0.69836074	0.6324446	0.4665523156089194	0.72375596	0.49239920687376076	0.19453534	1.9461585	0
AL590822.1	0.0005406074	7.1304385e-10	0.0	0.00074891746	0.0006609385327164573	3.0856142	0.49829686	0
SKI	0.1716833	0.16324715	0.13893653516295026	0.17493626	0.13549239920687375	0.099712506	0.23799273	0
AL590822.3	0.0099439975	0.0077624545	0.00686106346483705	0.01078486	0.007931262392597489	0.46927118	0.2568465	0
MORN1	0.017412642	0.017902143	0.015437392795883362	0.01722432	0.014540647719762063	-0.055370055	0.034525428	0
AL589739.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL513477.2	0.0021232206	0.0025559575	0.0017152658662092624	0.0019564189	0.0013218770654329147	-0.3690979	0.07684465	0
RER1	0.37614405	0.42068404	0.3156089193825043	0.3589738	0.2663582286847323	-0.22879961	1.3189094	0
PEX10	0.0714681	0.07077591	0.060034305317324184	0.071733944	0.05485789821546596	0.01937032	0.023814458	0
PLCH2	0.00054934574	7.1304385e-10	0.0	0.00076102314	0.0006609385327164573	3.1060417	0.4983037	0
AL139246.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL139246.4	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PANK4	0.016834086	0.021919975	0.02058319039451115	0.014874999	0.01255783212161269	-0.5562569	0.4735378	0
HES5	0.006957271	0.007773827	0.005145797598627788	0.0066425134	0.005948446794448116	-0.22377853	0.082910605	0
AL139246.5	0.003475264	0.005571659	0.005145797598627788	0.0026673616	0.0019828155981493722	-1.0352596	0.37733108	0
TNFRSF14-AS1	0.00077748223	7.1304385e-10	0.0	0.001077067	0.0006609385327164573	3.5571141	0.49830008	0
TNFRSF14	0.0036381783	0.0038860019	0.003430531732418525	0.0035427134	0.0026437541308658294	-0.12992892	0.037584204	0
AL139246.3	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PRXL2B	0.06289911	0.042467672	0.03945111492281304	0.0707718	0.05551883674818242	0.7354534	1.7994279	0
MMEL1	0.0019813713	0.0017638165	0.0017152658662092624	0.0020651862	0.0013218770654329147	0.21623135	0.047539547	0
AL831784.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TTC34	0.0037741188	0.007298508	0.00686106346483705	0.002415895	0.0019828155981493722	-1.5561626	0.65450746	0
AC242022.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AC242022.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL592464.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL592464.3	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL592464.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL589702.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
ACTRT2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PRDM16-DT	0.0106338	0.0070514665	0.00686106346483705	0.012014277	0.00991407799074686	0.7603973	0.530378	0
PRDM16	0.028532539	0.01388214	0.010291595197255575	0.034177836	0.02511566424322538	1.2936909	1.9592723	0
AL008733.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL590438.1	0.0014694522	7.1304385e-10	0.0	0.0020356714	0.0013218770654329147	4.4166074	0.79912114	0
AL354743.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL354743.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
ARHGEF16	0.012837654	0.016685564	0.015437392795883362	0.011355393	0.00991407799074686	-0.55119413	0.39646965	0
AL512413.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
MEGF6	0.038722064	0.033247042	0.0274442538593482	0.040832028	0.031064111037673495	0.29567125	0.33504412	0
AL513320.1	0.00055139244	7.1304385e-10	0.0	0.00076385826	0.0006609385327164573	3.1107843	0.49829906	0
TPRG1L	0.09807405	0.0809977	0.06689536878216124	0.104651794	0.07997356245869135	0.36924204	0.86313546	0
WRAP73	0.060727604	0.065749295	0.05317324185248713	0.058792807	0.046265697290152015	-0.16107656	0.2120631	0
TP73	0.001819109	0.003673173	0.003430531732418525	0.0011047692	0.0013218770654329147	-1.6470217	0.4625268	0
AL136528.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL136528.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
CCDC27	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
SMIM1	0.1441137	0.10495791	0.08576329331046312	0.1592018	0.11896893588896233	0.6005778	2.4464154	0
LRRC47	0.13377163	0.13412449	0.11492281303602059	0.13363454	0.10575016523463318	-0.0052758297	0.009036369	0
AL365330.1	0.0010340707	7.1304385e-10	0.0	0.0014325258	0.0013218770654329147	3.9378293	0.77834487	0
CEP104	0.09813878	0.09140247	0.07375643224699828	0.10073157	0.0760079312623926	0.14006476	0.23649424	0
DFFB	0.024799189	0.013561086	0.012006861063464836	0.029129788	0.023132848645076007	1.0973672	1.4987693	0
C1orf174	0.1403122	0.17443459	0.1423670668953688	0.1271628	0.10112359550561797	-0.4557022	1.6379082	0
LINC01134	0.000667304	7.1304385e-10	0.0	0.0009244339	0.0006609385327164573	3.3567448	0.4983118	0
LINC01346	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC01345	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC02780	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL805961.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC01777	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL355602.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
Z98747.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC01646	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AJAP1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
Z98886.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
BX005132.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC02781	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC02782	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL139823.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
Z98259.3	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
Z98259.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
Z98259.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL365255.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
NPHP4	0.013391033	0.010486834	0.010291595197255575	0.014510423	0.011235955056179775	0.46472672	0.32184038	0
KCNAB2	0.007740409	0.004806376	0.005145797598627788	0.008870969	0.006609385327164574	0.870606	0.48978487	0
CHD5	0.0014514687	7.1304385e-10	0.0	0.0020107587	0.0013218770654329147	4.3996797	0.7959879	0
RPL22	2.514499	2.580914	0.9828473413379074	2.488908	0.9709187045604759	-0.052367073	2.6293213	0
AL031847.1	0.0011771474	7.1304385e-10	0.0	0.0016307336	0.0013218770654329147	4.1133013	0.7777687	0
RNF207	0.015422421	0.008081798	0.00686106346483705	0.018251004	0.013879709187045605	1.165369	1.1262832	0
ICMT	0.08499947	0.084322296	0.07375643224699828	0.08525743	0.07204230006609386	0.015892768	0.021876443	0
LINC00337	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
HES3	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
GPR153	0.073748544	0.08206745	0.0686106346483705	0.07054079	0.056179775280898875	-0.21806546	0.35987523	0
ACOT7	0.022850873	0.027021779	0.024013722126929673	0.02124418	0.01784534038334435	-0.34560913	0.30567652	0
AL031848.2	0.006374754	0.006987856	0.005145797598627788	0.006138451	0.004626569729015202	-0.18416145	0.06690279	0
HES2	0.001190655	7.1304385e-10	0.0	0.0016494461	0.0013218770654329147	4.128816	0.7967416	0
ESPN	0.0017428492	0.0036384736	0.003430531732418525	0.0010125237	0.0006609385327164573	-1.7486134	0.4607673	0
AL031848.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
TNFRSF25	0.031002592	0.025132887	0.018867924528301886	0.033264544	0.025776602775941838	0.4030106	0.41709396	0
PLEKHG5	0.042867795	0.062035985	0.04974271012006861	0.035482056	0.028420356906807668	-0.8042791	1.3987068	0
NOL9	0.1070523	0.0938136	0.07547169811320754	0.112152	0.08658294778585592	0.2573352	0.5516221	0
TAS1R1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
ZBTB48	0.059862275	0.05880069	0.05317324185248713	0.06027155	0.04758757435558493	0.035584275	0.04199028	0
KLHL21	0.019039156	0.015751954	0.015437392795883362	0.020306088	0.016523463317911435	0.36433896	0.30440205	0
PHF13	0.1341295	0.13466072	0.11492281303602059	0.13392411	0.1037673496364838	-0.007907466	0.013644015	0
THAP3	0.13617048	0.13438645	0.10634648370497427	0.13685763	0.10508922670191673	0.026268795	0.046053164	0
DNAJC11	0.0878849	0.104228824	0.09262435677530018	0.08158358	0.06477197620621282	-0.3530198	0.797262	0
LINC01672	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL591163.1	0.00058799837	7.1304385e-10	0.0	0.0008145695	0.0006609385327164573	3.1930826	0.49829394	0
CAMTA1-DT	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
CAMTA1	0.55392873	0.5974606	0.43739279588336194	0.5371481	0.38070059484467944	-0.15349653	1.0740852	0
AL512330.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
CAMTA1-IT1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
Z97987.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL365194.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL359881.3	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL359881.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL359881.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
VAMP3	0.22591402	0.19949223	0.16123499142367068	0.23609734	0.18374091209517515	0.24293712	0.9215592	0
Z98884.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PER3	0.053483307	0.05394646	0.044596912521440824	0.053305004	0.0403172504957039	-0.017225275	0.018045861	0
Z98884.1	0.00061604346	0.0022147547	0.0017152658662092624	1.3096724e-09	0.0	-4.5327687	0.4979518	0
UTS2	0.0007762191	0.0019362584	0.0017152658662092624	0.000329213	0.0006609385327164573	-2.2461548	0.38348576	0
TNFRSF9	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PARK7	1.2569463	1.2817473	0.7718696397941681	1.2473992	0.7131526768010575	-0.039185554	0.4077041	0
AL034417.4	0.0032752773	0.0036031227	0.003430531732418525	0.00314889	0.0026437541308658294	-0.18879536	0.053131968	0
AL034417.3	0.0006369793	7.1304385e-10	0.0	0.0008824241	0.0006609385327164573	3.2963357	0.4982939	0
ERRFI1	0.03981522	0.058775127	0.04631217838765009	0.032509807	0.027098479841374753	-0.8523524	1.4573616	0
AL034417.2	0.0030017893	0.0011833945	0.0017152658662092624	0.0037024708	0.0026437541308658294	1.5669726	0.59073824	0
LINC01714	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL358876.2	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
SLC45A1	0.0064984937	0.008477381	0.00686106346483705	0.005735892	0.005287508261731659	-0.55558413	0.25167388	0
RERE	0.47888854	0.4840387	0.35506003430531735	0.47689798	0.33707865168539325	-0.021437295	0.078874834	0
RERE-AS1	0.0011091987	0.0018665466	0.0017152658662092624	0.00081742223	0.0006609385327164573	-1.1000066	0.21696404	0
AL357552.2	0.000676311	7.1304385e-10	0.0	0.0009369114	0.0006609385327164573	3.3742106	0.49829507	0
ENO1	2.0336497	1.5927246	0.8421955403087479	2.203553	0.9107732980832782	0.46830958	39.577232	0
ENO1-AS1	0.002337366	0.00421259	0.003430531732418525	0.0016146963	0.0013218770654329147	-1.3306013	0.3803706	0
CA6	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
SLC2A7	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
SLC2A5	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
GPR157	0.016509484	0.0038611812	0.003430531732418525	0.021383246	0.017184401850627893	2.4392095	3.2886047	0
MIR34AHG	0.014977036	0.027629217	0.024013722126929673	0.010102723	0.009253139458030404	-1.4424528	1.5728518	0
LNCTAM34A	0.012822829	0.018972147	0.015437392795883362	0.01045377	0.008592200925313946	-0.85370886	0.62169796	0
H6PD	0.12764952	0.12111473	0.10463121783876501	0.1301658	0.09847984137475214	0.10389335	0.20754978	0
SPSB1	0.035926882	0.03550202	0.030874785591766724	0.036090832	0.028420356906807668	0.023665197	0.02012782	0
BX323043.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LINC02606	0.013532537	0.012185453	0.010291595197255575	0.014051875	0.011235955056179775	0.20404212	0.1205344	0
AL928921.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
SLC25A33	0.06980515	0.07448921	0.058319039451114926	0.067998886	0.054196959682749506	-0.13133577	0.18058375	0
TMEM201	0.033966724	0.040419918	0.03430531732418525	0.03148049	0.02511566424322538	-0.35959762	0.40349478	0
PIK3CD	0.0025114077	0.004396567	0.003430531732418525	0.0017849858	0.0013218770654329147	-1.2542704	0.35245943	0
PIK3CD-AS1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
PIK3CD-AS2	0.043621913	0.04700806	0.036020583190394515	0.04231738	0.034368803701255786	-0.15131843	0.16004789	0
CLSTN1	0.277771	0.2775972	0.22641509433962265	0.2778352	0.2108393919365499	0.0012358538	0.0031346607	0
CTNNBIP1	0.18146825	0.20433468	0.1646655231560892	0.17266153	0.13086582947785855	-0.24285795	0.76670855	0
AL357140.1	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
AL357140.4	1.4188117e-09	7.1304385e-10	0.0	1.3096724e-09	0.0	8.599107e-06	37.500446	0
LZIC	0.40480152	0.4032385	0.32075471698113206	0.40539807	0.29345670852610706	0.0077039944	0.025111977	0
