gene	mean	True_mean	True_positive_frac	False_mean	False_positive_frac	log2FC	-log10 p-val	is_significant
OLFML2A	0.31821463	0.12565	0.16326530612244897	0.3682709	0.3209549071618037	1.5506006	6.9772325	1
NRARP	0.10873182	0.015693588	0.02040816326530612	0.13291684	0.13262599469496023	3.074198	6.4496818	1
HACD1	0.20390268	0.4956269	0.5	0.12807016	0.16180371352785147	-1.951485	7.682583	1
TSPAN15	0.1526307	0.044941872	0.061224489795918366	0.18062413	0.1909814323607427	2.0044503	5.861718	1
IFIT2	0.22329773	0.086586	0.11224489795918367	0.25883558	0.26525198938992045	1.5787222	5.4101534	1
H19	1.7758421	1.107513	0.6326530612244898	1.9495714	0.8116710875331565	0.8157771	8.718376	1
PRCP	0.9265549	1.2953745	0.8367346938775511	0.8306826	0.6180371352785146	-0.64093775	5.6099105	1
NTM	0.5872394	0.9284085	0.7551020408163265	0.49855372	0.44297082228116713	-0.89687693	7.2936306	1
PIANP	0.044957872	-9.458745e-11	0.0	0.056644537	0.07161803713527852	9.148339	6.4331837	1
RERG	0.09548819	0.022884592	0.04081632653061224	0.11436131	0.129973474801061	2.316121	5.255165	1
NDUFA4L2	0.24265173	0.035855234	0.04081632653061224	0.29640785	0.22811671087533156	3.0437965	10.533516	1
NAV3	0.1774213	0.053727444	0.07142857142857142	0.20957519	0.2413793103448276	1.9617423	6.8128915	1
LUM	0.83756	1.2810102	0.7653061224489796	0.72228855	0.4960212201591512	-0.8265476	5.7884707	1
PGF	0.120017275	0.025464734	0.05102040816326531	0.144596	0.1724137931034483	2.5007982	7.635581	1
FOS	1.1976659	0.8303078	0.7142857142857143	1.2931598	0.8355437665782494	0.6391203	7.103227	1
EFCAB11	0.08510975	0.020017287	0.04081632653061224	0.102030344	0.13262599469496023	2.343904	5.575869	1
RASL12	0.086089596	0.0068376693	0.02040816326530612	0.10669092	0.13527851458885942	3.944194	9.435977	1
CSPG4	0.22775336	0.094009764	0.1326530612244898	0.26251963	0.27851458885941643	1.4805584	5.5138884	1
TNFRSF12A	0.35561967	0.64410627	0.5612244897959183	0.28062648	0.259946949602122	-1.1983577	5.5237684	1
PLXDC1	0.19970265	0.06902455	0.08163265306122448	0.23367204	0.2440318302387268	1.7578323	5.581648	1
CAVIN1	0.7445202	1.0705497	0.8061224489795918	0.6597713	0.5464190981432361	-0.6982299	6.304398	1
NGFR	0.43519363	0.14847551	0.15306122448979592	0.5097249	0.4270557029177719	1.7788056	10.646114	1
TBX2	0.5345518	0.30895048	0.3673469387755102	0.5931958	0.5358090185676393	0.9409091	6.165638	1
GPRC5C	0.30426973	0.11696329	0.1326530612244898	0.35295904	0.3713527851458886	1.5926206	7.3741508	1
CCDC102B	0.63495374	0.30052572	0.3979591836734694	0.72188777	0.5702917771883289	1.264006	11.332332	1
COL5A3	0.10480261	0.0201552	0.030612244897959183	0.12680645	0.11936339522546419	2.6474013	5.450357	1
APOE	1.8362813	1.3144827	0.7551020408163265	1.9719218	0.9018567639257294	0.5850706	7.7456264	1
TTYH1	0.23238559	0.05662742	0.07142857142857142	0.27807337	0.246684350132626	2.293866	9.21766	1
FOXS1	0.11868471	0.0137175955	0.02040816326530612	0.1459706	0.15915119363395225	3.4020875	9.263664	1
COL18A1	1.2898169	0.92722946	0.7244897959183674	1.3840697	0.8275862068965517	0.57786685	6.5306296	1
MED14	0.10941755	0.026430454	0.05102040816326531	0.13098983	0.16710875331564987	2.3048346	6.65592	1
F8	0.12542656	0.032438837	0.04081632653061224	0.14959857	0.14323607427055704	2.2018259	5.1626253	1
