id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|UN
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.14	0.155	0.191	0.269	0.167	0.125	0.057	0.072	0.107	0.186	0.083	0.042	1.142	1.157	1.192	1.271	1.168	1.127	0.059	0.074	0.11	0.188	0.086	0.044	0.056	0.071	0.107	0.185	0.083	0.041	0.076	0.091	0.126	0.205	0.102	0.061
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.007	0.004	0.008	0.092	0.087	0.013	0.013	0.009	0.014	0.098	0.093	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.009	0.013	0.097	0.092	0.018	0.098	0.094	0.099	0.183	0.177	0.103	0.008	0.005	0.009	0.094	0.088	0.014
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.09	0.091	0.0	0.095	0.09	0.093	0.021	0.022	0.0	0.026	0.021	0.024	0.023	0.024	0.0	0.028	0.023	0.026	0.273	0.274	0.0	0.278	0.273	0.276	0.006	0.007	0.0	0.011	0.006	0.009	0.02	0.021	0.0	0.025	0.02	0.023
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.008	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.003	0.0	0.002	0.004	0.0	0.0	0.006	0.0	0.006	0.031	0.0	0.0	0.034	0.0	0.033	0.004	0.0	0.0	0.006	0.0	0.006	0.001	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.003	0.0	0.003	0.005	0.0	0.0	0.007	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.006	0.001	0.0	0.0	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093B46106	CXCL6_CXCR2	simple:P80162	simple:P25025	CXCL6	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.003	0.002	0.0	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.003	0.0	0.003	0.019	0.0	0.0	0.022	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.083	0.417	0.079	0.158	0.097	0.085	0.012	0.346	0.008	0.087	0.026	0.015	0.023	0.356	0.019	0.097	0.037	0.025	0.085	0.419	0.081	0.16	0.099	0.088	0.149	0.483	0.145	0.224	0.163	0.152	0.041	0.375	0.037	0.116	0.055	0.044
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.01	0.344	0.006	0.085	0.024	0.012	0.009	0.343	0.005	0.084	0.023	0.012	0.034	0.368	0.03	0.109	0.048	0.037	0.017	0.351	0.013	0.092	0.031	0.02	0.01	0.344	0.007	0.085	0.025	0.013	0.022	0.356	0.018	0.097	0.036	0.025
CPI-SS0C2437E0D	CXCL13_CXCR5	simple:O43927	simple:P32302	CXCL13	CXCR5	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.005	0.004	0.002	0.005	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0406B0B69	Cholesterol_byLIPA_RORA	complex:Cholesterol_byLIPA	simple:P35398		RORA	True	False	True	curated	False	Ligand-Receptor	Signaling by Cholesterol	0.151	0.14	0.172	0.14	0.121	0.123	0.553	0.543	0.574	0.542	0.523	0.525	0.192	0.182	0.213	0.181	0.162	0.164	0.354	0.344	0.375	0.343	0.325	0.327	0.209	0.199	0.23	0.199	0.18	0.182	0.153	0.143	0.174	0.142	0.124	0.126
CPI-SS00F4019EA	C3_C5AR2	simple:P01024	simple:Q9P296	C3	C5AR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.001	0.003	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.402	0.405	0.0	0.0	0.403	0.405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.0	0.003	0.006
CPI-SS055233B99	IHH_HHIP	simple:Q14623	simple:Q96QV1	IHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Indian hedgehog	0.001	0.01	0.0	0.009	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.048	0.0	0.047	0.039	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F7A89A4F	SHH_HHIP	simple:Q15465	simple:Q96QV1	SHH	HHIP	True	False	False	curated	False	Ligand-Ligand	Signaling by Sonic hedgehog	0.001	0.01	0.0	0.009	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.034	0.0	0.033	0.024	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.014	0.004	0.084	0.525	0.022	0.092	0.043	0.033	0.114	0.555	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.024	0.014	0.094	0.536	0.033	0.062	0.013	0.004	0.084	0.525	0.022	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.013	0.003	0.083	0.525	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.023	0.013	0.093	0.535	0.032	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09B92F236	EDN1_EDNRB	simple:P05305	simple:P24530	EDN1	EDNRB	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.007	0.215	0.0	0.088	0.013	0.006	0.036	0.244	0.0	0.118	0.043	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.225	0.0	0.099	0.023	0.016	0.007	0.215	0.0	0.088	0.013	0.006	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0696491A3	EDN3_EDNRB	simple:P14138	simple:P24530	EDN3	EDNRB	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.006	0.214	0.0	0.088	0.012	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.224	0.0	0.098	0.022	0.015	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.205	0.047	0.051	0.048	0.132	0.129	0.458	0.301	0.305	0.302	0.386	0.383	0.19	0.033	0.037	0.034	0.118	0.115	0.217	0.06	0.064	0.061	0.145	0.142	0.449	0.292	0.296	0.292	0.377	0.374	0.187	0.03	0.034	0.03	0.115	0.112
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.072	0.073	0.242	0.185	0.226	0.0	0.114	0.116	0.284	0.227	0.268	0.0	0.359	0.361	0.529	0.472	0.513	0.0	0.065	0.067	0.235	0.178	0.219	0.0	0.009	0.01	0.179	0.122	0.163	0.0	0.03	0.031	0.2	0.142	0.184	0.0
CPI-SS09947DDD9	EGF_EGFR	simple:P01133	simple:P00533	EGF	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.022	0.024	0.192	0.135	0.177	0.0	0.014	0.015	0.184	0.126	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.18	0.123	0.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.026	0.195	0.138	0.179	0.0
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.381	0.384	0.388	0.38	0.392	0.383	0.048	0.051	0.055	0.047	0.058	0.05	0.575	0.578	0.582	0.574	0.585	0.577	0.261	0.264	0.268	0.26	0.271	0.263	0.244	0.247	0.251	0.243	0.254	0.246	0.116	0.119	0.123	0.115	0.126	0.118
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	0.002	0.013	0.0	0.0	0.002	0.003	0.004	0.015	0.0	0.0	0.004	0.006	0.005	0.017	0.0	0.0	0.005	0.007	0.005	0.016	0.0	0.0	0.005	0.006	0.004	0.016	0.0	0.0	0.004	0.006	0.003	0.014	0.0	0.0	0.003	0.004
CPI-SS00373B59C	LRRC4C_PTPRF	simple:Q9HCJ2	simple:P10586	LRRC4C	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.112	0.05	0.139	0.103	0.055	0.078	0.113	0.05	0.139	0.104	0.056	0.078	0.112	0.05	0.139	0.104	0.055	0.078	0.128	0.066	0.155	0.119	0.071	0.094	0.27	0.208	0.297	0.261	0.213	0.236	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CBB9D57D	LRFN5_PTPRF	simple:Q96NI6	simple:P10586	LRFN5	PTPRF	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.113	0.051	0.14	0.105	0.056	0.079	0.115	0.053	0.141	0.106	0.058	0.081	0.114	0.052	0.141	0.106	0.057	0.08	0.147	0.085	0.173	0.138	0.09	0.113	0.218	0.156	0.245	0.209	0.161	0.184	0.116	0.054	0.142	0.107	0.059	0.082
CPI-CS077A507B6	LTC4_byLTC4S_CYSLTR2	complex:LTC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.016	0.0	0.021	0.0	0.027	0.0	0.001	0.0	0.006	0.0	0.012	0.0	0.023	0.0	0.028	0.0	0.035	0.0	0.005	0.0	0.01	0.0	0.017	0.0	0.003	0.0	0.008	0.0	0.014	0.0	0.014	0.0	0.019	0.0	0.025	0.0
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuropeptide precursor	0.15	0.235	0.0	0.244	0.174	0.156	0.005	0.09	0.0	0.098	0.029	0.011	0.011	0.096	0.0	0.104	0.035	0.017	0.003	0.088	0.0	0.097	0.027	0.009	0.009	0.094	0.0	0.102	0.033	0.015	0.06	0.145	0.0	0.153	0.084	0.066
CPI-SS0A6FCBF7C	CNTN1_NOTCH1	simple:Q12860	simple:P46531	CNTN1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.016	0.174	0.026	0.095	0.112	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.171	0.023	0.092	0.109	0.013	0.012	0.169	0.022	0.09	0.108	0.012	0.067	0.224	0.076	0.145	0.163	0.066	0.012	0.169	0.022	0.09	0.108	0.012
CPI-SS0FC612D4D	DLK1_NOTCH1	simple:P80370	simple:P46531	DLK1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.047	0.204	0.057	0.125	0.143	0.047	0.128	0.285	0.138	0.206	0.224	0.128	0.967	1.125	0.977	1.046	1.063	0.967	1.232	1.389	1.241	1.31	1.328	1.231	0.481	0.638	0.491	0.559	0.577	0.481	0.082	0.24	0.092	0.161	0.178	0.082
CPI-SS0AFCA0602	DLL4_NOTCH1	simple:Q9NR61	simple:P46531	DLL4	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.011	0.168	0.021	0.089	0.107	0.011	0.196	0.353	0.205	0.274	0.292	0.195	0.015	0.173	0.025	0.094	0.111	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.17	0.023	0.091	0.109	0.013	0.014	0.172	0.024	0.092	0.11	0.014
CPI-SS052ADA696	JAG1_NOTCH1	simple:P78504	simple:P46531	JAG1	NOTCH1	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.09	0.248	0.1	0.169	0.187	0.09	0.189	0.346	0.199	0.267	0.285	0.189	0.028	0.186	0.038	0.107	0.125	0.028	0.208	0.366	0.218	0.287	0.305	0.208	0.204	0.362	0.214	0.283	0.3	0.204	0.076	0.234	0.086	0.155	0.172	0.076
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.086	0.498	0.019	0.05	0.311	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.495	0.016	0.047	0.308	0.053	0.082	0.494	0.015	0.046	0.307	0.052	0.137	0.548	0.069	0.1	0.362	0.107	0.082	0.494	0.015	0.046	0.307	0.052
CPI-SS0BDC912F3	CNTN1_NRCAM	simple:Q12860	simple:Q92823	CNTN1	NRCAM	True	False	False	curated	False	Adhesion-Adhesion		0.011	0.061	0.007	0.02	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.058	0.004	0.017	0.006	0.007	0.007	0.057	0.003	0.016	0.005	0.006	0.061	0.112	0.058	0.071	0.06	0.06	0.007	0.057	0.003	0.016	0.005	0.006
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.003	0.004	0.0	0.005	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.261	0.262	0.0	0.262	0.266	0.0	0.03	0.03	0.0	0.031	0.035	0.0	0.009	0.01	0.0	0.011	0.015	0.0
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ADCYAP1	VIPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.001	0.001	0.004	0.012	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.005	0.013	0.0	0.004	0.002	0.002	0.005	0.013	0.0	0.004	0.002	0.002	0.005	0.013	0.0	0.005
CPI-SS0C8A09915	VIP_VIPR1	simple:P01282	simple:P32241	VIP	VIPR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.001	0.001	0.004	0.012	0.0	0.003	0.005	0.005	0.009	0.017	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.005	0.013	0.0	0.004	0.016	0.015	0.019	0.027	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.034	1.481	0.051	0.238	0.192	0.099	0.237	1.684	0.253	0.441	0.394	0.301	0.044	1.492	0.061	0.248	0.202	0.109	0.075	1.522	0.092	0.279	0.232	0.139	0.156	1.603	0.172	0.36	0.313	0.22	0.026	1.473	0.043	0.23	0.184	0.09
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.549	1.996	0.565	0.753	0.706	0.613	0.158	1.606	0.175	0.362	0.316	0.223	0.572	2.02	0.589	0.776	0.73	0.637	0.724	2.171	0.741	0.928	0.882	0.788	0.138	1.585	0.155	0.342	0.296	0.202	0.623	2.071	0.64	0.828	0.781	0.688
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.034	0.855	0.023	0.09	0.032	0.076	0.237	1.057	0.225	0.293	0.235	0.279	0.044	0.865	0.033	0.1	0.042	0.086	0.075	0.895	0.063	0.131	0.073	0.117	0.156	0.976	0.144	0.212	0.154	0.198	0.026	0.847	0.015	0.082	0.024	0.068
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.549	1.369	0.537	0.605	0.547	0.591	0.158	0.979	0.147	0.214	0.156	0.201	0.572	1.393	0.561	0.628	0.57	0.614	0.724	1.545	0.713	0.78	0.722	0.766	0.138	0.959	0.127	0.194	0.136	0.18	0.623	1.444	0.612	0.679	0.621	0.666
CPI-SS01790830C	PGF_NRP1	simple:P49763	simple:O14786	PGF	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.189	0.562	0.053	0.229	0.19	0.116	0.391	0.764	0.255	0.431	0.392	0.319	0.199	0.572	0.063	0.239	0.2	0.126	0.23	0.602	0.093	0.269	0.23	0.157	0.31	0.683	0.174	0.35	0.311	0.238	0.181	0.553	0.045	0.221	0.181	0.108
CPI-SS043E22BF5	VEGFA_NRP1	simple:P15692	simple:O14786	VEGFA	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.703	1.076	0.567	0.743	0.704	0.631	0.313	0.686	0.177	0.353	0.314	0.24	0.727	1.1	0.591	0.767	0.728	0.654	0.879	1.251	0.743	0.919	0.879	0.806	0.293	0.666	0.157	0.333	0.293	0.22	0.778	1.151	0.642	0.818	0.779	0.706
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.145	0.688	0.06	0.108	0.378	0.127	0.347	0.89	0.262	0.31	0.58	0.33	0.155	0.698	0.07	0.118	0.388	0.137	0.186	0.728	0.1	0.149	0.418	0.168	0.266	0.809	0.181	0.229	0.499	0.249	0.137	0.679	0.051	0.1	0.37	0.119
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.659	1.202	0.574	0.622	0.892	0.642	0.269	0.812	0.184	0.232	0.502	0.251	0.683	1.226	0.598	0.646	0.916	0.665	0.835	1.378	0.749	0.798	1.068	0.817	0.249	0.792	0.163	0.212	0.482	0.231	0.734	1.277	0.649	0.697	0.967	0.716
CPI-SS036B08188	PLAU_PLAUR	simple:P00749	simple:Q03405	PLAU	PLAUR	True	False	True	curated	False	Ligand-Receptor	Signaling by Plasminogen Activator	0.016	0.352	0.033	0.204	0.016	0.017	0.259	0.595	0.276	0.447	0.259	0.26	0.014	0.349	0.031	0.202	0.014	0.015	0.064	0.4	0.082	0.252	0.065	0.065	0.015	0.351	0.032	0.203	0.015	0.016	0.018	0.353	0.035	0.206	0.018	0.018
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.055	0.053	0.036	0.291	0.464	0.05	0.299	0.297	0.28	0.534	0.707	0.293	0.068	0.065	0.048	0.303	0.476	0.062	0.132	0.129	0.113	0.367	0.54	0.126	0.237	0.234	0.217	0.472	0.645	0.231	0.04	0.038	0.021	0.275	0.448	0.034
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.029	0.004	0.002	0.006	0.13	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.004	0.003	0.006	0.13	0.003	0.077	0.051	0.05	0.054	0.178	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.004	0.003	0.007	0.131	0.003
