gene	mean	HO_mean	HO_positive_frac	ReAgg-CM_mean	ReAgg-CM_positive_frac	log2FC	-log10 p-val	is_significant
AL592464.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL592464.3	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL592464.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL589702.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
ACTRT2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
PRDM16-DT	0.004946013	0.0065810825	0.015306122448979591	0.0041625313	0.004889975550122249	-0.6483715	0.21072344	0
PRDM16	0.018947328	0.029950684	0.04591836734693878	0.013674242	0.022004889975550123	-1.1254249	0.83572125	0
AL008733.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL590438.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL354743.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL354743.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
ARHGEF16	0.02037173	0.033026975	0.061224489795918366	0.014306996	0.019559902200488997	-1.2012371	1.080326	0
AL512413.1	0.0014415327	-1.3096724e-10	0.0	0.0021323406	0.0024449877750611247	4.4804873	0.497711	0
MEGF6	0.008934407	0.0179193	0.02040816326530612	0.004628634	0.004889975550122249	-1.9300476	0.7660332	0
AL513320.1	0.001231986	-1.3096724e-10	0.0	0.0018223749	0.0024449877750611247	4.2648196	0.4977061	0
TPRG1L	0.14728066	0.16076574	0.23469387755102042	0.14081855	0.1882640586797066	-0.19099559	0.33541352	0
WRAP73	0.07327822	0.08570933	0.1377551020408163	0.067321494	0.10268948655256724	-0.34792596	0.4779217	0
TP73	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL136528.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL136528.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
CCDC27	0.0020168873	0.002092438	0.00510204081632653	0.001980688	0.0024449877750611247	-0.075475425	0.013641932	0
SMIM1	0.20339924	0.19657396	0.25510204081632654	0.20667017	0.2469437652811736	0.07222209	0.12266573	0
LRRC47	0.16409323	0.15153109	0.22959183673469388	0.17011358	0.2371638141809291	0.16678064	0.3026414	0
AL365330.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
CEP104	0.15473367	0.20323113	0.27040816326530615	0.13149315	0.18092909535452323	-0.62774664	1.7948196	0
DFFB	0.019801335	0.009201229	0.02040816326530612	0.0248811	0.034229828850855744	1.4253439	1.2148651	0
C1orf174	0.17654414	0.17281476	0.27040816326530615	0.17833146	0.22493887530562348	0.04530907	0.07406101	0
LINC01134	0.0024589044	-1.3096724e-10	0.0	0.003637255	0.004889975550122249	5.223909	0.79635835	0
LINC01346	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC01345	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC02780	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL805961.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC01777	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL355602.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
Z98747.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC01646	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AJAP1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
Z98886.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
BX005132.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC02781	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC02782	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL139823.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
Z98259.3	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
Z98259.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
Z98259.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL365255.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
NPHP4	0.013308167	0.0105059035	0.025510204081632654	0.014651044	0.02444987775061125	0.4759496	0.258748	0
KCNAB2	0.013993549	0.013889746	0.02040816326530612	0.014043185	0.019559902200488997	0.015737291	0.006223805	0
CHD5	0.0018329067	0.0026351598	0.00510204081632653	0.0014484371	0.0024449877750611247	-0.8208124	0.15903935	0
RPL22	2.4514	2.5033708	1.0	2.4264953	0.9926650366748166	-0.04499606	1.6810406	0
AL031847.1	0.003414548	-1.3096724e-10	0.0	0.00505086	0.007334963325183374	5.6867433	0.99378896	0
RNF207	0.01028331	0.007603625	0.015306122448979591	0.011567508	0.017114914425427872	0.59888715	0.2819322	0
ICMT	0.10837914	0.10659525	0.1683673469387755	0.10923429	0.1491442542787286	0.035249997	0.04221323	0
LINC00337	0.00046046672	0.0014213662	0.00510204081632653	2.910383e-10	0.0	-3.9272914	0.49681967	0
HES3	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
GPR153	0.04821761	0.045819353	0.07653061224489796	0.049367286	0.06845965770171149	0.10737242	0.08859567	0
ACOT7	0.0835562	0.043206014	0.08673469387755102	0.10289284	0.15892420537897312	1.2499046	3.6263487	0
AL031848.2	0.0066681765	0.0028018458	0.00510204081632653	0.008520936	0.012224938875305624	1.5708736	0.6383726	0
HES2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
ESPN	0.11025759	0.14229539	0.15816326530612246	0.094904765	0.1100244498777506	-0.58383065	0.9805507	0
AL031848.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
TNFRSF25	0.02849138	0.033236545	0.05102040816326531	0.026217382	0.034229828850855744	-0.3410886	0.22697483	0
PLEKHG5	0.027798938	0.028693661	0.05102040816326531	0.027370237	0.039119804400977995	-0.06788187	0.041244544	0
NOL9	0.07875382	0.08082652	0.1377551020408163	0.07776101	0.10513447432762836	-0.055711523	0.05976581	0
TAS1R1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
ZBTB48	0.040880654	0.039420396	0.07142857142857142	0.041580793	0.05867970660146699	0.07678527	0.058699194	0
KLHL21	0.022229588	0.009797938	0.015306122448979591	0.028186997	0.04156479217603912	1.5149392	1.3453517	0
PHF13	0.12881908	0.13131195	0.20408163265306123	0.1276247	0.17114914425427874	-0.04105892	0.055453826	0
THAP3	0.173461	0.18338802	0.2755102040816326	0.16870393	0.2273838630806846	-0.12033738	0.22225599	0
DNAJC11	0.09749062	0.116864495	0.17346938775510204	0.08820666	0.12469437652811736	-0.4054765	0.6810378	0
LINC01672	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL591163.1	0.00060963386	0.0018818056	0.00510204081632653	2.910383e-10	0.0	-4.308739	0.4968172	0
CAMTA1-DT	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
CAMTA1	0.7829649	0.8142979	0.8061224489795918	0.767951	0.7041564792176039	-0.084531695	0.49533415	0
AL512330.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
CAMTA1-IT1	0.0008366702	0.0025825445	0.00510204081632653	2.910383e-10	0.0	-4.7455263	0.49682498	0
Z97987.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL365194.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL359881.3	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL359881.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
AL359881.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
VAMP3	0.45744067	0.44960272	0.5408163265306123	0.4611956	0.5330073349633252	0.036719956	0.10952025	0
Z98884.2	0.00067697105	0.0020896574	0.00510204081632653	2.910383e-10	0.0	-4.452629	0.4968216	0
PER3	0.03942505	0.06449059	0.09183673469387756	0.027413784	0.039119804400977995	-1.2311695	1.5568151	0
Z98884.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
UTS2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
TNFRSF9	0.013797242	0.017745862	0.02040816326530612	0.011904935	0.017114914425427872	-0.57196194	0.2362662	0
PARK7	1.4226519	1.4189146	0.9387755102040817	1.4244429	0.9168704156479217	0.005609645	0.04058901	0
AL034417.4	0.004230817	0.0051507405	0.01020408163265306	0.0037900538	0.004889975550122249	-0.4327308	0.11587994	0
AL034417.3	0.002248916	-1.3096724e-10	0.0	0.0033266365	0.004889975550122249	5.0987234	0.80191934	0
ERRFI1	0.25143138	0.19694544	0.25	0.27754134	0.2982885085574572	0.49469388	1.6274151	0
AL034417.2	0.012500637	0.011530209	0.02040816326530612	0.012965728	0.017114914425427872	0.16791041	0.069903195	0
LINC01714	0.0014155286	-1.3096724e-10	0.0	0.0020938746	0.0024449877750611247	4.455411	0.49770543	0
AL358876.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
SLC45A1	0.01307915	0.008852644	0.015306122448979591	0.015104517	0.022004889975550123	0.7641143	0.4055134	0
RERE	0.4852373	0.42449847	0.5357142857142857	0.5143444	0.5599022004889975	0.27691612	1.5432383	0
RERE-AS1	0.000871158	0.0026889988	0.00510204081632653	2.910383e-10	0.0	-4.8016715	0.4968234	0
AL357552.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
ENO1	2.9067638	2.9785569	0.9948979591836735	2.8723555	1.0	-0.052377418	1.5557307	0
ENO1-AS1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
CA6	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
SLC2A7	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
SLC2A5	0.0010074206	-1.3096724e-10	0.0	0.0014901934	0.0024449877750611247	3.9911323	0.49770552	0
GPR157	0.01901051	0.0315683	0.05102040816326531	0.012992447	0.022004889975550123	-1.2743047	1.0271326	0
MIR34AHG	0.0147611275	0.01005582	0.02040816326530612	0.01701599	0.029339853300733496	0.753038	0.48414785	0
LNCTAM34A	0.02728999	0.020960301	0.03571428571428571	0.030323256	0.044009779951100246	0.5306485	0.40160134	0
H6PD	0.119336314	0.13942622	0.20918367346938777	0.10970922	0.15647921760391198	-0.34553704	0.65254694	0
SPSB1	0.018418526	0.028391471	0.04591836734693878	0.013639157	0.019559902200488997	-1.0522367	0.76670027	0
BX323043.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LINC02606	0.006141382	0.0031212193	0.00510204081632653	0.007588694	0.014669926650366748	1.2551316	0.49891043	0
AL928921.1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
SLC25A33	0.07652184	0.08030551	0.1326530612244898	0.074709	0.11491442542787286	-0.10408252	0.1147008	0
TMEM201	0.029295648	0.04055669	0.05612244897959184	0.02389935	0.03667481662591687	-0.76049745	0.63979685	0
PIK3CD	0.004068502	0.0069708987	0.01020408163265306	0.0026776358	0.004889975550122249	-1.348036	0.37090227	0
PIK3CD-AS1	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
PIK3CD-AS2	0.060219586	0.06942331	0.09693877551020408	0.055809442	0.07579462102689487	-0.3144048	0.30579257	0
CLSTN1	0.389122	0.3540035	0.45408163265306123	0.40594944	0.46454767726161367	0.19748443	0.73416084	0
CTNNBIP1	0.23834272	0.23077317	0.35714285714285715	0.24196975	0.3154034229828851	0.06832235	0.14827055	0
AL357140.1	0.00022423128	-1.3096724e-10	0.0	0.00033168664	0.0024449877750611247	2.1099863	0.49770764	0
AL357140.4	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
LZIC	0.49158472	0.57188505	0.6938775510204082	0.45310205	0.5061124694376528	-0.33582315	2.4767823	0
AL357140.2	7.4942363e-10	-1.3096724e-10	0.0	2.910383e-10	0.0	6.01938e-06	20.628338	0
