id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EN_V	CM|EP	CM|FB_H	CM|FB_V	CM|PR	CM|SM	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EN_V	EN_H|EP	EN_H|FB_H	EN_H|FB_V	EN_H|PR	EN_H|SM	EN_H|UN	EN_V|CM	EN_V|EN_H	EN_V|EN_V	EN_V|EP	EN_V|FB_H	EN_V|FB_V	EN_V|PR	EN_V|SM	EN_V|UN	EP|CM	EP|EN_H	EP|EN_V	EP|EP	EP|FB_H	EP|FB_V	EP|PR	EP|SM	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EN_V	FB_H|EP	FB_H|FB_H	FB_H|FB_V	FB_H|PR	FB_H|SM	FB_H|UN	FB_V|CM	FB_V|EN_H	FB_V|EN_V	FB_V|EP	FB_V|FB_H	FB_V|FB_V	FB_V|PR	FB_V|SM	FB_V|UN	PR|CM	PR|EN_H	PR|EN_V	PR|EP	PR|FB_H	PR|FB_V	PR|PR	PR|SM	PR|UN	SM|CM	SM|EN_H	SM|EN_V	SM|EP	SM|FB_H	SM|FB_V	SM|PR	SM|SM	SM|UN	UN|CM	UN|EN_H	UN|EN_V	UN|EP	UN|FB_H	UN|FB_V	UN|PR	UN|SM	UN|UN
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.005	0.002	0.022	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.005	0.025	0.0	0.014	0.0	0.0	0.0	0.0	0.006	0.003	0.023	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.177	0.173	0.194	0.0	0.182	0.0	0.0	0.0	0.0	0.019	0.016	0.036	0.0	0.025	0.0	0.0	0.0	0.0	0.025	0.022	0.042	0.0	0.031	0.0	0.0	0.0	0.0	0.073	0.07	0.09	0.0	0.079	0.0	0.0	0.0	0.0	0.141	0.138	0.158	0.0	0.147	0.0	0.0	0.0	0.0	0.437	0.434	0.454	0.0	0.443	0.0	0.0	0.0	0.0	0.117	0.114	0.134	0.0	0.123	0.0	0.0	0.0	0.0	0.194	0.191	0.211	0.0	0.2	0.0	0.0	0.0	0.0	0.048	0.045	0.065	0.0	0.054	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.001	0.0	0.0	0.005	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.013	0.0	0.0	0.017	0.0	0.0	0.0	0.017	0.018	0.018	0.0	0.0	0.022	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.174	0.588	0.77	0.177	0.219	0.183	0.214	0.0	0.192	0.017	0.43	0.612	0.02	0.061	0.026	0.057	0.0	0.034	0.023	0.436	0.618	0.026	0.067	0.032	0.062	0.0	0.04	0.071	0.484	0.666	0.074	0.115	0.08	0.111	0.0	0.088	0.139	0.552	0.734	0.142	0.184	0.148	0.179	0.0	0.157	0.435	0.848	1.03	0.438	0.479	0.444	0.475	0.0	0.452	0.115	0.528	0.71	0.118	0.159	0.124	0.155	0.0	0.132	0.192	0.605	0.787	0.195	0.237	0.201	0.232	0.0	0.21	0.046	0.459	0.641	0.049	0.09	0.055	0.086	0.0	0.063
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.006	0.419	0.602	0.009	0.051	0.015	0.046	0.0	0.024	0.003	0.416	0.598	0.006	0.048	0.012	0.043	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.439	0.621	0.029	0.071	0.035	0.066	0.0	0.044	0.006	0.419	0.601	0.009	0.05	0.015	0.046	0.0	0.023	0.015	0.428	0.61	0.018	0.059	0.024	0.055	0.0	0.032	0.004	0.417	0.6	0.007	0.049	0.013	0.044	0.0	0.022	0.047	0.46	0.642	0.05	0.092	0.056	0.087	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.098	0.015	0.06	0.018	0.147	0.384	0.523	0.45	0.028	0.141	0.058	0.103	0.061	0.19	0.427	0.566	0.494	0.071	0.157	0.074	0.118	0.077	0.206	0.443	0.582	0.509	0.087	0.113	0.03	0.075	0.033	0.162	0.399	0.538	0.466	0.043	0.252	0.168	0.213	0.172	0.301	0.538	0.677	0.604	0.182	0.099	0.016	0.061	0.02	0.149	0.385	0.525	0.452	0.029	0.1	0.017	0.062	0.02	0.149	0.386	0.525	0.452	0.03	0.22	0.136	0.181	0.14	0.269	0.506	0.645	0.572	0.15	0.104	0.021	0.065	0.024	0.153	0.39	0.529	0.456	0.034
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.097	0.014	0.059	0.018	0.147	0.383	0.523	0.45	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.018	0.063	0.021	0.15	0.387	0.526	0.454	0.031
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.097	0.014	0.059	0.017	0.146	0.383	0.522	0.449	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.026	0.071	0.03	0.159	0.396	0.535	0.462	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.193	0.05	0.071	0.035	0.051	0.252	0.05	0.046	0.122	0.573	0.43	0.45	0.415	0.431	0.632	0.43	0.426	0.502	0.603	0.46	0.481	0.445	0.461	0.662	0.46	0.456	0.532	0.201	0.058	0.079	0.043	0.059	0.26	0.058	0.054	0.13	0.366	0.222	0.243	0.207	0.223	0.424	0.223	0.219	0.294	0.452	0.309	0.329	0.293	0.31	0.51	0.309	0.305	0.381	0.793	0.649	0.67	0.634	0.65	0.851	0.649	0.645	0.721	0.468	0.325	0.345	0.31	0.326	0.527	0.325	0.321	0.397	0.229	0.085	0.106	0.07	0.086	0.287	0.085	0.081	0.157
CPI-SS0DE3B267F	GHRL_GHSR	simple:Q9UBU3	simple:Q92847	GHRL	GHSR	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth hormone-releasing hormone	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
CPI-SS09F7A6011	PENK_GHSR	simple:P01210	simple:Q92847	PENK	GHSR	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.252	0.0	0.0	0.0	0.253	0.256	0.253	0.0	0.0	0.017	0.0	0.0	0.0	0.018	0.021	0.018	0.0	0.0	0.041	0.0	0.0	0.0	0.042	0.045	0.042	0.0	0.0	0.026	0.0	0.0	0.0	0.027	0.03	0.026	0.0	0.0	0.476	0.0	0.0	0.0	0.477	0.48	0.477	0.0	0.0	0.624	0.0	0.0	0.0	0.625	0.628	0.625	0.0	0.0	0.158	0.0	0.0	0.0	0.159	0.162	0.158	0.0	0.0	0.253	0.0	0.0	0.0	0.253	0.256	0.253	0.0	0.0	0.113	0.0	0.0	0.0	0.114	0.117	0.114	0.0	0.0
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.116	0.64	0.641	0.018	0.142	0.078	0.607	0.848	0.092	0.109	0.633	0.634	0.011	0.135	0.071	0.6	0.841	0.085	0.112	0.636	0.637	0.014	0.138	0.074	0.603	0.844	0.088	0.108	0.633	0.633	0.01	0.134	0.07	0.599	0.841	0.084	0.113	0.638	0.638	0.015	0.139	0.076	0.605	0.846	0.089	0.185	0.709	0.71	0.087	0.211	0.147	0.676	0.917	0.16	0.123	0.648	0.649	0.026	0.15	0.086	0.615	0.856	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.026	0.383	0.369	0.024	0.026	0.023	0.023	0.0	0.036	0.069	0.426	0.411	0.066	0.068	0.065	0.065	0.0	0.078	0.066	0.423	0.408	0.063	0.065	0.062	0.062	0.0	0.075	1.323	1.68	1.665	1.32	1.322	1.319	1.32	0.0	1.332	0.701	1.058	1.044	0.698	0.701	0.698	0.698	0.0	0.711	0.453	0.81	0.796	0.451	0.453	0.45	0.45	0.0	0.463	0.185	0.542	0.528	0.182	0.184	0.182	0.182	0.0	0.195	0.158	0.515	0.5	0.155	0.157	0.154	0.155	0.0	0.167	0.08	0.437	0.422	0.077	0.079	0.076	0.076	0.0	0.089
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.0	0.0	0.003	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.199	0.0	0.0	0.214	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.034	0.0	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.036	1.571	1.332	0.035	0.315	0.102	0.457	0.438	0.047	0.26	1.795	1.556	0.259	0.539	0.327	0.681	0.662	0.272	0.503	2.038	1.799	0.502	0.782	0.569	0.924	0.905	0.514	0.034	1.569	1.329	0.033	0.312	0.1	0.454	0.435	0.045	0.085	1.62	1.381	0.084	0.364	0.151	0.506	0.487	0.096	0.093	1.628	1.388	0.092	0.372	0.159	0.514	0.495	0.104	0.263	1.798	1.558	0.262	0.542	0.329	0.684	0.665	0.274	0.209	1.744	1.505	0.209	0.488	0.276	0.63	0.611	0.221	0.054	1.589	1.349	0.053	0.333	0.12	0.475	0.456	0.065
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.036	0.948	0.904	0.021	0.097	0.045	0.013	0.0	0.047	0.26	1.172	1.128	0.245	0.321	0.269	0.238	0.0	0.272	0.503	1.415	1.371	0.488	0.564	0.512	0.48	0.0	0.514	0.034	0.946	0.901	0.018	0.095	0.042	0.011	0.0	0.045	0.085	0.997	0.953	0.07	0.146	0.094	0.062	0.0	0.096	0.093	1.005	0.961	0.078	0.154	0.102	0.07	0.0	0.104	0.263	1.175	1.13	0.247	0.324	0.272	0.24	0.0	0.274	0.209	1.122	1.077	0.194	0.27	0.218	0.187	0.0	0.221	0.054	0.966	0.921	0.038	0.115	0.063	0.031	0.0	0.065
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.215	0.721	0.485	0.028	0.123	0.447	0.067	0.135	0.095	0.439	0.946	0.709	0.252	0.347	0.671	0.291	0.36	0.319	0.681	1.188	0.952	0.495	0.59	0.914	0.534	0.602	0.562	0.212	0.719	0.482	0.026	0.12	0.445	0.065	0.133	0.092	0.264	0.771	0.534	0.077	0.172	0.496	0.116	0.184	0.144	0.271	0.778	0.542	0.085	0.18	0.504	0.124	0.192	0.152	0.441	0.948	0.711	0.255	0.35	0.674	0.294	0.362	0.322	0.388	0.895	0.658	0.202	0.296	0.62	0.24	0.309	0.268	0.232	0.739	0.502	0.046	0.141	0.465	0.085	0.153	0.113
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.047	0.048	0.068	0.045	0.265	0.553	0.301	0.066	0.041	0.351	0.352	0.372	0.349	0.569	0.857	0.605	0.37	0.345	0.197	0.198	0.218	0.195	0.415	0.703	0.451	0.216	0.191	0.031	0.031	0.051	0.029	0.249	0.536	0.284	0.05	0.025	0.207	0.208	0.228	0.205	0.425	0.713	0.461	0.226	0.201	0.057	0.058	0.078	0.055	0.275	0.563	0.311	0.076	0.051	0.509	0.51	0.53	0.507	0.727	1.015	0.763	0.528	0.503	0.561	0.562	0.582	0.559	0.779	1.067	0.815	0.58	0.555	0.034	0.035	0.055	0.032	0.252	0.54	0.288	0.053	0.028
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.027	0.003	0.009	0.003	0.015	0.177	0.099	0.057	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.031	0.036	0.03	0.042	0.204	0.126	0.084	0.036	0.032	0.008	0.014	0.008	0.02	0.182	0.103	0.061	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
