id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EN_V	CM|EP	CM|FB_H	CM|FB_V	CM|PR	CM|SM	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EN_V	EN_H|EP	EN_H|FB_H	EN_H|FB_V	EN_H|PR	EN_H|SM	EN_H|UN	EN_V|CM	EN_V|EN_H	EN_V|EN_V	EN_V|EP	EN_V|FB_H	EN_V|FB_V	EN_V|PR	EN_V|SM	EN_V|UN	EP|CM	EP|EN_H	EP|EN_V	EP|EP	EP|FB_H	EP|FB_V	EP|PR	EP|SM	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EN_V	FB_H|EP	FB_H|FB_H	FB_H|FB_V	FB_H|PR	FB_H|SM	FB_H|UN	FB_V|CM	FB_V|EN_H	FB_V|EN_V	FB_V|EP	FB_V|FB_H	FB_V|FB_V	FB_V|PR	FB_V|SM	FB_V|UN	PR|CM	PR|EN_H	PR|EN_V	PR|EP	PR|FB_H	PR|FB_V	PR|PR	PR|SM	PR|UN	SM|CM	SM|EN_H	SM|EN_V	SM|EP	SM|FB_H	SM|FB_V	SM|PR	SM|SM	SM|UN	UN|CM	UN|EN_H	UN|EN_V	UN|EP	UN|FB_H	UN|FB_V	UN|PR	UN|SM	UN|UN
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.03	0.029	0.03	0.034	0.034	0.035	0.219	0.394	0.028	0.173	0.171	0.173	0.177	0.177	0.177	0.361	0.536	0.171	0.273	0.272	0.273	0.277	0.277	0.278	0.461	0.636	0.271	0.073	0.072	0.073	0.077	0.077	0.078	0.261	0.436	0.071	0.191	0.19	0.191	0.195	0.195	0.196	0.38	0.555	0.189	0.064	0.063	0.064	0.068	0.068	0.069	0.252	0.428	0.062	0.037	0.036	0.038	0.041	0.041	0.042	0.226	0.401	0.035	0.328	0.326	0.328	0.331	0.331	0.332	0.516	0.691	0.326	0.035	0.034	0.035	0.039	0.039	0.04	0.224	0.399	0.033
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.012	0.013	0.025	0.238	0.019	0.028	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823	0.823	0.836	1.049	0.83	0.838	0.874	0.0	0.0	0.019	0.019	0.032	0.245	0.026	0.034	0.07	0.0	0.0	0.002	0.003	0.015	0.228	0.009	0.018	0.053	0.0	0.0	0.005	0.005	0.018	0.231	0.012	0.02	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.007	0.02	0.233	0.014	0.022	0.058	0.0	0.0
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.0	0.015	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.825	0.0	0.824	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.008	0.0	0.0	0.0
CPI-SS086CB298F	APLN_APLNR	simple:Q9ULZ1	simple:P35414	APLN	APLNR	True	False	True	curated	False	Ligand-Receptor	Signaling by Apelin	0.006	0.195	0.073	0.0	0.039	0.006	0.006	0.0	0.0	0.791	0.98	0.858	0.0	0.824	0.792	0.791	0.0	0.0	0.64	0.829	0.707	0.0	0.673	0.641	0.64	0.0	0.0	0.006	0.195	0.073	0.0	0.039	0.006	0.006	0.0	0.0	0.007	0.196	0.074	0.0	0.04	0.008	0.007	0.0	0.0	0.002	0.191	0.069	0.0	0.035	0.002	0.002	0.0	0.0	0.007	0.196	0.074	0.0	0.04	0.008	0.007	0.0	0.0	0.009	0.198	0.076	0.0	0.042	0.009	0.009	0.0	0.0	0.025	0.215	0.092	0.0	0.058	0.026	0.025	0.0	0.0
CPI-SS0E4E83C2E	BDNF_NGFR	simple:P23560	simple:P08138	BDNF	NGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.066	0.013	0.009	0.0	0.218	0.023	0.027	0.122	0.046	0.069	0.017	0.012	0.0	0.222	0.027	0.03	0.125	0.05	0.078	0.025	0.021	0.0	0.23	0.035	0.038	0.134	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.022	0.018	0.0	0.228	0.032	0.036	0.131	0.055	0.156	0.103	0.099	0.0	0.309	0.114	0.117	0.212	0.137	0.088	0.035	0.031	0.0	0.241	0.046	0.049	0.144	0.068	0.136	0.083	0.079	0.0	0.289	0.094	0.097	0.192	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.003	0.005	0.012	0.0	0.06	0.077	0.056	0.059	0.004	0.006	0.009	0.016	0.0	0.064	0.081	0.06	0.063	0.007	0.015	0.017	0.024	0.0	0.072	0.089	0.068	0.071	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.014	0.021	0.0	0.069	0.087	0.065	0.068	0.013	0.093	0.095	0.103	0.0	0.151	0.168	0.147	0.15	0.094	0.025	0.027	0.034	0.0	0.083	0.1	0.078	0.082	0.026	0.073	0.075	0.083	0.0	0.131	0.148	0.127	0.13	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.002	0.004	0.011	0.0	0.059	0.076	0.055	0.058	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.013	0.0	0.061	0.078	0.057	0.06	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.007	0.014	0.0	0.063	0.08	0.058	0.062	0.006	0.005	0.007	0.015	0.0	0.063	0.08	0.059	0.062	0.006	0.024	0.026	0.033	0.0	0.081	0.099	0.077	0.08	0.025	0.062	0.064	0.071	0.0	0.119	0.136	0.115	0.118	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.213	0.019	0.033	0.026	0.029	0.46	0.184	0.012	0.104	0.21	0.015	0.029	0.022	0.025	0.457	0.181	0.008	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.211	0.017	0.031	0.024	0.027	0.459	0.183	0.01	0.102	0.242	0.048	0.062	0.055	0.058	0.49	0.214	0.041	0.133	0.215	0.02	0.034	0.027	0.03	0.462	0.186	0.013	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.216	0.021	0.035	0.028	0.031	0.463	0.187	0.014	0.106	0.211	0.016	0.03	0.023	0.026	0.458	0.182	0.009	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.016	0.029	0.023	0.026	0.457	0.181	0.009	0.1	0.221	0.027	0.041	0.034	0.037	0.468	0.192	0.02	0.112	0.216	0.022	0.036	0.029	0.032	0.463	0.187	0.015	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.222	0.027	0.041	0.034	0.037	0.469	0.193	0.02	0.112
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.212	0.018	0.032	0.025	0.028	0.459	0.183	0.011	0.103	0.212	0.017	0.031	0.024	0.027	0.459	0.183	0.01	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.221	0.027	0.04	0.034	0.037	0.468	0.192	0.02	0.111	0.242	0.047	0.061	0.055	0.057	0.489	0.213	0.041	0.132	0.237	0.042	0.056	0.049	0.052	0.484	0.208	0.035	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.019	0.033	0.026	0.029	0.46	0.184	0.012	0.104
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.222	0.027	0.041	0.034	0.037	0.469	0.193	0.02	0.112	0.287	0.093	0.107	0.1	0.103	0.535	0.259	0.086	0.178	0.282	0.088	0.101	0.095	0.098	0.529	0.253	0.081	0.172	0.213	0.019	0.033	0.026	0.029	0.46	0.184	0.012	0.104	0.24	0.046	0.06	0.053	0.056	0.487	0.211	0.039	0.131	0.29	0.095	0.109	0.102	0.105	0.537	0.261	0.089	0.18	0.27	0.076	0.089	0.083	0.086	0.517	0.241	0.069	0.16	0.262	0.068	0.081	0.075	0.078	0.509	0.233	0.061	0.152	0.214	0.019	0.033	0.026	0.029	0.461	0.185	0.012	0.104
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.004	0.006	0.011	0.0	0.009	0.029	0.034	0.014	0.0	0.001	0.002	0.007	0.0	0.006	0.026	0.031	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.009	0.0	0.007	0.027	0.032	0.012	0.0	0.034	0.035	0.04	0.0	0.038	0.058	0.063	0.043	0.0	0.006	0.007	0.012	0.0	0.011	0.031	0.036	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08D8F6957	LRRTM3_NRXN2	simple:Q86VH5	simple:P58401	LRRTM3	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.007	0.008	0.013	0.0	0.012	0.031	0.037	0.016	0.0	0.002	0.003	0.008	0.0	0.007	0.026	0.031	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.007	0.0	0.006	0.026	0.031	0.01	0.0	0.012	0.013	0.018	0.0	0.017	0.037	0.042	0.021	0.0	0.007	0.008	0.014	0.0	0.012	0.032	0.037	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.014	0.019	0.0	0.018	0.037	0.043	0.022	0.0
CPI-SS06157E5AF	LRRTM4_NRXN2	simple:Q86VH4	simple:P58401	LRRTM4	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.003	0.005	0.01	0.0	0.008	0.028	0.033	0.013	0.0	0.003	0.004	0.009	0.0	0.008	0.028	0.033	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.013	0.018	0.0	0.017	0.037	0.042	0.021	0.0	0.033	0.034	0.039	0.0	0.038	0.058	0.063	0.042	0.0	0.028	0.029	0.034	0.0	0.033	0.052	0.057	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.005	0.01	0.0	0.009	0.029	0.034	0.013	0.0
CPI-SS07C26C799	NLGN4Y_NRXN2	simple:Q8NFZ3	simple:P58401	NLGN4Y	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.013	0.014	0.019	0.0	0.017	0.037	0.042	0.022	0.0	0.078	0.08	0.085	0.0	0.083	0.103	0.108	0.088	0.0	0.073	0.074	0.079	0.0	0.078	0.098	0.103	0.082	0.0	0.004	0.005	0.01	0.0	0.009	0.029	0.034	0.013	0.0	0.031	0.033	0.038	0.0	0.036	0.056	0.061	0.041	0.0	0.081	0.082	0.087	0.0	0.086	0.106	0.111	0.09	0.0	0.061	0.062	0.067	0.0	0.066	0.086	0.091	0.07	0.0	0.053	0.054	0.059	0.0	0.058	0.078	0.083	0.062	0.0	0.005	0.006	0.011	0.0	0.009	0.029	0.034	0.014	0.0
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.023	0.0	0.011	0.0	0.0	0.0	0.0	0.006	0.002	0.023	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.005	0.002	0.022	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.005	0.025	0.0	0.014	0.0	0.0	0.0	0.0	0.006	0.003	0.023	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.177	0.173	0.194	0.0	0.182	0.0	0.0	0.0	0.0	0.019	0.016	0.036	0.0	0.025	0.0	0.0	0.0	0.0	0.025	0.022	0.042	0.0	0.031	0.0	0.0	0.0	0.0	0.073	0.07	0.09	0.0	0.079	0.0	0.0	0.0	0.0	0.141	0.138	0.158	0.0	0.147	0.0	0.0	0.0	0.0	0.437	0.434	0.454	0.0	0.443	0.0	0.0	0.0	0.0	0.117	0.114	0.134	0.0	0.123	0.0	0.0	0.0	0.0	0.194	0.191	0.211	0.0	0.2	0.0	0.0	0.0	0.0	0.048	0.045	0.065	0.0	0.054	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.001	0.0	0.0	0.005	0.0	0.0	0.0	0.004	0.002	0.002	0.0	0.0	0.006	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.013	0.0	0.0	0.017	0.0	0.0	0.0	0.017	0.018	0.018	0.0	0.0	0.022	0.0	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.174	0.588	0.77	0.177	0.219	0.183	0.214	0.0	0.192	0.017	0.43	0.612	0.02	0.061	0.026	0.057	0.0	0.034	0.023	0.436	0.618	0.026	0.067	0.032	0.062	0.0	0.04	0.071	0.484	0.666	0.074	0.115	0.08	0.111	0.0	0.088	0.139	0.552	0.734	0.142	0.184	0.148	0.179	0.0	0.157	0.435	0.848	1.03	0.438	0.479	0.444	0.475	0.0	0.452	0.115	0.528	0.71	0.118	0.159	0.124	0.155	0.0	0.132	0.192	0.605	0.787	0.195	0.237	0.201	0.232	0.0	0.21	0.046	0.459	0.641	0.049	0.09	0.055	0.086	0.0	0.063
