id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	EN_V|EN_V	EN_V|FB_V	EN_V|PR	EN_V|SM	EN_V|UN	FB_V|EN_V	FB_V|FB_V	FB_V|PR	FB_V|SM	FB_V|UN	PR|EN_V	PR|FB_V	PR|PR	PR|SM	PR|UN	SM|EN_V	SM|FB_V	SM|PR	SM|SM	SM|UN	UN|EN_V	UN|FB_V	UN|PR	UN|SM	UN|UN
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	CDH2	CDH2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.263	0.365	0.266	0.477	0.0	0.365	0.466	0.367	0.578	0.0	0.266	0.367	0.268	0.479	0.0	0.477	0.578	0.479	0.69	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DA0F5556	CDH3_CDH3	simple:P22223	simple:P22223	CDH3	CDH3	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.002	0.004	0.001	0.002	0.0	0.004	0.006	0.003	0.004	0.0	0.001	0.003	0.001	0.002	0.0	0.002	0.004	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00C24ED50	CDH5_CDH5	simple:P33151	simple:P33151	CDH5	CDH5	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	1.597	0.812	0.814	0.811	1.051	0.812	0.027	0.029	0.026	0.267	0.814	0.029	0.031	0.028	0.269	0.811	0.026	0.028	0.025	0.266	1.051	0.267	0.269	0.266	0.506
CPI-SS0BE3D537D	CDH7_CDH7	simple:Q9ULB5	simple:Q9ULB5	CDH7	CDH7	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.043	0.157	0.062	0.03	0.0	0.157	0.27	0.175	0.143	0.0	0.062	0.175	0.081	0.049	0.0	0.03	0.143	0.049	0.017	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.298	0.471	0.447	0.293	0.221	0.471	0.644	0.62	0.466	0.394	0.447	0.62	0.596	0.441	0.369	0.293	0.466	0.441	0.287	0.215	0.221	0.394	0.369	0.215	0.143
CPI-SS01A7DC3C1	CLSTN2_NRXN3	simple:Q9H4D0	simple:Q9HDB5	CLSTN2	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.007	0.017	0.013	0.008	0.0	0.026	0.036	0.032	0.027	0.0	0.008	0.019	0.014	0.01	0.0	0.012	0.023	0.018	0.014	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EEFFA23C	LRRTM1_NRXN3	simple:Q86UE6	simple:Q9HDB5	LRRTM1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.006	0.016	0.012	0.007	0.0	0.005	0.016	0.011	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS026EC3854	LRRTM3_NRXN3	simple:Q86VH5	simple:Q9HDB5	LRRTM3	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.005	0.016	0.011	0.007	0.0	0.008	0.019	0.014	0.01	0.0	0.006	0.017	0.012	0.008	0.0	0.007	0.018	0.013	0.009	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F97A06CD	LRRTM4_NRXN3	simple:Q86VH4	simple:Q9HDB5	LRRTM4	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.008	0.019	0.014	0.01	0.0	0.021	0.031	0.027	0.022	0.0	0.009	0.019	0.015	0.01	0.0	0.01	0.02	0.016	0.011	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0731F750C	NLGN1_NRXN3	simple:Q8N2Q7	simple:Q9HDB5	NLGN1	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.005	0.016	0.011	0.007	0.0	0.007	0.017	0.013	0.008	0.0	0.006	0.017	0.012	0.008	0.0	0.006	0.016	0.012	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07FBAAD8D	NLGN3_NRXN3	simple:Q9NZ94	simple:Q9HDB5	NLGN3	NRXN3	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.006	0.016	0.012	0.007	0.0	0.009	0.019	0.015	0.01	0.0	0.007	0.018	0.013	0.009	0.0	0.006	0.016	0.012	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	1.222	0.661	0.657	0.67	0.755	0.661	0.099	0.095	0.108	0.193	0.657	0.095	0.091	0.105	0.19	0.67	0.108	0.105	0.118	0.203	0.755	0.193	0.19	0.203	0.288
CPI-SS024F36886	GJA1_GJA5	simple:P17302	simple:P36382	GJA1	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.641	0.617	0.617	0.619	0.0	0.079	0.055	0.056	0.057	0.0	0.075	0.051	0.052	0.053	0.0	0.089	0.065	0.065	0.066	0.0	0.173	0.15	0.15	0.151	0.0
CPI-SS0ACFA4F22	GJA5_GJA5	simple:P36382	simple:P36382	GJA5	GJA5	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.059	0.035	0.036	0.037	0.0	0.035	0.011	0.012	0.013	0.0	0.036	0.012	0.012	0.014	0.0	0.037	0.013	0.014	0.015	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	0.007	0.007	0.018	0.123	0.08	0.007	0.006	0.018	0.122	0.079	0.018	0.018	0.029	0.134	0.091	0.123	0.122	0.134	0.238	0.195	0.08	0.079	0.091	0.195	0.153
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.281	0.241	0.717	0.596	0.246	0.158	0.117	0.594	0.472	0.122	0.14	0.099	0.576	0.454	0.105	0.772	0.732	1.208	1.087	0.737	0.171	0.131	0.607	0.486	0.136
CPI-SS080C81D37	APP_CD74	simple:P05067	simple:P04233	APP	CD74	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.958	0.974	0.958	0.0	0.0	0.825	0.84	0.824	0.0	0.0	0.634	0.65	0.633	0.0	0.0	0.615	0.631	0.614	0.0	0.0	0.245	0.261	0.245	0.0	0.0
CPI-SS0CB6F5575	APP_PLXNA4	simple:P05067	simple:Q9HCM2	APP	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	0.975	1.009	1.025	0.994	0.0	0.841	0.875	0.891	0.86	0.0	0.65	0.684	0.7	0.669	0.0	0.631	0.665	0.681	0.651	0.0	0.262	0.296	0.312	0.281	0.0
CPI-SS0DF830287	APLP2_PLXNA4	simple:Q06481	simple:Q9HCM2	APLP2	PLXNA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-like protein	1.289	1.323	1.339	1.308	0.0	0.381	0.415	0.431	0.4	0.0	0.443	0.477	0.493	0.462	0.0	0.601	0.635	0.652	0.621	0.0	0.457	0.491	0.507	0.476	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.031	0.07	0.056	0.141	0.0	0.099	0.138	0.124	0.209	0.0	0.051	0.09	0.076	0.161	0.0	0.153	0.191	0.177	0.262	0.0	0.148	0.187	0.173	0.258	0.0
CPI-SS088C1035B	NTF4_NTRK2	simple:P34130	simple:Q16620	NTF4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.017	0.056	0.042	0.127	0.0	0.019	0.058	0.044	0.129	0.0	0.017	0.056	0.042	0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.055	0.298	0.092	0.026	0.084	0.074	0.317	0.111	0.045	0.104	0.057	0.299	0.094	0.028	0.086	0.061	0.303	0.097	0.031	0.09	0.0	0.0	0.0	0.0	0.0
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.054	0.297	0.091	0.025	0.083	0.054	0.297	0.091	0.025	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.054	0.296	0.09	0.024	0.083	0.057	0.3	0.094	0.028	0.086	0.055	0.297	0.092	0.026	0.084	0.056	0.298	0.093	0.027	0.085	0.0	0.0	0.0	0.0	0.0
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.057	0.299	0.094	0.028	0.086	0.069	0.312	0.106	0.04	0.098	0.057	0.3	0.094	0.028	0.086	0.058	0.301	0.095	0.029	0.088	0.0	0.0	0.0	0.0	0.0
CPI-SS0D2DF7881	NLGN1_NRXN1	simple:Q8N2Q7	simple:Q9ULB1	NLGN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.054	0.296	0.091	0.025	0.083	0.056	0.298	0.092	0.026	0.085	0.055	0.297	0.092	0.026	0.084	0.054	0.297	0.091	0.025	0.083	0.0	0.0	0.0	0.0	0.0
CPI-SS0613D0B62	NLGN3_NRXN1	simple:Q9NZ94	simple:Q9ULB1	NLGN3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.054	0.297	0.091	0.025	0.084	0.057	0.3	0.094	0.028	0.086	0.056	0.298	0.093	0.027	0.085	0.054	0.297	0.091	0.025	0.083	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.731	0.043	0.091	0.045	0.082	0.866	0.179	0.226	0.18	0.217	0.751	0.064	0.112	0.065	0.102	0.769	0.081	0.129	0.083	0.12	0.777	0.09	0.137	0.091	0.128
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.706	0.019	0.067	0.02	0.058	0.708	0.021	0.069	0.022	0.06	0.707	0.019	0.067	0.021	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.011	0.047	0.039	0.01	0.058	0.03	0.067	0.058	0.029	0.078	0.013	0.05	0.041	0.012	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.067	0.102	0.245	0.127	0.206	0.105	0.14	0.283	0.165	0.244	0.096	0.131	0.274	0.156	0.235	0.154	0.19	0.333	0.215	0.294	0.0	0.0	0.0	0.0	0.0
CPI-SS0E63AB61E	EFNA2_EPHA4	simple:O43921	simple:P54764	EFNA2	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.039	0.127	0.037	0.027	0.0	0.053	0.142	0.051	0.041	0.0	0.049	0.137	0.047	0.037	0.0	0.052	0.141	0.05	0.04	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.039	0.127	0.037	0.027	0.0	0.042	0.131	0.04	0.03	0.0	0.034	0.122	0.031	0.021	0.0	0.037	0.125	0.035	0.024	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.081	0.17	0.079	0.069	0.0	0.108	0.196	0.106	0.095	0.0	0.076	0.164	0.073	0.063	0.0	0.055	0.144	0.053	0.043	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.434	0.523	0.432	0.422	0.0	0.302	0.391	0.3	0.29	0.0	0.404	0.492	0.402	0.391	0.0	0.182	0.271	0.18	0.17	0.0	0.338	0.426	0.336	0.326	0.0
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	EFNA2	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.01	0.012	0.01	0.011	0.086	0.024	0.026	0.024	0.025	0.1	0.02	0.022	0.02	0.021	0.096	0.023	0.025	0.023	0.024	0.099	0.0	0.0	0.0	0.0	0.0
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	EFNA3	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.01	0.012	0.01	0.011	0.085	0.013	0.015	0.013	0.014	0.089	0.004	0.006	0.004	0.005	0.08	0.007	0.009	0.007	0.009	0.083	0.0	0.0	0.0	0.0	0.0
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.052	0.054	0.052	0.053	0.128	0.078	0.08	0.078	0.08	0.154	0.046	0.048	0.046	0.047	0.122	0.026	0.028	0.026	0.027	0.102	0.0	0.0	0.0	0.0	0.0
CPI-SS01DCC7684	EFNA2_EPHA7	simple:O43921	simple:Q15375	EFNA2	EPHA7	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.03	0.049	0.028	0.021	0.0	0.044	0.063	0.042	0.035	0.0	0.04	0.059	0.038	0.031	0.0	0.043	0.062	0.041	0.034	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D5DBB634	EFNA3_EPHA7	simple:P52797	simple:Q15375	EFNA3	EPHA7	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.03	0.049	0.028	0.021	0.0	0.033	0.052	0.031	0.024	0.0	0.025	0.043	0.023	0.016	0.0	0.028	0.046	0.026	0.019	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	EFNA5	EPHA7	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.073	0.091	0.07	0.063	0.0	0.099	0.117	0.097	0.09	0.0	0.067	0.085	0.065	0.058	0.0	0.047	0.065	0.044	0.037	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0830C7910	EFNA2_EPHA8	simple:O43921	simple:P29322	EFNA2	EPHA8	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C8ED6F41	EFNA3_EPHA8	simple:P52797	simple:P29322	EFNA3	EPHA8	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F6A01237	EFNA5_EPHA8	simple:P52803	simple:P29322	EFNA5	EPHA8	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS068ACD209	EFNA5_EPHB2	simple:P52803	simple:P29323	EFNA5	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.054	0.066	0.057	0.058	0.0	0.081	0.092	0.084	0.085	0.0	0.048	0.06	0.052	0.053	0.0	0.028	0.039	0.031	0.032	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.407	0.418	0.41	0.411	0.0	0.275	0.287	0.278	0.279	0.0	0.377	0.388	0.38	0.381	0.0	0.155	0.167	0.158	0.159	0.0	0.311	0.322	0.314	0.315	0.0
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.418	0.456	0.442	0.427	0.0	0.287	0.324	0.31	0.295	0.0	0.388	0.426	0.412	0.397	0.0	0.167	0.204	0.19	0.175	0.0	0.322	0.36	0.346	0.331	0.0
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.415	0.441	0.454	0.432	0.0	0.283	0.309	0.322	0.3	0.0	0.384	0.411	0.424	0.401	0.0	0.163	0.189	0.202	0.18	0.0	0.318	0.345	0.358	0.335	0.0
CPI-SS09B2ACA25	HBEGF_EGFR	simple:Q99075	simple:P00533	HBEGF	EGFR	True	True	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.282	0.392	0.385	0.301	0.0	0.046	0.156	0.149	0.065	0.0	0.08	0.191	0.183	0.099	0.0	0.357	0.467	0.46	0.376	0.0	0.386	0.497	0.489	0.405	0.0
CPI-SS02B906C26	NRG1_ERBB3	simple:Q02297	simple:P21860	NRG1	ERBB3	True	True	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.029	0.03	0.029	0.0	0.0	0.025	0.026	0.025	0.0	0.0	0.015	0.016	0.015	0.0	0.0	0.004	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS060B846D1	HBEGF_ERBB4	simple:Q99075	simple:Q15303	HBEGF	ERBB4	True	True	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.247	0.249	0.248	0.0	0.0	0.011	0.013	0.012	0.0	0.0	0.045	0.048	0.046	0.0	0.0	0.322	0.324	0.323	0.0	0.0	0.351	0.353	0.352	0.0	0.0
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.029	0.031	0.03	0.0	0.0	0.025	0.027	0.026	0.0	0.0	0.015	0.017	0.016	0.0	0.0	0.004	0.006	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0627D0E22	NRG4_ERBB4	simple:Q8WWG1	simple:Q15303	NRG4	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.002	0.004	0.003	0.0	0.0	0.004	0.006	0.005	0.0	0.0	0.003	0.006	0.004	0.0	0.0	0.005	0.008	0.006	0.0	0.0	0.072	0.075	0.073	0.0	0.0
CPI-SS03E7FB333	HBEGF_ERBB2	simple:Q99075	simple:P04626	HBEGF	ERBB2	True	True	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.259	0.282	0.276	0.311	0.0	0.023	0.046	0.04	0.075	0.0	0.057	0.08	0.074	0.11	0.0	0.334	0.357	0.351	0.386	0.0	0.363	0.386	0.38	0.416	0.0
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	FGF10	FGFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.001	0.006	0.002	0.0	0.0	0.007	0.012	0.008	0.0	0.0	0.002	0.006	0.002	0.0	0.0	0.002	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.01	0.015	0.011	0.0	0.0	0.019	0.024	0.02	0.0	0.0	0.008	0.013	0.009	0.0	0.0	0.024	0.028	0.024	0.0	0.0	0.09	0.095	0.091	0.0	0.0
