id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|UN
CPI-SS058209EC7	F2_F2R	simple:P00734	simple:P25116	F2	F2R	True	False	True	curated	False	Ligand-Receptor	Adhesion by Prothrombin	0.021	0.282	0.029	0.328	0.248	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.468	0.729	0.476	0.775	0.695	0.467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.283	0.03	0.33	0.249	0.021
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.015	0.0	0.0	0.014	0.0	0.0	0.067	0.0	0.0	0.066	0.0	0.0	0.005	0.0	0.0	0.004	0.0	0.0	0.047	0.0	0.0	0.046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.007	0.0	0.0
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.02	0.023	0.312	0.026	0.047	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.478	0.481	0.77	0.485	0.505	0.484	0.03	0.033	0.322	0.036	0.057	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012	0.301	0.016	0.036	0.015
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.005	0.01	0.0	0.116	0.03	0.01	0.012	0.017	0.0	0.123	0.037	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.011	0.0	0.117	0.031	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.009	0.0	0.115	0.03	0.009
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.317	0.035	0.033	0.078	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.034	0.032	0.077	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.315	0.033	0.032	0.076	0.0	0.084
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.314	0.032	0.031	0.075	0.0	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.317	0.035	0.034	0.078	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.034	0.033	0.077	0.0	0.085
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.319	0.036	0.035	0.08	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.315	0.032	0.031	0.076	0.0	0.083	0.479	0.197	0.195	0.24	0.0	0.247	0.343	0.061	0.059	0.104	0.0	0.111
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.316	0.034	0.033	0.077	0.0	0.085	0.317	0.035	0.034	0.078	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.04	0.039	0.083	0.0	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.316	0.034	0.032	0.077	0.0	0.084
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.1	0.106	0.0	0.1	0.0	0.109	0.015	0.02	0.0	0.014	0.0	0.024	0.004	0.009	0.0	0.003	0.0	0.013	0.139	0.145	0.0	0.139	0.0	0.148	0.091	0.096	0.0	0.09	0.0	0.1	0.022	0.027	0.0	0.021	0.0	0.031
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.009	0.0	0.003	0.0	0.012
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.007	0.0	0.001	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.088	0.207	0.0	0.202	0.243	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.173	0.0	0.168	0.209	0.054	0.071	0.19	0.0	0.185	0.226	0.071	0.087	0.206	0.0	0.2	0.241	0.086	0.029	0.148	0.0	0.143	0.184	0.029
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.009	0.128	0.0	0.123	0.164	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.179	0.0	0.173	0.214	0.059	0.017	0.136	0.0	0.13	0.171	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.125	0.0	0.12	0.161	0.006
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.024	0.028	0.0	0.059	0.138	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.013	0.0	0.044	0.123	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.016	0.0	0.047	0.126	0.023
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.002	0.167	0.315	0.05	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.287	0.436	0.171	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.169	0.317	0.052	0.0	0.005
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.055	0.008	0.002	0.094	0.239	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.021	0.016	0.107	0.252	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.055	0.007	0.002	0.094	0.238	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.054	0.007	0.002	0.094	0.238	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.24	0.032	0.031	0.024	0.141	0.125	0.232	0.024	0.023	0.016	0.133	0.117	0.228	0.02	0.019	0.012	0.129	0.113	0.282	0.074	0.072	0.065	0.182	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.027	0.026	0.019	0.136	0.12
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.269	0.061	0.06	0.053	0.17	0.154	0.403	0.195	0.194	0.187	0.304	0.288	0.259	0.051	0.05	0.043	0.16	0.144	0.273	0.065	0.064	0.056	0.173	0.157	0.336	0.128	0.127	0.12	0.236	0.221	0.246	0.038	0.037	0.03	0.147	0.131
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.015	0.0	0.0	0.0	0.0	0.016	0.007	0.0	0.0	0.0	0.0	0.008	0.003	0.0	0.0	0.0	0.0	0.004	0.056	0.0	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.011
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.05	0.047	0.061	0.135	0.184	0.052	0.183	0.181	0.195	0.269	0.318	0.185	0.039	0.037	0.051	0.125	0.174	0.041	0.053	0.051	0.065	0.139	0.188	0.055	0.116	0.114	0.128	0.202	0.251	0.118	0.026	0.024	0.038	0.112	0.161	0.028
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.092	0.094	0.229	0.216	0.172	0.101	0.112	0.113	0.249	0.235	0.192	0.121	0.279	0.28	0.416	0.402	0.359	0.288	0.053	0.055	0.191	0.177	0.134	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.054	0.056	0.191	0.178	0.134	0.063
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.117	0.31	0.053	0.253	0.155	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.33	0.073	0.273	0.175	0.113	0.137	0.329	0.073	0.272	0.174	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.311	0.054	0.254	0.156	0.094
CPI-SS01333FFA6	FGF5_FGFR1	simple:P12034	simple:P11362	FGF5	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.108	0.3	0.044	0.244	0.145	0.084	0.115	0.308	0.051	0.251	0.153	0.091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.039	0.404	0.019	0.268	0.033	0.037	0.055	0.42	0.034	0.283	0.049	0.053	0.108	0.473	0.087	0.336	0.102	0.106	0.055	0.42	0.035	0.284	0.049	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.401	0.016	0.264	0.03	0.034
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.035	0.4	0.014	0.263	0.029	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.4	0.014	0.263	0.029	0.033
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.059	0.425	0.039	0.288	0.054	0.058	0.042	0.407	0.022	0.27	0.036	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.144	0.51	0.124	0.373	0.139	0.143	0.116	0.481	0.095	0.344	0.11	0.114	0.05	0.415	0.03	0.279	0.044	0.048
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.004	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.481	0.0	0.0	0.0	0.0	0.482	0.055	0.0	0.0	0.0	0.0	0.056	0.585	0.0	0.0	0.0	0.0	0.585	1.102	0.0	0.0	0.0	0.0	1.103	0.955	0.0	0.0	0.0	0.0	0.956	0.187	0.0	0.0	0.0	0.0	0.187
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.235	0.0	0.0	0.0	0.0	0.235	0.01	0.0	0.0	0.0	0.0	0.01	0.024	0.0	0.0	0.0	0.0	0.025	0.704	0.0	0.0	0.0	0.0	0.704	0.55	0.0	0.0	0.0	0.0	0.551	0.075	0.0	0.0	0.0	0.0	0.076
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.104	0.441	0.016	0.038	0.033	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.437	0.012	0.034	0.029	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.104	0.442	0.017	0.039	0.034	0.053
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.053	0.075	0.049	0.139	0.075	0.039	0.429	0.451	0.426	0.515	0.452	0.415	1.077	1.099	1.073	1.163	1.1	1.063	1.197	1.219	1.193	1.283	1.219	1.183	1.62	1.642	1.616	1.706	1.642	1.606	0.133	0.155	0.129	0.219	0.155	0.119
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.108	0.13	0.104	0.194	0.13	0.094	0.262	0.284	0.258	0.348	0.284	0.248	0.075	0.097	0.072	0.161	0.098	0.061	0.206	0.229	0.203	0.292	0.229	0.192	0.135	0.157	0.131	0.221	0.157	0.121	0.085	0.107	0.081	0.171	0.107	0.071
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.031	1.596	0.041	0.296	0.13	0.057	0.144	1.709	0.154	0.409	0.243	0.17	0.034	1.599	0.044	0.3	0.133	0.06	0.069	1.634	0.078	0.334	0.167	0.095	0.177	1.741	0.186	0.442	0.275	0.202	0.029	1.594	0.038	0.294	0.127	0.054
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.541	2.106	0.551	0.807	0.64	0.567	0.332	1.897	0.341	0.597	0.43	0.358	0.704	2.269	0.713	0.969	0.802	0.73	0.711	2.276	0.721	0.977	0.81	0.737	0.632	2.196	0.641	0.897	0.73	0.657	0.604	2.169	0.613	0.869	0.702	0.63
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.031	0.826	0.041	0.096	0.0	0.057	0.144	0.939	0.154	0.209	0.0	0.17	0.034	0.829	0.044	0.099	0.0	0.06	0.069	0.864	0.078	0.134	0.0	0.095	0.177	0.971	0.186	0.241	0.0	0.202	0.029	0.823	0.038	0.094	0.0	0.054
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.541	1.336	0.551	0.606	0.0	0.567	0.332	1.127	0.341	0.397	0.0	0.358	0.704	1.499	0.713	0.769	0.0	0.73	0.711	1.506	0.721	0.776	0.0	0.737	0.632	1.426	0.641	0.696	0.0	0.657	0.604	1.399	0.613	0.669	0.0	0.63
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.135	0.916	0.03	0.085	0.1	0.111	0.248	1.029	0.143	0.198	0.213	0.224	0.138	0.919	0.033	0.088	0.103	0.114	0.172	0.954	0.067	0.123	0.138	0.149	0.28	1.061	0.175	0.23	0.245	0.256	0.132	0.914	0.027	0.082	0.098	0.109
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.645	1.426	0.54	0.595	0.61	0.621	0.435	1.217	0.331	0.386	0.401	0.412	0.807	1.589	0.702	0.758	0.773	0.784	0.815	1.596	0.71	0.765	0.78	0.791	0.735	1.516	0.63	0.685	0.7	0.711	0.707	1.489	0.602	0.658	0.673	0.684
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.051	0.058	0.0	0.322	0.292	0.066	0.397	0.405	0.0	0.668	0.638	0.412	0.025	0.033	0.0	0.296	0.266	0.04	0.114	0.121	0.0	0.385	0.355	0.129	0.129	0.137	0.0	0.4	0.37	0.144	0.024	0.031	0.0	0.295	0.265	0.039
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.035	0.005	0.01	0.008	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.02	0.026	0.023	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.005	0.01	0.008	0.0	0.005
CPI-SS0E2083FAC	NPY_NPY2R	simple:P01303	simple:P49146	NPY	NPY2R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.0
