gene	mean	VO_mean	VO_positive_frac	ReAgg-CM_mean	ReAgg-CM_positive_frac	log2FC	-log10 p-val	is_significant
AC099329.2	0.00015972138	0.00016334388	0.0003287310979618672	-5.820766e-11	0.0	-1.3969488	0.498422	0
KRBOX1	0.00014962102	0.00015301444	0.0003287310979618672	-5.820766e-11	0.0	-1.3392206	0.4984351	0
CYP8B1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZNF662	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
KRBOX1-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
GASK1A	0.00019798015	0.00020247046	0.0003287310979618672	-5.820766e-11	0.0	-1.5967951	0.49840528	0
POMGNT2	0.04453124	0.04438205	0.057856673241288625	0.05110234	0.07246376811594203	0.20298646	0.10843341	0
AC092042.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC092042.4	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
SNRK	0.4995062	0.49149835	0.4779750164365549	0.8525363	0.7391304347826086	0.79445046	5.336987	1
SNRK-AS1	0.012514004	0.012254726	0.015450361604207758	0.023945563	0.028985507246376812	0.9607076	0.30790874	0
ANO10	0.2032397	0.20594534	0.2373438527284681	0.08393678	0.13043478260869565	-1.293869	4.179934	0
ABHD5	0.18410392	0.1846159	0.210387902695595	0.16151299	0.17391304347826086	-0.19276488	0.21355739	0
AC006055.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC006058.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC006058.3	0.002343209	0.0023963556	0.0029585798816568047	-5.820766e-11	0.0	-4.6417522	2.3901844	0
AC006058.1	0.005345659	0.00546693	0.007889546351084813	-5.820766e-11	0.0	-5.798811	5.4172125	1
TOPAZ1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC104187.1	0.0016999723	0.0014348184	0.001643655489809336	0.013389686	0.014492753623188406	3.135717	0.42517525	0
TCAIM	0.14832534	0.14957193	0.17784352399737016	0.09337482	0.13043478260869565	-0.67915404	1.0747464	0
LINC01988	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZNF445	0.08526938	0.085853346	0.10683760683760683	0.05953162	0.07246376811594203	-0.52747625	0.43149	0
ZNF852	0.009792807	0.01001495	0.011505588428665352	-5.820766e-11	0.0	-6.660346	7.838248	1
ZKSCAN7	0.013334779	0.013330633	0.019395134779750165	0.013518391	0.028985507246376812	0.020029072	0.0066706054	0
ZKSCAN7-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZNF660	0.04834067	0.048545897	0.06081525312294543	0.039286427	0.043478260869565216	-0.3046196	0.15938522	0
ZNF197	0.0909946	0.09018674	0.11012491781722551	0.126618	0.15942028985507245	0.48903537	0.4605398	0
ZNF197-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZNF35	0.09758103	0.097452424	0.11669953977646286	0.10325846	0.13043478260869565	0.08340693	0.06418567	0
AC124045.1	0.0077400086	0.00791559	0.011176857330703484	-5.820766e-11	0.0	-6.3247375	7.584177	1
ZNF502	0.008864891	0.008807476	0.011505588428665352	0.011396978	0.014492753623188406	0.36816618	0.08485129	0
ZNF501	0.009255616	0.009465575	0.01282051282051282	-5.820766e-11	0.0	-6.5797806	8.839899	1
KIAA1143	0.27955204	0.2820209	0.3050624589086128	0.1706924	0.2318840579710145	-0.72406965	2.1238124	0
KIF15	0.017543409	0.017449005	0.021367521367521368	0.021706201	0.028985507246376812	0.31334934	0.103439495	0
TMEM42	0.058202714	0.058441684	0.07133464825772518	0.04766109	0.07246376811594203	-0.29362854	0.18969306	0
TGM4	0.000522758	0.0005346151	0.0006574621959237344	-5.820766e-11	0.0	-2.6658826	0.80216986	0
AC098649.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZDHHC3	0.38179815	0.38057563	0.3994082840236686	0.4356854	0.4492753623188406	0.1950557	0.4115459	0
EXOSC7	0.22222139	0.22139333	0.25279421433267585	0.25871098	0.30434782608695654	0.22463545	0.3233001	0
CLEC3B	0.00025423337	0.00025999962	0.0003287310979618672	-5.820766e-11	0.0	-1.8479962	0.49841702	0
CDCP1	0.0014467941	0.0014796079	0.0019723865877712033	-5.820766e-11	0.0	-3.9814954	1.6830611	0
TMEM158	0.06543076	0.064801976	0.07692307692307693	0.09314604	0.10144927536231885	0.52278	0.37219715	0
LARS2	0.041028053	0.04056642	0.05029585798816568	0.06138078	0.07246376811594203	0.59629744	0.35264683	0
LARS2-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LIMD1	0.19573995	0.19494914	0.2235371466140697	0.23058833	0.2608695652173913	0.2421075	0.30704546	0
LIMD1-AS1	0.025716294	0.023986991	0.029914529914529916	0.10195674	0.14492753623188406	2.0830455	1.7834461	0
SACM1L	0.17260966	0.17333737	0.2034845496383958	0.14050806	0.17391304347826086	-0.30273554	0.38455075	0
SLC6A20	0.002570863	0.0019650792	0.0023011176857330702	0.029277893	0.028985507246376812	3.8304617	0.71425056	0
LZTFL1	0.07419181	0.07513033	0.09072978303747535	0.032808535	0.043478260869565216	-1.1928525	1.478182	0
AC099782.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCR9	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
FYCO1	0.06126738	0.06085703	0.07264957264957266	0.07935253	0.11594202898550725	0.38230053	0.28532317	0
CXCR6	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
XCR1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCR3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCR1	0.011296998	0.01155326	0.018408941485864562	-5.820766e-11	0.0	-6.8645906	11.583246	1
CCR2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCR5AS	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCR5	0.00018293058	0.00018707951	0.0003287310979618672	-5.820766e-11	0.0	-1.5214512	0.4984336	0
CCRL2	0.018572299	0.018388465	0.022353714661406968	0.026677778	0.043478260869565216	0.53441083	0.21930304	0
LINC02009	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LTF	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
RTP3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LRRC2	0.00642662	0.00657241	0.007889546351084813	-5.820766e-11	0.0	-6.060137	5.726346	1
LRRC2-AS1	0.00019131863	0.00019565783	0.0003287310979618672	-5.820766e-11	0.0	-1.5639293	0.4984396	0
TDGF1	0.00020075816	0.00020531146	0.0003287310979618672	-5.820766e-11	0.0	-1.6102827	0.49844277	0
FAM240A	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC104304.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ALS2CL	0.021145929	0.02162559	0.027284681130834976	-5.820766e-11	0.0	-7.7632523	18.254967	1
TMIE	0.0007140891	0.0007302887	0.0009861932938856016	-5.820766e-11	0.0	-3.053614	1.0105186	0
PRSS45P	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
MYL3	0.0040734336	0.00088114344	0.0013149243918474688	0.14481175	0.15942028985507245	7.206495	3.107248	0
PTH1R	0.011967734	0.011974625	0.017094017094017096	0.0116647575	0.014492753623188406	-0.03750683	0.009165498	0
CCDC12	0.3515404	0.3517014	0.3777120315581854	0.3444253	0.391304347826087	-0.03015136	0.04645413	0
NBEAL2	0.1597277	0.16119534	0.18408941485864563	0.095031224	0.11594202898550725	-0.7617139	1.2087389	0
SETD2	0.40030938	0.40244862	0.4138724523339908	0.30597803	0.30434782608695654	-0.39526355	0.90318924	0
KIF9-AS1	0.01942045	0.019860974	0.02564102564102564	-5.820766e-11	0.0	-7.641039	16.469116	1
KIF9	0.1655884	0.16685566	0.1903353057199211	0.109714225	0.11594202898550725	-0.6044001	0.78401715	0
KLHL18	0.109636	0.11113516	0.1351084812623274	0.043550696	0.057971014492753624	-1.3495363	2.4863071	0
AC099778.1	0.024117474	0.023755077	0.030243261012491782	0.040095173	0.057971014492753624	0.752726	0.3688875	0
PTPN23	0.12963244	0.13167854	0.15779092702169625	0.039434794	0.057971014492753624	-1.7369206	4.3868203	0
SCAP	0.10836007	0.10956055	0.1295200525969757	0.05544235	0.07246376811594203	-0.98138446	1.3025824	0
ELP6	0.2591321	0.2598103	0.2905982905982906	0.22921471	0.2753623188405797	-0.1806848	0.2760748	0
CSPG5	0.0013072132	0.0013368609	0.001643655489809336	-5.820766e-11	0.0	-3.8448493	1.4639778	0
SMARCC1	0.5596035	0.5596087	0.5309007232084155	0.55936587	0.5507246376811594	-0.00062606664	0.001238077	0
AC112512.1	0.0021243324	0.0021725143	0.0026298487836949377	-5.820766e-11	0.0	-4.5062184	2.1747203	0
DHX30	0.27459216	0.27526784	0.3063773833004602	0.24478556	0.2898550724637681	-0.16925232	0.26135534	0
MAP4	0.8367989	0.83819205	0.7038132807363576	0.77538985	0.7246376811594203	-0.11234503	0.4625985	0
CDC25A	0.011899973	0.012036976	0.01643655489809336	0.005860764	0.014492753623188406	-1.0258399	0.5002775	0
CAMP	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZNF589	0.012150802	0.012247376	0.017094017094017096	0.007893946	0.014492753623188406	-0.6272247	0.22750933	0
NME6	0.1874934	0.18664509	0.2176199868507561	0.22487634	0.2463768115942029	0.268703	0.3479126	0
SPINK8	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
FBXW12	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
PLXNB1	0.022299755	0.022422234	0.027942143326758713	0.016900878	0.028985507246376812	-0.40574068	0.1554892	0
CCDC51	0.083461784	0.08422048	0.10486522024983563	0.050020758	0.08695652173913043	-0.75047475	0.965796	0
TMA7	1.8614677	1.8714532	0.9717291255752795	1.4212474	0.9130434782608695	-0.3969768	8.14837	0
AC134772.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ATRIP	0.027671827	0.027462326	0.034845496383957925	0.036908783	0.043478260869565216	0.42517018	0.16891682	0
TREX1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
SHISA5	0.7862581	0.7861736	0.6844181459566075	0.7900119	0.7391304347826086	0.0070255557	0.020844925	0
PFKFB4	0.0152543	0.01283413	0.014464168310322156	0.121952966	0.14492753623188406	3.2382526	2.397892	0
UCN2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
COL7A1	0.0017744914	0.0016674631	0.0026298487836949377	0.0064929016	0.014492753623188406	1.8992335	0.3355473	0
UQCRC1	0.37230447	0.37170166	0.39119000657462194	0.3988672	0.42028985507246375	0.10173689	0.17744282	0
TMEM89	0.00025474408	0.00026052192	0.0003287310979618672	-5.820766e-11	0.0	-1.850088	0.49842134	0
SLC26A6	0.05759402	0.058384705	0.07199211045364892	0.022728652	0.043478260869565216	-1.3572137	1.73587	0
CELSR3	0.0064688977	0.0063904827	0.00821827744904668	0.009926812	0.014492753623188406	0.6274653	0.13959618	0
LINC02585	0.0002710001	0.00027714667	0.0003287310979618672	-5.820766e-11	0.0	-1.9151266	0.49843913	0
AC141002.1	0.00050246797	0.0005138648	0.0006574621959237344	-5.820766e-11	0.0	-2.6179218	0.7957139	0
NCKIPSD	0.08266263	0.08108207	0.0992767915844839	0.15234187	0.2028985507246377	0.9090262	1.1800264	0
IP6K2	0.37040526	0.37295184	0.39349112426035504	0.25812057	0.3188405797101449	-0.5307722	1.6805232	0
PRKAR2A	0.64383024	0.6467718	0.5880999342537804	0.5141328	0.5362318840579711	-0.3310581	1.4022126	0
PRKAR2A-AS1	0.00036642796	0.0003747391	0.0006574621959237344	-5.820766e-11	0.0	-2.2471356	0.8031133	0
SLC25A20	0.080066256	0.080254115	0.09598948060486522	0.07177801	0.08695652173913043	-0.1608215	0.10753646	0
ARIH2OS	0.011277283	0.010895898	0.015121630506245891	0.028092222	0.028985507246376812	1.3583318	0.4082732	0
ARIH2	0.18593992	0.18697274	0.22024983563445102	0.14038812	0.18840579710144928	-0.41315117	0.64332724	0
AC137630.2	0.001273838	0.0013027287	0.0013149243918474688	-5.820766e-11	0.0	-3.810165	1.3160948	0
AC137630.1	0.0008987982	0.0009191875	0.0009861932938856016	-5.820766e-11	0.0	-3.3493485	1.0357792	0
AC137630.4	0.0004784356	0.0004892873	0.0006574621959237344	-5.820766e-11	0.0	-2.5589721	0.79966164	0
P4HTM	0.09643103	0.09525331	0.11275476660092044	0.14835939	0.17391304347826086	0.6387134	0.7202879	0
WDR6	0.20420007	0.20536013	0.23931623931623933	0.15303724	0.17391304347826086	-0.42403337	0.64565444	0
DALRD3	0.12440744	0.12386217	0.1492439184746877	0.14845368	0.17391304347826086	0.26108444	0.2598356	0
NDUFAF3	0.5698894	0.57165986	0.5463510848126233	0.49182525	0.463768115942029	-0.21697031	0.56672025	0
IMPDH2	0.2421792	0.24073742	0.27416173570019725	0.3057274	0.3333333333333333	0.344658	0.5807348	0
AC137630.3	0.016481154	0.016458537	0.019395134779750165	0.017479038	0.014492753623188406	0.0862809	0.020464651	0
QRICH1	0.17573616	0.17538002	0.205456936226167	0.1914202	0.21739130434782608	0.12618975	0.13430165	0
QARS	0.3165076	0.31760454	0.34648257725180803	0.26812953	0.3188405797101449	-0.24421765	0.47043866	0
USP19	0.047643807	0.047427338	0.059500328731097965	0.05718121	0.08695652173913043	0.26930434	0.15302604	0
LAMB2	0.59694296	0.6022919	0.5703484549638396	0.36110884	0.37681159420289856	-0.7378692	3.5527492	0
CCDC71	0.023619631	0.023379738	0.02925706771860618	0.03419652	0.043478260869565216	0.54664594	0.20005342	0
KLHDC8B	0.30462566	0.30260304	0.32807363576594345	0.39378285	0.43478260869565216	0.37986353	0.8600704	0
C3orf84	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCDC36	0.00095104106	0.00097261526	0.001643655489809336	-5.820766e-11	0.0	-3.4230616	1.347872	0
AC121247.1	0.0016867431	0.0017249994	0.0023011176857330702	-5.820766e-11	0.0	-4.189825	1.98274	0
C3orf62	0.06524418	0.065375194	0.08053911900065747	0.059461802	0.057971014492753624	-0.136561	0.06846561	0
USP4	0.13913758	0.14050414	0.17061143984220908	0.078898534	0.11594202898550725	-0.8317412	1.4560848	0
RHOA	1.6292237	1.624694	0.9447731755424064	1.8289502	0.9710144927536232	0.17083783	2.2207634	0
RHOA-IT1	0.00041790894	0.00042738777	0.0006574621959237344	-5.820766e-11	0.0	-2.398865	0.7985933	0
TCTA	0.12565298	0.12699834	0.15055884286653518	0.06634819	0.08695652173913043	-0.9356434	1.5067228	0
AMT	0.035206478	0.034293413	0.04569362261669954	0.075461596	0.08695652173913043	1.1355208	0.73811996	0
NICN1	0.05759421	0.057433482	0.06870479947403024	0.064673856	0.08695652173913043	0.17100984	0.106260754	0
DAG1	0.1886572	0.18928228	0.21893491124260356	0.16107963	0.2028985507246377	-0.23263194	0.3121649	0
BSN-DT	0.00022558475	0.00023070117	0.0003287310979618672	-5.820766e-11	0.0	-1.7255292	0.49843162	0
BSN	0.003768519	0.0038539951	0.0046022353714661405	-5.820766e-11	0.0	-5.30524	3.5618424	0
BSN-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
APEH	0.10042712	0.10038344	0.12491781722550953	0.10236072	0.11594202898550725	0.02811313	0.01944663	0
MST1	0.012705188	0.012677068	0.015779092702169626	0.013945772	0.014492753623188406	0.13657908	0.032239534	0
RNF123	0.07178464	0.07284422	0.09040105193951348	0.025064362	0.043478260869565216	-1.5354117	2.2531638	0
AMIGO3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
GMPPB	0.064878404	0.06578838	0.08021038790269559	0.024754222	0.043478260869565216	-1.4065332	1.9180471	0
IP6K1	0.1528043	0.1543031	0.18671926364234057	0.08673439	0.13043478260869565	-0.83036333	1.5849026	0
CDHR4	0.0004972454	0.0005085238	0.0006574621959237344	-5.820766e-11	0.0	-2.6053145	0.79547036	0
INKA1	0.45799854	0.4609402	0.4648257725180802	0.32829493	0.37681159420289856	-0.48946074	1.7036349	0
UBA7	0.017747456	0.018150032	0.024326101249178174	-5.820766e-11	0.0	-7.511756	15.804941	1
TRAIP	0.00574231	0.0056225983	0.007889546351084813	0.011020843	0.014492753623188406	0.9585239	0.20205949	0
CAMKV	0.00025604788	0.00026185528	0.0003287310979618672	-5.820766e-11	0.0	-1.8554138	0.49841988	0
MST1R	0.0010264622	0.0010497472	0.0013149243918474688	-5.820766e-11	0.0	-3.5232456	1.307627	0
AC105935.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC105935.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
MON1A	0.052116364	0.05218124	0.06837606837606838	0.049249794	0.057971014492753624	-0.08324927	0.039151594	0
RBM6	0.3686863	0.36668378	0.3888888888888889	0.45695323	0.4927536231884058	0.31743234	0.8149438	0
RBM5	0.45258844	0.45217547	0.4549638395792242	0.47078463	0.5072463768115942	0.05817195	0.11322362	0
RBM5-AS1	0.007313401	0.007005715	0.008875739644970414	0.020879151	0.028985507246376812	1.5619047	0.4421176	0
SEMA3F-AS1	0.0007006147	0.0007165087	0.0006574621959237344	-5.820766e-11	0.0	-3.0294693	0.77717465	0
SEMA3F	0.083974406	0.08431269	0.09697567389875082	0.06906827	0.10144927536231885	-0.28734958	0.23740149	0
GNAT1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
SLC38A3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
GNAI2	2.230672	2.2361426	0.9881656804733728	1.9894986	0.9855072463768116	-0.1685993	2.8807874	0
U73169.1	0.0059227874	0.005280915	0.007232084155161078	0.03422174	0.028985507246376812	2.6731992	0.62690777	0
U73166.1	0.0072267246	0.0067482125	0.009204470742932281	0.028323663	0.028985507246376812	2.0532932	0.53097343	0
SEMA3B-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
SEMA3B	0.004325987	0.0041032797	0.0046022353714661405	0.0141443545	0.014492753623188406	1.760803	0.31736293	0
LSMEM2	0.00030768669	0.0003146654	0.0003287310979618672	-5.820766e-11	0.0	-2.0519485	0.4984139	0
IFRD2	0.16278231	0.16419663	0.1893491124260355	0.10043771	0.11594202898550725	-0.70856607	1.0844486	0
HYAL3	0.07698399	0.07730666	0.09270216962524655	0.06275239	0.08695652173913043	-0.30049014	0.24432462	0
NAA80	0.038094357	0.03684485	0.04799474030243261	0.09318208	0.08695652173913043	1.3362266	0.8585506	0
HYAL1	0.002572152	0.0026304917	0.003287310979618672	-5.820766e-11	0.0	-4.7710896	2.5943534	0
HYAL2	1.3244004	1.3346332	0.8704799474030244	0.8733133	0.6521739130434783	-0.611815	5.8687873	1
TUSC2	0.402684	0.40445772	0.42077580539119	0.3244698	0.34782608695652173	-0.31781676	0.730526	0
RASSF1	0.13331167	0.12781858	0.15023011176857332	0.37549108	0.391304347826087	1.5539368	3.8599892	0
RASSF1-AS1	0.004691206	0.004797611	0.006245890861275477	-5.820766e-11	0.0	-5.614007	4.3577585	0
ZMYND10-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZMYND10	0.00077540067	0.00048278045	0.0006574621959237344	0.0136762345	0.014492753623188406	4.5630856	0.47074893	0
NPRL2	0.057863258	0.05729332	0.07100591715976332	0.082983956	0.08695652173913043	0.5336872	0.33644515	0
CYB561D2	0.1357582	0.13670956	0.1614069690992768	0.093823716	0.11594202898550725	-0.5426076	0.72800696	0
TMEM115	0.2636035	0.26405445	0.29125575279421434	0.24370319	0.2898550724637681	-0.115664646	0.16546401	0
CACNA2D2	0.0036159197	0.0036979346	0.0046022353714661405	-5.820766e-11	0.0	-5.247144	3.2510693	0
CYB561D2-1	0.0021207645	0.0014360513	0.001643655489809336	0.032307558	0.028985507246376812	4.399032	0.7452291	0
C3orf18	0.01168913	0.010945453	0.014464168310322156	0.044476382	0.07246376811594203	2.0128272	0.93466294	0
HEMK1	0.038263053	0.03870121	0.048323471400394474	0.018946787	0.028985507246376812	-1.0265541	0.7333791	0
AC096920.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CISH	0.006610797	0.0065043536	0.010190664036817882	0.011304368	0.014492753623188406	0.78809726	0.1712224	0
MAPKAPK3	0.03241837	0.03308057	0.042735042735042736	0.003224644	0.014492753623188406	-3.3190668	9.949949	1
LINC02019	0.0015271937	0.0015618311	0.0026298487836949377	-5.820766e-11	0.0	-4.0547028	2.1780503	0
DOCK3	0.00046894228	0.00047957868	0.0006574621959237344	-5.820766e-11	0.0	-2.5350053	0.80190355	0
MANF	0.9566583	0.96428555	0.7442472057856673	0.6204413	0.5072463768115942	-0.63608277	3.8313303	0
RBM15B	0.1966241	0.19674927	0.22583826429980275	0.19108748	0.2028985507246377	-0.04210329	0.041703355	0
DCAF1	0.06621693	0.06602938	0.08251150558842867	0.07447942	0.08695652173913043	0.17348638	0.107166395	0
RAD54L2	0.1514529	0.15163344	0.1804733727810651	0.14350057	0.15942028985507245	-0.079477675	0.07381229	0
TEX264	0.6077536	0.611975	0.5624589086127547	0.4216313	0.4057971014492754	-0.5373844	2.2022715	0
AC099050.1	0.0002142957	0.00021915609	0.0003287310979618672	-5.820766e-11	0.0	-1.674263	0.49842194	0
GRM2	0.016061047	0.016012989	0.019395134779750165	0.018180627	0.028985507246376812	0.1820915	0.061143454	0
IQCF6	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IQCF3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IQCF2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IQCF5-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IQCF5	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IQCF1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC115284.4	0.001271304	0.0013001373	0.001643655489809336	-5.820766e-11	0.0	-3.8074973	1.5240784	0
RRP9	0.05001643	0.049580492	0.060486522024983565	0.069228925	0.057971014492753624	0.48077786	0.23332138	0
PARP3	0.0046812966	0.0047874767	0.005588428665351742	-5.820766e-11	0.0	-5.6110187	4.156204	0
GPR62	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
PCBP4	0.062046487	0.06069184	0.07429322813938198	0.121763125	0.14492753623188406	1.003312	0.97431165	0
ABHD14B	0.0740751	0.07213151	0.08941485864562787	0.15975708	0.2028985507246377	1.1460824	1.5313605	0
ABHD14A	0.14902261	0.14921315	0.18080210387902695	0.14062998	0.17391304347826086	-0.08541158	0.08090835	0
ACY1	0.029306762	0.029971529	0.03747534516765286	-5.820766e-11	0.0	-8.232255	23.44409	1
RPL29	2.750586	2.7407823	0.9967126890203813	3.1828074	0.9855072463768116	0.2157048	8.523035	0
AC115284.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
DUSP7	0.12777768	0.12607548	0.1525312294543064	0.20282967	0.2463768115942029	0.6855483	1.023066	0
POC1A	0.014633839	0.014713411	0.020381328073635765	0.011126515	0.014492753623188406	-0.39999366	0.123978294	0
AC097637.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ALAS1	0.27617872	0.2766278	0.3053911900065746	0.25636306	0.2753623188405797	-0.10971661	0.14646207	0
TLR9	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
TWF2	0.4701517	0.47247577	0.46942800788954636	0.3676731	0.37681159420289856	-0.3617297	0.97855437	0
AC006252.1	0.00054502947	0.0005573943	0.0006574621959237344	-5.820766e-11	0.0	-2.71676	0.75229853	0
PPM1M	0.020961072	0.02111559	0.028599605522682446	0.014149653	0.028985507246376812	-0.57419795	0.2598519	0
WDR82	0.2969607	0.29828364	0.3254437869822485	0.23862027	0.2753623188405797	-0.32184723	0.6086978	0
GLYCTK	0.055827655	0.056070086	0.06738987508218278	0.04513317	0.057971014492753624	-0.31242087	0.19265625	0
GLYCTK-AS1	0.00058171625	0.0005949133	0.0009861932938856016	-5.820766e-11	0.0	-2.796834	1.0480337	0
DNAH1	0.008616082	0.008578871	0.011176857330703484	0.01025742	0.014492753623188406	0.25508535	0.05954397	0
BAP1	0.11395481	0.11483103	0.13806706114398423	0.0753325	0.08695652173913043	-0.60751015	0.6675714	0
PHF7	0.033575214	0.03332666	0.04076265614727153	0.04453392	0.07246376811594203	0.41714135	0.21536592	0
SEMA3G	0.02927685	0.029940939	0.03254437869822485	-5.820766e-11	0.0	-8.230787	20.971575	1
TNNC1	0.005714682	0.000842793	0.001643655489809336	0.22050153	0.2608695652173913	7.870286	4.5731034	0
NISCH	0.18649895	0.18707691	0.2126890203813281	0.16100001	0.2028985507246377	-0.21644588	0.28227797	0
STAB1	0.18754046	0.18677762	0.2044707429322814	0.2211545	0.2898550724637681	0.24361287	0.3449171	0
NT5DC2	0.47064462	0.4694298	0.4621959237343853	0.52419215	0.4782608695652174	0.1591544	0.33981037	0
SMIM4	0.2712305	0.27408868	0.3047337278106509	0.14520039	0.18840579710144928	-0.91613036	2.6664543	0
PBRM1	0.51287156	0.51444274	0.502301117685733	0.44359145	0.4492753623188406	-0.21373427	0.5448072	0
GNL3	0.26056275	0.25804168	0.29224194608809995	0.37169445	0.37681159420289856	0.5263421	1.1101383	0
GLT8D1	0.3378866	0.337681	0.36587771203155817	0.3469358	0.36231884057971014	0.038996328	0.054336973	0
SPCS1	1.0175622	1.0223347	0.7866535174227481	0.8071833	0.6811594202898551	-0.34086174	2.198679	0
