gene	mean	VO_mean	VO_positive_frac	ReAgg-CM_mean	ReAgg-CM_positive_frac	log2FC	-log10 p-val	is_significant
KDM4A-AS1	0.023751173	0.024289925	0.029585798816568046	-5.820766e-11	0.0	-7.9301424	19.464272	1
CCDC24	0.009157278	0.009365005	0.012163050624589087	-5.820766e-11	0.0	-6.5645323	8.317388	1
BTBD19	0.025795126	0.02638024	0.03451676528599606	-5.820766e-11	0.0	-8.048773	22.212116	1
MUTYH	0.020895522	0.021369502	0.027284681130834976	-5.820766e-11	0.0	-7.7461457	17.168465	1
PRDX1	2.2669778	2.282089	0.9868507560815253	1.6008273	0.8840579710144928	-0.5115104	9.150447	1
EFCAB14	1.240981	1.2610203	0.8497698882314267	0.35756937	0.37681159420289856	-1.8180075	23.190735	1
CYP4X1	0.008907989	0.009110062	0.012163050624589087	-5.820766e-11	0.0	-6.52514	8.194011	1
TTC39A	0.05827785	0.05959958	0.07199211045364892	-5.820766e-11	0.0	-9.221578	44.55244	1
ORC1	0.005472835	0.005596991	0.007232084155161078	-5.820766e-11	0.0	-5.832129	5.169845	1
ZYG11B	0.3181086	0.32251903	0.35009861932938857	0.12364477	0.13043478260869565	-1.3824639	5.1672053	1
ECHDC2	0.06136438	0.06275611	0.08021038790269559	-5.820766e-11	0.0	-9.29591	44.55244	1
SCP2	0.6867333	0.6955953	0.628862590401052	0.2960936	0.3333333333333333	-1.2319151	9.622932	1
AL606760.1	0.005600487	0.0057275384	0.007889546351084813	-5.820766e-11	0.0	-5.8648157	5.6965375	1
YIPF1	0.255843	0.260189	0.2866535174227482	0.064220235	0.08695652173913043	-2.0167696	9.418276	1
HSPB11	0.22825068	0.23169196	0.2669296515450362	0.076515116	0.10144927536231885	-1.5971295	5.403627	1
CYB5RL	0.023975234	0.024519071	0.030243261012491782	-5.820766e-11	0.0	-7.9436336	19.049923	1
PLPP3	0.95864266	0.9443399	0.7100591715976331	1.5892373	0.7971014492753623	0.75089455	6.508675	1
LINC01358	0.024554007	0.025110971	0.03287310979618672	-5.820766e-11	0.0	-7.9779086	21.76299	1
LINC01748	0.008231737	0.008418472	0.010190664036817882	-5.820766e-11	0.0	-6.4125237	7.140538	1
AC099792.1	0.0088949455	0.009096723	0.010848126232741617	-5.820766e-11	0.0	-6.523049	7.4817452	1
NFIA-AS2	0.1763164	0.17986968	0.19822485207100593	0.019641282	0.028985507246376812	-3.1884663	16.215136	1
L1TD1	0.008578739	0.008773345	0.011834319526627219	-5.820766e-11	0.0	-6.471407	7.8154125	1
KANK4	0.0061962972	0.0063368627	0.008875739644970414	-5.820766e-11	0.0	-6.0082865	6.2477746	1
AK4	0.12994032	0.11678692	0.12787639710716633	0.709836	0.6666666666666666	2.6025755	11.598461	1
AC119800.1	0.005816012	0.0059479517	0.007889546351084813	-5.820766e-11	0.0	-5.9183755	5.509328	1
LRRC7	0.009648758	0.009867634	0.011834319526627219	-5.820766e-11	0.0	-6.63918	8.205716	1
ZRANB2-AS2	0.0056474227	0.0057755387	0.00821827744904668	-5.820766e-11	0.0	-5.87665	5.723919	1
IFI44L	0.00938244	0.009595275	0.016107823800131493	-5.820766e-11	0.0	-6.5992107	10.560673	1
IFI44	0.1659258	0.16891612	0.1932938856015779	0.03407104	0.043478260869565216	-2.3063147	7.9875154	1
TTLL7-IT1	0.0058125407	0.005944402	0.007232084155161078	-5.820766e-11	0.0	-5.9175286	5.1943917	1
SAMD13	0.011632092	0.011895956	0.015450361604207758	-5.820766e-11	0.0	-6.906405	10.242103	1
SPATA1	0.007888877	0.008067834	0.011176857330703484	-5.820766e-11	0.0	-6.3518825	7.5968537	1
AC092807.3	0.022108162	0.022609647	0.030243261012491782	-5.820766e-11	0.0	-7.8271623	19.290415	1
COL24A1	0.016843665	0.017225739	0.023668639053254437	-5.820766e-11	0.0	-7.436774	15.184311	1
GBP1	0.019015845	0.01944719	0.027942143326758713	-5.820766e-11	0.0	-7.6108184	17.125505	1
EPHX4	0.2540335	0.25881425	0.28270874424720577	0.043244835	0.08695652173913043	-2.5785422	18.188187	1
GCLM	0.6604243	0.6678247	0.5802103879026956	0.33416724	0.37681159420289856	-0.9986836	6.77132	1
ABCA4	0.014067457	0.01438656	0.01775147928994083	-5.820766e-11	0.0	-7.178572	11.769575	1
MIR137HG	0.013741787	0.014053503	0.018080210387902695	-5.820766e-11	0.0	-7.145016	12.274742	1
SNX7	0.44068202	0.44823578	0.45759368836291914	0.107637756	0.14492753623188406	-2.0570557	14.128485	1
PALMD	0.15358296	0.15706679	0.16666666666666666	-5.820766e-11	0.0	-10.618082	44.55244	1
FRRS1	0.010289091	0.010522491	0.01282051282051282	-5.820766e-11	0.0	-6.7309794	8.806534	1
LRRC39	0.006486658	0.00663381	0.00953320184089415	-5.820766e-11	0.0	-6.073352	6.7034445	1
RTCA-AS1	0.03698133	0.0376926	0.04930966469428008	0.0056244447	0.014492753623188406	-2.7228963	5.609019	1
EXTL2	0.26518404	0.26888824	0.2968441814595661	0.10185717	0.14492753623188406	-1.3995796	5.46671	1
OLFM3	0.01137581	0.01163386	0.016107823800131493	-5.820766e-11	0.0	-6.8745346	9.526435	1
COL11A1	0.16131356	0.1486782	0.16370808678500987	0.7183713	0.5942028985507246	2.2717674	8.771999	1
NTNG1	0.03597138	0.03678732	0.047337278106508875	-5.820766e-11	0.0	-8.526982	30.292643	1
AL359258.2	0.009004521	0.0092087835	0.011834319526627219	-5.820766e-11	0.0	-6.5405216	8.388894	1
CLCC1	0.16247709	0.1650314	0.19625246548323472	0.04987327	0.08695652173913043	-1.724386	5.6592712	1
AL356488.3	0.023313962	0.023842799	0.029585798816568046	-5.820766e-11	0.0	-7.903449	19.130678	1
SARS	0.5050053	0.49653625	0.4891518737672584	0.87837106	0.782608695652174	0.8228053	5.7220902	1
PSRC1	0.011065988	0.01131701	0.015450361604207758	-5.820766e-11	0.0	-6.835042	10.242855	1
CSF1	0.02126933	0.02175179	0.03155818540433925	-5.820766e-11	0.0	-7.7716084	19.729136	1
SLC6A17	0.0059458613	0.0060807467	0.007560815253122946	-5.820766e-11	0.0	-5.94971	5.5494413	1
LAMTOR5-AS1	0.0062843254	0.0064268876	0.008875739644970414	-5.820766e-11	0.0	-6.028324	6.0430384	1
AL355488.1	0.008399655	0.008590198	0.010848126232741617	-5.820766e-11	0.0	-6.441318	7.4520693	1
PIFO	0.007011202	0.007170252	0.009861932938856016	-5.820766e-11	0.0	-6.183934	6.8147483	1
AL390195.2	0.009776925	0.009998708	0.012163050624589087	-5.820766e-11	0.0	-6.6580276	8.361211	1
PPM1J	0.0056939465	0.0058231177	0.007560815253122946	-5.820766e-11	0.0	-5.8882856	5.4754395	1
LRIG2-DT	0.0061007245	0.0062391222	0.00821827744904668	-5.820766e-11	0.0	-5.9862123	5.6689496	1
PHTF1	0.28604966	0.29088035	0.3152531229454306	0.073059954	0.10144927536231885	-1.9917955	10.489796	1
DCLRE1B	0.022648206	0.023161942	0.030243261012491782	-5.820766e-11	0.0	-7.861829	19.511623	1
OLFML3	0.08279795	0.08433487	0.10355029585798817	0.01504799	0.028985507246376812	-2.4787126	7.3981395	1
SYT6	0.007922075	0.008101786	0.011505588428665352	-5.820766e-11	0.0	-6.357867	8.056867	1
TSPAN2	0.1807947	0.18467583	0.19822485207100593	0.009666181	0.014492753623188406	-4.2418375	30.470482	1
NGF	0.015584331	0.01593784	0.022682445759368838	-5.820766e-11	0.0	-7.325337	14.621509	1
SLC22A15	0.014831817	0.015168257	0.020381328073635765	-5.820766e-11	0.0	-7.2543926	13.346892	1
TBX15	0.042265303	0.043223828	0.05325443786982249	-5.820766e-11	0.0	-8.759018	34.391857	1
LINC00622	0.010965081	0.011213814	0.016107823800131493	-5.820766e-11	0.0	-6.8219423	10.230505	1
NOTCH2	0.10128872	0.10326555	0.131163708086785	0.014144345	0.014492753623188406	-2.8592944	7.214193	1
LINC02802	0.111604996	0.11368825	0.13740959894806049	0.019768806	0.028985507246376812	-2.5177746	7.041636	1
FAM72D	0.008958105	0.009161315	0.011176857330703484	-5.820766e-11	0.0	-6.533146	7.4952216	1
CD160	0.006027374	0.006164108	0.008547008547008548	-5.820766e-11	0.0	-5.969038	5.794417	1
TXNIP	0.3022542	0.2809032	0.27909270216962523	1.2435504	0.7391304347826086	2.1459227	12.004945	1
NBPF10	0.009973449	0.010199689	0.014792899408284023	-5.820766e-11	0.0	-6.686458	9.576428	1
AC242426.2	0.029415201	0.030082429	0.03648915187376726	-5.820766e-11	0.0	-8.237566	22.901651	1
FMO5	0.01257223	0.012857417	0.016107823800131493	-5.820766e-11	0.0	-7.0176353	10.885498	1
CHD1L	0.0078093875	0.007986542	0.010848126232741617	-5.820766e-11	0.0	-6.337452	7.155514	1
GJA5	0.058025897	0.05919464	0.05259697567389875	0.0064929016	0.014492753623188406	-3.1689162	8.901854	1
NBPF11	0.0300236	0.030704629	0.03977646285338593	-5.820766e-11	0.0	-8.267004	25.554352	1
NBPF14	0.037703026	0.03855824	0.05489809335963182	-5.820766e-11	0.0	-8.594633	34.88762	1
NBPF9	0.020850426	0.021323383	0.029585798816568046	-5.820766e-11	0.0	-7.7430434	19.095623	1
AC245297.2	0.0054323375	0.005555575	0.008547008547008548	-5.820766e-11	0.0	-5.821603	5.8552594	1
NOTCH2NLC	0.010505917	0.0107442355	0.015779092702169626	-5.820766e-11	0.0	-6.7607856	10.561371	1
NBPF19	0.028355168	0.02899835	0.03977646285338593	-5.820766e-11	0.0	-8.184794	25.638134	1
AC244033.2	0.008033574	0.008215813	0.011505588428665352	-5.820766e-11	0.0	-6.377786	7.7848854	1
CIART	0.00926001	0.009470068	0.011176857330703484	-5.820766e-11	0.0	-6.580458	7.8305745	1
ADAMTSL4-AS1	0.0065193535	0.0066672466	0.008875739644970414	-5.820766e-11	0.0	-6.0804977	6.340951	1
CTSS	0.014109856	0.014429921	0.01775147928994083	-5.820766e-11	0.0	-7.1828837	11.524949	1
ZNF687-AS1	0.009342449	0.009554377	0.011834319526627219	-5.820766e-11	0.0	-6.593112	8.141168	1
TUFT1	0.007130704	0.007292464	0.008875739644970414	-5.820766e-11	0.0	-6.2079844	6.23468	1
TDRKH-AS1	0.00735648	0.0075233616	0.008875739644970414	-5.820766e-11	0.0	-6.252356	6.2300224	1
S100A6	2.9730747	3.0146804	0.9312952005259697	1.1388185	0.4927536231884058	-1.4043883	18.373241	1
AL358472.4	0.0069060447	0.0070627094	0.010848126232741617	-5.820766e-11	0.0	-6.162434	6.9884257	1
AL451085.2	0.008307805	0.008496266	0.010848126232741617	-5.820766e-11	0.0	-6.425639	7.545806	1
ADAM15	0.7295718	0.73775434	0.6416831032215647	0.36887762	0.4057971014492754	-0.99980277	7.7925763	1
NAXE	0.33603886	0.34058642	0.36522024983563445	0.13553004	0.17391304347826086	-1.3287677	6.0233226	1
AL365181.2	0.005661729	0.0057901694	0.007232084155161078	-5.820766e-11	0.0	-5.880238	5.295641	1
AL365181.3	0.005750898	0.0058813607	0.007232084155161078	-5.820766e-11	0.0	-5.9024024	5.19209	1
NES	1.0085287	1.0227133	0.7606837606837606	0.38323668	0.4057971014492754	-1.415859	15.12018	1
SPTA1	0.023546902	0.024081023	0.02925706771860618	-5.820766e-11	0.0	-7.9177322	18.629396	1
CFAP45	0.016582359	0.016958507	0.020381328073635765	-5.820766e-11	0.0	-7.4143486	13.692067	1
AL121987.2	0.0074807373	0.0076504373	0.008547008547008548	-5.820766e-11	0.0	-6.2762065	6.1459723	1
USF1	0.04256134	0.043526582	0.054240631163708086	-5.820766e-11	0.0	-8.769065	35.024494	1
KLHDC9	0.02711161	0.027726587	0.03451676528599606	-5.820766e-11	0.0	-8.120321	22.280298	1
MPZ	0.016824044	0.017205672	0.020381328073635765	-5.820766e-11	0.0	-7.435102	13.1401205	1
FCGR2A	0.008779223	0.008978376	0.013149243918474688	-5.820766e-11	0.0	-6.504363	9.016803	1
HSPA6	0.007363568	0.0075306105	0.008875739644970414	-5.820766e-11	0.0	-6.2537274	5.4383903	1
FCRLB	0.018582502	0.019004017	0.024326101249178174	-5.820766e-11	0.0	-7.577733	15.861791	1
OLFML2B	0.019967483	0.020420413	0.028599605522682446	-5.820766e-11	0.0	-7.680917	18.283504	1
AL592435.1	0.010079176	0.010307815	0.015779092702169626	-5.820766e-11	0.0	-6.7015243	10.314329	1
AL391001.1	0.0056531793	0.0057814256	0.006903353057199211	-5.820766e-11	0.0	-5.8780947	5.16228	1
AL358115.1	0.008580255	0.008774895	0.00953320184089415	-5.820766e-11	0.0	-6.471659	6.7805257	1
FAM78B	0.008875546	0.009076883	0.009861932938856016	-5.820766e-11	0.0	-6.519933	6.922604	1
SLC19A2	0.014153757	0.014474818	0.0190664036817883	-5.820766e-11	0.0	-7.187335	12.329917	1
Z99572.1	0.009106663	0.0093132425	0.011505588428665352	-5.820766e-11	0.0	-6.5566206	7.903938	1
PRRX1	0.029200267	0.029862618	0.04043392504930966	-5.820766e-11	0.0	-8.22702	25.276388	1
GAS5	0.83569115	0.81163216	0.653517422748192	1.8963804	0.9420289855072463	1.2242488	14.86935	1
RC3H1-IT1	0.007569317	0.0077410256	0.009861932938856016	-5.820766e-11	0.0	-6.292971	6.921642	1
ASTN1	0.016539646	0.016914826	0.022682445759368838	-5.820766e-11	0.0	-7.4106493	14.706854	1
RASAL2-AS1	0.010502543	0.010740786	0.013149243918474688	-5.820766e-11	0.0	-6.7603264	9.049593	1
RNASEL	0.022740414	0.02325624	0.029585798816568046	-5.820766e-11	0.0	-7.8676653	19.472078	1
RGS16	0.12917902	0.13193025	0.1525312294543064	0.007893946	0.014492753623188406	-4.045817	24.997705	1
LAMC1	1.3218735	1.3336463	0.886259040105194	0.802871	0.7101449275362319	-0.7320645	9.025317	1
LAMC2	0.009931489	0.010156778	0.011834319526627219	-5.820766e-11	0.0	-6.6804347	7.905529	1
NMNAT2	0.009653368	0.009872349	0.012491781722550954	-5.820766e-11	0.0	-6.6398625	8.597292	1
C1orf21	0.13471541	0.12368913	0.14694280078895464	0.62083393	0.5217391304347826	2.326555	7.211747	1
IVNS1ABP	0.7765187	0.7647504	0.6314924391847468	1.2953795	0.7971014492753623	0.7602367	6.2441044	1
CFH	0.021639895	0.02213076	0.031229454306377382	-5.820766e-11	0.0	-7.7964144	19.419672	1
KIF14	0.026763592	0.027370673	0.03385930309007232	-5.820766e-11	0.0	-8.101749	21.189756	1
TNNT2	0.00797229	-1.1568773e-09	0.0	0.35944638	0.391304347826087	11.811979	7.1742597	1
TNNI1	0.02073015	0.014827461	0.020710059171597635	0.28096226	0.30434782608695654	4.234849	5.241182	1
TIMM17A	0.4486408	0.4555022	0.4697567389875082	0.14612393	0.15942028985507245	-1.6395952	9.168151	1
ELF3-AS1	0.013340003	0.013642605	0.017422748191978962	-5.820766e-11	0.0	-7.102513	11.668629	1
CYB5R1	0.51074463	0.5168159	0.48619329388560156	0.24306276	0.2898550724637681	-1.0880073	6.3693676	1
BTG2	0.29173535	0.29613945	0.30933596318211704	0.097551644	0.13043478260869565	-1.6010474	6.9468994	1
ZBED6	0.008939474	0.009142261	0.012163050624589087	-5.820766e-11	0.0	-6.5301747	8.01097	1
REN	0.0315199	0.032234866	0.030900723208415515	-5.820766e-11	0.0	-8.336947	15.458149	1
PLEKHA6	0.008144775	0.008329538	0.011834319526627219	-5.820766e-11	0.0	-6.3973823	7.969057	1
LRRN2	0.020467013	0.020931272	0.029585798816568046	-5.820766e-11	0.0	-7.716393	18.703608	1
RAB7B	0.007234404	0.0073985164	0.010848126232741617	-5.820766e-11	0.0	-6.228534	7.123769	1
FAM72A	0.020412404	0.020875426	0.02564102564102564	-5.820766e-11	0.0	-7.7125573	16.57963	1
CD34	0.79578835	0.80818385	0.63379355687048	0.24937907	0.2463768115942029	-1.6959432	14.045372	1
CAMK1G	0.0059513915	0.006086402	0.00821827744904668	-5.820766e-11	0.0	-5.95103	5.940972	1
G0S2	0.06682959	0.06827215	0.07856673241288625	0.003224644	0.014492753623188406	-4.362137	26.751581	1
C1orf74	0.00952802	0.009744157	0.013149243918474688	-5.820766e-11	0.0	-6.6211967	8.605121	1
SYT14	0.044964455	0.045984205	0.05654174884944116	-5.820766e-11	0.0	-8.848129	36.329556	1
SERTAD4	0.008225249	0.008411836	0.011176857330703484	-5.820766e-11	0.0	-6.4113994	7.6375613	1
HHAT	0.023046225	0.023568988	0.030243261012491782	-5.820766e-11	0.0	-7.886855	19.643734	1
NEK2	0.007555075	0.0077264607	0.00953320184089415	-5.820766e-11	0.0	-6.290289	6.21283	1
INTS7	0.036868468	0.037704755	0.04700854700854701	-5.820766e-11	0.0	-8.562425	30.402803	1
DTL	0.013312205	0.013614177	0.017094017094017096	-5.820766e-11	0.0	-7.099525	11.288581	1
AC092803.1	0.0067270105	0.0068796137	0.009204470742932281	-5.820766e-11	0.0	-6.1250763	6.2487793	1
VASH2	0.019694876	0.020141622	0.026627218934911243	-5.820766e-11	0.0	-7.661182	17.368244	1
PROX1	0.025530875	0.026109995	0.03057199211045365	-5.820766e-11	0.0	-8.033974	19.307201	1
AC096642.1	0.009229417	0.009438781	0.01282051282051282	-5.820766e-11	0.0	-6.5757337	8.528483	1
C1orf115	0.021698939	0.022191143	0.02695595003287311	-5.820766e-11	0.0	-7.800328	17.79006	1
AL592148.3	0.016594047	0.01697046	0.0220249835634451	-5.820766e-11	0.0	-7.415359	13.935191	1
AL929091.1	0.03162657	0.032343958	0.03714661406969099	-5.820766e-11	0.0	-8.341807	24.278273	1
SUSD4	0.015115344	0.015458215	0.021696252465483234	-5.820766e-11	0.0	-7.2815337	13.964085	1
AC096537.1	0.0052946373	0.0054147514	0.006903353057199211	-5.820766e-11	0.0	-5.785225	5.2099414	1
DNAH14	0.06323125	0.06448629	0.07725180802103879	0.007893946	0.014492753623188406	-3.0142481	8.278223	1
AL591895.1	0.029532949	0.030202847	0.038461538461538464	-5.820766e-11	0.0	-8.24331	24.11492	1
AL353593.1	0.016401375	0.016773416	0.021367521367521368	-5.820766e-11	0.0	-7.398609	14.148051	1
URB2	0.020750377	0.021221066	0.027284681130834976	-5.820766e-11	0.0	-7.736137	17.885828	1
FAM89A	0.5227131	0.5311632	0.5075608152531229	0.15015587	0.15942028985507245	-1.8220054	11.569785	1
B3GALNT2	0.14797778	0.15068114	0.17882971729125574	0.028803946	0.057971014492753624	-2.3831177	10.734395	1
LYST	0.16721854	0.17021002	0.19296515450361604	0.035311837	0.043478260869565216	-2.2658596	7.9461045	1
NID1	1.1264118	1.1348281	0.8198553583168968	0.7553942	0.6666666666666666	-0.5871082	5.4936595	1
LINC01139	0.017665878	0.018066602	0.022682445759368838	-5.820766e-11	0.0	-7.5051455	14.913866	1
CHRM3	0.21763478	0.22199927	0.2403024326101249	0.025196768	0.028985507246376812	-3.1341798	14.897336	1
TFB2M	0.056520175	0.057610024	0.07166337935568705	0.008465418	0.014492753623188406	-2.7522264	6.090698	1
SH3BP5L	0.06208906	0.06334996	0.07593688362919132	0.0064929016	0.014492753623188406	-3.266634	10.769637	1
AC144450.1	0.04171464	0.042660672	0.05259697567389875	-5.820766e-11	0.0	-8.740142	34.053234	1
ADI1	0.6035391	0.61055017	0.5657462195923735	0.2944252	0.3188405797101449	-1.0519552	6.478205	1
SOX11	0.05866358	0.05999406	0.060486522024983565	-5.820766e-11	0.0	-9.231079	36.50227	1
RNF144A-AS1	0.026047138	0.026564827	0.03385930309007232	0.003224644	0.014492753623188406	-3.0036662	7.044462	1
ID2	0.12908222	0.11693256	0.1351084812623274	0.6647272	0.5217391304347826	2.5060694	7.247029	1
IAH1	0.2597146	0.263634	0.29520052596975677	0.086900815	0.11594202898550725	-1.5999826	6.5065336	1
CYS1	0.00680643	0.006960835	0.008875739644970414	-5.820766e-11	0.0	-6.1417675	6.3800473	1
GREB1	0.01714345	0.017532324	0.02465483234714004	-5.820766e-11	0.0	-7.4620795	15.472992	1
TRIB2	0.17504977	0.17817146	0.20085470085470086	0.037403144	0.043478260869565216	-2.2489922	6.2400236	1
AC064875.1	0.0090206405	0.009225269	0.01413543721236029	-5.820766e-11	0.0	-6.543074	9.584136	1
LRATD1	0.20770705	0.21107504	0.22518080210387903	0.059201494	0.057971014492753624	-1.8322989	5.1537127	1
KCNS3	0.031658392	0.0323765	0.04043392504930966	-5.820766e-11	0.0	-8.343253	26.053827	1
OSR1	0.014681198	0.015014222	0.020381328073635765	-5.820766e-11	0.0	-7.2397637	13.662103	1
LINC00954	0.006876681	0.0070326794	0.008547008547008548	-5.820766e-11	0.0	-6.156373	6.0192347	1
SDC1	0.0063393563	0.006483167	0.009204470742932281	-5.820766e-11	0.0	-6.040711	6.0846143	1
AC018742.1	0.007513922	0.0076843747	0.009861932938856016	-5.820766e-11	0.0	-6.2825103	6.956155	1
KLHL29	0.015994342	0.016357152	0.023011176857330704	-5.820766e-11	0.0	-7.3625717	14.812408	1
TP53I3	0.6845228	0.69318503	0.6101249178172256	0.30269283	0.3333333333333333	-1.1951177	8.816234	1
DNAJC27-AS1	0.010369202	0.01060442	0.013477975016436555	-5.820766e-11	0.0	-6.7420635	9.072858	1
EFR3B	0.014131512	0.014452067	0.019395134779750165	-5.820766e-11	0.0	-7.185081	12.7202015	1
AC010896.1	0.006151284	0.006290829	0.00953320184089415	-5.820766e-11	0.0	-5.997932	6.551087	1
DRC1	0.019821428	0.020271044	0.02465483234714004	-5.820766e-11	0.0	-7.6703773	16.32409	1
MRPL33	0.8545888	0.86623514	0.722550953320184	0.34120816	0.36231884057971014	-1.3438505	11.907148	1
RBKS	0.018119384	0.018530395	0.024326101249178174	-5.820766e-11	0.0	-7.5415154	15.891339	1
BABAM2	0.14646584	0.14901738	0.17357001972386588	0.033984013	0.057971014492753624	-2.1292813	7.973135	1
AC093690.1	0.00971014	0.009930408	0.012163050624589087	-5.820766e-11	0.0	-6.648237	8.018131	1
