gene	mean	VO_mean	VO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
RGS16	0.12197525	0.13193025	0.1525312294543064	0.06790581	0.07678571428571429	-0.9571385	6.62032	1
NPL	0.034679372	0.03839902	0.04799474030243261	0.014474618	0.02142857142857143	-1.4013636	5.0010133	1
IVNS1ABP	0.829276	0.7647504	0.6314924391847468	1.1798062	0.8196428571428571	0.62542266	33.65811	1
GLRX2	0.2736735	0.28792623	0.314266929651545	0.19623339	0.25	-0.55289453	6.8612103	1
KCNT2	0.006534535	0.0077376245	0.010848126232741617	6.693881e-10	0.0	-6.292335	7.063359	1
C1orf53	0.063361384	0.07055994	0.08711374095989481	0.024251346	0.03571428571428571	-1.5368911	10.171822	1
TNNT2	0.028011588	-1.1568773e-09	0.0	0.18017454	0.21964285714285714	10.815997	27.188604	1
TNNI1	0.0340736	0.014827461	0.020710059171597635	0.13862158	0.175	3.2161515	17.293682	1
BTG2	0.27974924	0.29613945	0.30933596318211704	0.19069725	0.22678571428571428	-0.63472337	8.131563	1
LRRN2	0.018247934	0.020931272	0.029585798816568046	0.0036724787	0.005357142857142857	-2.4789515	7.359341	1
KLHDC8A	0.022121232	0.0087358	0.011505588428665352	0.094832994	0.12321428571428572	3.425477	13.10885	1
CAMK1G	0.005140027	0.006086402	0.00821827744904668	6.693881e-10	0.0	-5.951019	5.940971	1
G0S2	0.059404384	0.06827215	0.07856673241288625	0.011226706	0.01607142857142857	-2.5936806	19.840569	1
SYT14	0.0413223	0.045984205	0.05654174884944116	0.01599153	0.02142857142857143	-1.517971	6.3786044	1
PPP2R5A	0.2012512	0.18638417	0.20973044049967127	0.28199652	0.3375	0.59713566	6.1076384	1
MARK1	0.0709917	0.07749867	0.09500328731097962	0.035638407	0.05178571428571429	-1.1185565	6.654781	1
AC096537.1	0.004572797	0.0054147514	0.006903353057199211	6.693881e-10	0.0	-5.7852144	5.2099395	1
EGLN1	0.27620143	0.2577498	0.2856673241288626	0.37642112	0.42678571428571427	0.5462	7.3395157	1
CHRM3	0.20591404	0.22199927	0.2403024326101249	0.11851702	0.14642857142857144	-0.9048936	11.17036	1
AKT3	0.35246903	0.32421464	0.3530571992110454	0.5059409	0.5375	0.64186	13.045298	1
ADI1	0.5785411	0.61055017	0.5657462195923735	0.4046616	0.4517857142857143	-0.59327376	17.060116	1
ID2	0.13198885	0.11693256	0.1351084812623274	0.21378297	0.22678571428571428	0.8699116	6.3524356	1
TRIB2	0.16411534	0.17817146	0.20085470085470086	0.08774009	0.1125	-1.0211241	11.248842	1
LRATD1	0.19375914	0.21107504	0.22518080210387903	0.09967644	0.1125	-1.0816681	12.712077	1
AC018742.1	0.006489564	0.0076843747	0.009861932938856016	6.693881e-10	0.0	-6.2825	6.956154	1
ADCY3	0.03356941	0.0371531	0.048980933596318214	0.014103134	0.023214285714285715	-1.3911512	5.296807	1
MAPRE3	0.1347398	0.14387396	0.16896778435239973	0.08512868	0.11607142857142858	-0.756397	5.8164005	1
EMILIN1	0.0949673	0.103366196	0.1295200525969757	0.04935092	0.0625	-1.0650902	6.8032327	1
EHD3	0.08186595	0.06620253	0.08382642998027613	0.16695094	0.1732142857142857	1.3331523	7.6253858	1
CYP1B1	0.042403657	0.04890084	0.0621301775147929	0.0071032853	0.008928571428571428	-2.7660797	16.26673	1
TMEM178A	0.11954509	0.13086091	0.14201183431952663	0.058083333	0.07321428571428572	-1.1704584	10.25495	1
HAAO	0.013766335	0.015830029	0.022353714661406968	0.0025568842	0.005357142857142857	-2.5839417	6.8701854	1
PLEKHH2	0.044990297	0.05077788	0.06574621959237344	0.013544693	0.017857142857142856	-1.8986987	10.133572	1
NRXN1	0.09586963	0.10671827	0.11374095989480605	0.03694617	0.04285714285714286	-1.527762	11.194513	1
MDH1	0.4453965	0.4690019	0.4707429322813938	0.31715488	0.39464285714285713	-0.5642589	12.710128	1
MEIS1	0.13004409	0.13876055	0.16305062458908612	0.08270199	0.10535714285714286	-0.74589944	5.248627	1
ANTXR1	0.17986771	0.20241712	0.21926364234056542	0.057355512	0.08392857142857142	-1.8175267	35.540966	1
ANXA4	0.36748338	0.39315173	0.4066403681788297	0.22803354	0.28035714285714286	-0.78557444	16.590717	1
SPR	0.07532862	0.08192289	0.10059171597633136	0.03951202	0.05714285714285714	-1.0500883	6.2318516	1
WDR54	0.3466042	0.29341945	0.31985535831689677	0.6355048	0.6357142857142857	1.114674	36.716778	1
HK2	0.025156798	0.018428681	0.022682445759368838	0.0617052	0.08035714285714286	1.737968	5.171868	1
POLE4	0.27140534	0.28742418	0.3159105851413544	0.18437152	0.2375	-0.64028513	8.66257	1
EVA1A	0.12246015	0.13313556	0.15548980933596318	0.06447698	0.07857142857142857	-1.0448872	8.329195	1
KDM3A	0.20807314	0.19148032	0.2172912557527942	0.29819423	0.36428571428571427	0.63878655	7.351401	1
KRCC1	0.2178687	0.22885254	0.2593688362919132	0.15818426	0.20357142857142857	-0.5325307	5.0700173	1
SEMA4C	0.22393169	0.20782807	0.2357001972386588	0.31139505	0.35714285714285715	0.5831246	6.2515383	1
UNC50	0.32387915	0.34705165	0.3717948717948718	0.19798523	0.25357142857142856	-0.80944467	16.30685	1
PDCL3	0.34696883	0.36399603	0.3892176199868508	0.25446063	0.3053571428571429	-0.5163097	7.636235	1
ST6GAL2	0.02990746	0.034068808	0.045364891518737675	0.007303195	0.0125	-2.20646	9.700178	1
SLC5A7	0.019253151	0.022166751	0.02925706771860618	0.0034268824	0.007142857142857143	-2.6584256	9.170673	1
BCL2L11	0.1202919	0.13526568	0.15384615384615385	0.038960095	0.05178571428571429	-1.7930946	22.155693	1
DPP10	0.010571018	0.01251718	0.01643655489809336	6.693881e-10	0.0	-6.979236	10.446507	1
INHBB	0.3285045	0.2640306	0.2666009204470743	0.67872566	0.5946428571428571	1.3617897	39.55682	1
AC011246.1	0.0046197986	0.005470405	0.007560815253122946	6.693881e-10	0.0	-5.7997007	5.021938	1
CXCR4	1.3354	1.4102259	0.856344510190664	0.92896676	0.6732142857142858	-0.6021743	35.737785	1
HNMT	0.055160627	0.06071204	0.08284023668639054	0.024998074	0.0375	-1.2767804	6.543941	1
LRP1B	0.034924492	0.03862667	0.049967126890203814	0.014814531	0.023214285714285715	-1.3766088	5.008925	1
ZEB2	0.3886531	0.4093033	0.4056541748849441	0.2764638	0.32142857142857145	-0.56591034	9.714256	1
RND3	0.2947485	0.31341058	0.31919789612097305	0.19335665	0.225	-0.6965038	9.556003	1
PKP4	0.0999659	0.0882211	0.10749506903353057	0.16377169	0.2125	0.8917365	6.1758037	1
DPP4	0.0639496	0.07416717	0.08711374095989481	0.008439525	0.010714285714285714	-3.120497	28.78581	1
SCN2A	0.015033204	0.017380226	0.022353714661406968	0.0022846616	0.0035714285714285713	-2.8738673	7.555394	1
XIRP2	0.015057002	0.01758596	0.021367521367521368	0.0013201794	0.0017857142857142857	-3.6384594	9.3787155	1
NOSTRIN	0.1741455	0.1464962	0.16403681788297172	0.32433447	0.36428571428571427	1.1460793	15.9759655	1
CYBRD1	0.05914639	0.065287985	0.08349769888231427	0.025777942	0.0375	-1.3373027	7.5277944	1
ITGA6-AS1	0.021656303	0.011471353	0.01282051282051282	0.076982856	0.09464285714285714	2.7358525	8.690567	1
AC078883.1	0.07196987	0.05209518	0.06081525312294543	0.1799264	0.21964285714285714	1.78622	14.438348	1
RAPGEF4	0.048962083	0.034806233	0.04076265614727153	0.1258546	0.15892857142857142	1.8513471	11.001714	1
HOXD-AS2	0.13685438	0.14869279	0.17718606180144642	0.07255349	0.09821428571428571	-1.0342004	10.08575	1
LINC01116	0.21461537	0.23050284	0.2577251808021039	0.1282931	0.1625	-0.8448427	10.883564	1
OSBPL6	0.018152755	0.021026248	0.027613412228796843	0.0025443595	0.0035714285714285713	-2.9980462	8.92258	1
TTN	0.067019545	0.030572794	0.03616042077580539	0.26500005	0.2982142857142857	3.1115053	27.027906	1
ITPRID2	0.9647763	1.0129373	0.7702169625246549	0.70319694	0.6464285714285715	-0.5264814	25.387774	1
FRZB	0.083081216	0.09350352	0.11374095989480605	0.026473947	0.0375	-1.8165503	16.717867	1
COL3A1	0.65713465	0.7081622	0.45627876397107164	0.3800165	0.3	-0.897842	20.706331	1
NABP1	0.19094287	0.20291007	0.2235371466140697	0.12591623	0.15892857142857142	-0.6879418	6.597261	1
CAVIN2	0.084661596	0.06688001	0.07100591715976332	0.18125436	0.20535714285714285	1.4370089	10.412447	1
STK17B	0.071160495	0.08189075	0.10190664036817883	0.012868383	0.023214285714285715	-2.6604626	29.709625	1
AC114760.2	0.0071841963	0.008506881	0.01282051282051282	6.693881e-10	0.0	-6.4274087	8.576865	1
HSPE1	1.235498	1.296483	0.8734385272846811	0.90423024	0.7803571428571429	-0.519793	40.745922	1
NDUFB3	0.7907148	0.86010975	0.7163050624589086	0.41380724	0.4660714285714286	-1.0553811	44.55244	1
GPR1	0.03839546	0.043140367	0.05062458908612755	0.01261373	0.017857142857142856	-1.7659916	7.783329	1
ZDBF2	0.1836539	0.16667555	0.19625246548323472	0.27586848	0.33214285714285713	0.7265956	7.815014	1
MAP2	0.052666906	0.05784794	0.07659434582511505	0.024516262	0.03571428571428571	-1.2351457	5.983633	1
FN1	1.0564331	0.9711909	0.5535831689677844	1.5194978	0.8321428571428572	0.64571404	28.274265	1
IGFBP5	1.3601732	1.1123931	0.5493096646942801	2.7061753	0.8142857142857143	1.2825121	44.55244	1
AC007563.2	0.024351845	0.009933454	0.012163050624589087	0.1026749	0.12142857142857143	3.356598	12.578698	1
DIRC3	0.0126371635	0.014514506	0.01873767258382643	0.002439996	0.0035714285714285713	-2.524503	5.245061	1
ANKZF1	0.10235336	0.089169756	0.1111111111111111	0.17397463	0.21428571428571427	0.9634626	6.891296	1
PID1	0.027218355	0.030741373	0.042077580539119	0.008081606	0.01607142857142857	-1.9144112	8.1151085	1
INPP5D	0.081675254	0.06869469	0.08053911900065747	0.15218759	0.18214285714285713	1.1464293	7.2885685	1
DGKD	0.3592081	0.33693406	0.3510848126232742	0.48019308	0.49107142857142855	0.51102066	7.9728527	1
ARL4C	0.19758447	0.20986773	0.20907297830374755	0.13084109	0.14821428571428572	-0.6812497	5.6274447	1
COL6A3	0.29947048	0.33957255	0.2968441814595661	0.08161039	0.08035714285714286	-2.0555532	44.55244	1
TWIST2	0.009680132	0.011340161	0.01643655489809336	0.00066343683	0.0017857142857142857	-3.9054546	8.441672	1
GPC1	0.09872282	0.11061244	0.13247863247863248	0.034144394	0.05178571428571429	-1.6928774	18.087767	1
KIF1A	0.20306844	0.22158189	0.22485207100591717	0.10248032	0.11071428571428571	-1.1117369	13.498015	1
CRELD1	0.25006852	0.23455897	0.2613412228796844	0.33430603	0.4	0.5110352	6.060289	1
SLC6A6	0.04165178	0.046434455	0.05851413543721236	0.015665108	0.025	-1.5615643	7.491935	1
LRRC3B	0.0060956134	0.0072179018	0.00953320184089415	6.693881e-10	0.0	-6.1933484	6.530088	1
CMC1	0.31309095	0.3283433	0.35601577909270216	0.23022191	0.2982142857142857	-0.5119926	7.2522593	1
OXSR1	0.21901079	0.20549107	0.23602892833662065	0.29243797	0.3517857142857143	0.5088462	5.1169252	1
SNRK	0.57340986	0.49149835	0.4779750164365549	1.018361	0.8267857142857142	1.0508387	44.55244	1
LIMD1	0.21402393	0.19494914	0.2235371466140697	0.31762767	0.3732142857142857	0.7039531	8.837177	1
LIMD1-AS1	0.032184057	0.023986991	0.029914529914529916	0.076711975	0.10357142857142858	1.6730771	6.44059	1
CCR1	0.009756956	0.01155326	0.018408941485864562	6.693881e-10	0.0	-6.86458	11.583245	1
MYL3	0.013321753	0.00088114344	0.0013149243918474688	0.08090099	0.10714285714285714	6.3673315	13.56741	1
TNNC1	0.028594319	0.000842793	0.001643655489809336	0.17934456	0.22678571428571428	7.5723815	27.32553	1
SMIM4	0.25957802	0.27408868	0.3047337278106509	0.18073611	0.23214285714285715	-0.6004862	7.5810533	1
ADAMTS9	0.9578248	0.8577636	0.6926364234056541	1.501385	0.8785714285714286	0.80756986	44.55244	1
ADAMTS9-AS1	0.026087279	0.0191789	0.022353714661406968	0.06361495	0.08392857142857142	1.7246091	5.495678	1
MAGI1	0.2005087	0.18372817	0.20775805391190005	0.29164937	0.3410714285714286	0.66637164	7.300143	1
PDZRN3	0.03116108	0.035554327	0.05062458908612755	0.007297088	0.014285714285714285	-2.269048	11.637116	1
EPHA3	0.029583825	0.03299796	0.047337278106508875	0.011038536	0.02142857142857143	-1.5711826	6.2661285	1
CRYBG3	0.28420153	0.26513016	0.29125575279421434	0.3877889	0.43392857142857144	0.5483987	7.4313903	1
DCBLD2	0.12789379	0.13737425	0.16305062458908612	0.07640189	0.10535714285714286	-0.8455941	6.850914	1
FILIP1L	0.070850715	0.07816676	0.09566074950690336	0.031102194	0.04107142857142857	-1.3267523	7.569302	1
NIT2	0.37928095	0.40491205	0.4086127547666009	0.24003348	0.2892857142857143	-0.75412816	15.840801	1
TMEM45A	0.110368505	0.09779421	0.11571334648257725	0.1786802	0.22321428571428573	0.8688915	6.3115344	1
ALCAM	0.0821645	0.070702195	0.08547008547008547	0.14442892	0.17857142857142858	1.0294923	6.145644	1
CCDC80	0.13869023	0.15804668	0.1752136752136752	0.03355124	0.04642857142857143	-2.2325318	36.052406	1
FAM162A	0.42987522	0.37611234	0.3915187376725838	0.7219173	0.6732142857142858	0.9404863	32.267147	1
SEMA5B	0.047597066	0.052941766	0.07264957264957266	0.018557336	0.026785714285714284	-1.5073858	7.1599693	1
MGLL	0.43686616	0.4066298	0.40532544378698226	0.6011063	0.5678571428571428	0.5637894	11.599627	1
EPHB1	0.124171965	0.1364151	0.15943458251150558	0.05767312	0.07857142857142857	-1.2405902	12.7676525	1
PLOD2	0.13791572	0.11855197	0.14266929651545035	0.24310806	0.3	1.0354551	11.6142	1
AGTR1	0.038774874	0.04402787	0.05851413543721236	0.010233091	0.010714285714285714	-2.0944183	8.568622	1
CPB1	0.0055695665	0.006595015	0.008547008547008548	6.693881e-10	0.0	-6.065006	5.766859	1
HLTF	0.22792718	0.2072476	0.24490466798159105	0.3402487	0.39285714285714285	0.7149621	9.71751	1
SERPINI1	0.23421809	0.265747	0.25608152531229456	0.06292776	0.08214285714285714	-2.076537	44.55244	1
AC007849.1	0.005519577	0.006535823	0.007889546351084813	6.693881e-10	0.0	-6.0521936	5.8046823	1
RPL22L1	0.40979505	0.43518534	0.4329388560157791	0.2718571	0.33035714285714285	-0.6785823	14.851526	1
TNFSF10	0.56458396	0.59293735	0.5009861932938856	0.41055068	0.36964285714285716	-0.5302114	9.522383	1
YEATS2	0.21145375	0.19758731	0.22386587771203156	0.2867642	0.3410714285714286	0.5371477	5.3233256	1
MASP1	0.0057961857	0.00020381634	0.0003287310979618672	0.036174715	0.048214285714285716	6.899621	5.8673654	1
TFRC	0.08705103	0.07359865	0.08941485864562787	0.16012867	0.2	1.120422	8.087215	1
SPON2	0.09268379	0.105427355	0.0973044049967127	0.023467155	0.023214285714285715	-2.1627676	15.538395	1
CTBP1	0.253539	0.26896676	0.30144641683103224	0.16971542	0.21964285714285714	-0.66399664	8.673037	1
CYTL1	0.03477168	0.038766976	0.048980933596318214	0.013069507	0.023214285714285715	-1.5613437	6.4554224	1
CRMP1	0.2903002	0.271191	0.2978303747534517	0.39409292	0.44821428571428573	0.5390607	7.6096625	1
LDB2	0.9522018	0.8858427	0.7146614069690993	1.3126864	0.9071428571428571	0.567347	42.55244	1
LAP3	0.28316027	0.29841802	0.3224852071005917	0.20026118	0.25892857142857145	-0.57521486	7.6238847	1
SLIT2	0.09641787	0.10747694	0.1291913214990138	0.036351167	0.048214285714285716	-1.561332	14.222252	1
AC096576.6	0.01137187	0.013117408	0.0190664036817883	0.0018906697	0.0035714285714285713	-2.7311134	6.0568933	1
PCDH7	0.14451435	0.1596684	0.17422748191978962	0.062195614	0.075	-1.3587797	15.562273	1
FAM114A1	0.52645	0.48332486	0.4710716633793557	0.7607041	0.6964285714285714	0.6542334	23.68538	1
AC114757.1	0.09762888	0.08384726	0.09664694280078895	0.1724987	0.21071428571428572	1.0398663	7.6097307	1
ATP10D	0.20364729	0.21472307	0.2465483234714004	0.1434637	0.19642857142857142	-0.58145785	5.803737	1
CHIC2	0.29642263	0.31060368	0.3346482577251808	0.21937135	0.28035714285714286	-0.50150657	6.3635874	1
PDGFRA	0.27813756	0.32097486	0.27712031558185407	0.045418404	0.060714285714285714	-2.8183877	44.55244	1
DCK	0.16631493	0.17665897	0.20052596975673898	0.11010499	0.14464285714285716	-0.6815939	5.9073257	1
ALB	0.0131675275	-1.1568773e-09	0.0	0.08469542	0.11071428571428571	9.7278595	14.37284	1
SHROOM3	0.035054192	0.039303295	0.05325443786982249	0.011973328	0.017857142857142856	-1.706493	7.24623	1
CNOT6L	0.31290227	0.275639	0.30243261012491784	0.5153129	0.5535714285714286	0.90242547	22.346395	1
ANXA3	0.19574553	0.20697771	0.2264957264957265	0.1347116	0.17857142857142858	-0.6192277	5.851557	1
BMP3	0.083617315	0.0954614	0.09861932938856016	0.019286878	0.023214285714285715	-2.3013475	20.605453	1
PTPN13	0.12805401	0.14753202	0.168310322156476	0.022254845	0.0375	-2.7233462	44.55244	1
SPARCL1	0.023852997	0.027558748	0.03155818540433925	0.0037236493	0.005357142857142857	-2.8547137	8.641453	1
GPRIN3	0.7641664	0.8110382	0.6522024983563445	0.50960827	0.4589285714285714	-0.6702759	22.674877	1
MMRN1	0.08610172	0.066890895	0.07034845496383958	0.19045863	0.20892857142857144	1.5081979	11.124271	1
UNC5C	0.06700773	0.07624131	0.09829059829059829	0.016843064	0.030357142857142857	-2.1717691	21.036726	1
LAMTOR3	0.23097412	0.2504036	0.28106508875739644	0.12541114	0.16964285714285715	-0.9970159	16.669254	1
C4orf3	1.1952138	1.1228728	0.8159105851413544	1.5881871	0.9446428571428571	0.5001487	44.55244	1
SPRY1	0.56944185	0.5274744	0.4888231426692965	0.79740983	0.6928571428571428	0.59612775	18.625673	1
PCDH18	0.13178186	0.15007621	0.16995397764628534	0.032412287	0.05357142857142857	-2.2075994	38.7313	1
MAML3	0.25944868	0.24361174	0.2669296515450362	0.34546494	0.40714285714285714	0.5037811	6.1054144	1
SMAD1	0.9590192	1.006045	0.7725180802103879	0.7036045	0.6339285714285714	-0.5157965	22.94066	1
EDNRA	0.20182738	0.22964893	0.23438527284681132	0.050675254	0.05357142857142857	-2.1778605	42.527138	1
SFRP2	0.029730929	0.034997627	0.03451676528599606	0.0011222748	0.0017857142857142857	-4.8437333	17.706219	1
MAP9	0.14574397	0.15563549	0.18211702827087442	0.092009455	0.12678571428571428	-0.7576766	6.3248773	1
GUCY1A1	0.083849974	0.09479021	0.11571334648257725	0.024429115	0.039285714285714285	-1.9517641	20.37205	1
GUCY1B1	0.08537726	0.09438772	0.11768573307034845	0.03643914	0.05178571428571429	-1.370684	10.53879	1
TDO2	0.049488474	0.057675347	0.06476002629848784	0.0050094347	0.005357142857142857	-3.4992185	21.81983	1
PDGFC	0.029403713	0.03315359	0.045364891518737675	0.009034632	0.0125	-1.8640918	6.7843227	1
GASK1B	0.4341547	0.46204528	0.44543063773833	0.2826339	0.32857142857142857	-0.7089016	15.97198	1
NPY1R	0.051983528	0.059881203	0.07330703484549639	0.009075483	0.0125	-2.7086544	19.768217	1
CPE	0.16126178	0.17486301	0.19789612097304404	0.087358266	0.11785714285714285	-1.0003833	10.949599	1
PALLD	0.36111793	0.3812644	0.3865877712031558	0.25166395	0.2982142857142857	-0.5990984	9.878417	1
HPGD	0.41103786	0.44834116	0.3711374095989481	0.20838201	0.2125	-1.1049957	25.00059	1
VEGFC	0.07915388	0.05699766	0.0601577909270217	0.19950686	0.23214285714285715	1.8056577	15.433107	1
WWC2	0.22759897	0.2138025	0.24358974358974358	0.30252996	0.35714285714285715	0.5006014	5.0458903	1
STOX2	0.030314058	0.033819195	0.044707429322813935	0.011274486	0.01607142857142857	-1.5763007	5.2110643	1
ANKRD37	0.06614383	0.044655126	0.05259697567389875	0.18286765	0.22321428571428573	2.0314636	16.174147	1
C4orf47	0.026021438	0.018754127	0.022682445759368838	0.065498866	0.0875	1.7987907	5.9309072	1
BASP1	0.5736431	0.6087453	0.5276134122287969	0.3829586	0.4017857142857143	-0.66851056	18.389008	1
MTMR12	0.19243613	0.1764352	0.1985535831689678	0.27934062	0.3357142857142857	0.6625858	7.0756717	1
NPR3	0.1296242	0.044695456	0.048980933596318214	0.5909713	0.45357142857142857	3.7219079	44.55244	1
