gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
MIB2	0.09823739	0.1069991	0.13043478260869565	0.09715788	0.12321428571428572	-0.13905929	0.10364987	0
MMP23B	0.020383421	0.02375742	0.028985507246376812	0.019967714	0.02857142857142857	-0.24956176	0.081279196	0
CDK11B	0.21037117	0.20368136	0.21739130434782608	0.21119545	0.26964285714285713	0.05223967	0.053303875	0
FO704657.1	0.0039130556	0.012977536	0.014492753623188406	0.0027962027	0.0035714285714285713	-2.1748562	0.35594934	0
SLC35E2B	0.09996073	0.159092	0.17391304347826086	0.092674986	0.125	-0.77896005	0.8425879	0
CDK11A	0.15448205	0.19523962	0.21739130434782608	0.14946026	0.20535714285714285	-0.38525772	0.458609	0
SLC35E2A	0.045670528	0.055770773	0.07246376811594203	0.04442614	0.0625	-0.32744128	0.16678822	0
NADK	0.15379946	0.14787404	0.17391304347826086	0.15452965	0.19464285714285715	0.06347276	0.055046227	0
GNB1	1.2297769	1.0643883	0.7971014492753623	1.2501549	0.9035714285714286	0.23206207	1.5764835	0
AL109917.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
CALML6	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
TMEM52	0.0021198206	0.007893946	0.014492753623188406	0.001408362	0.0017857142857142857	-2.4059253	0.3754395	0
CFAP74	0.01560807	0.003224644	0.014492753623188406	0.017133884	0.023214285714285715	2.373976	1.7206273	0
AL391845.2	0.007369197	-5.820766e-11	0.0	0.008277188	0.0125	6.388395	2.0507503	0
GABRD	0.027687669	0.014223534	0.028985507246376812	0.029346783	0.04285714285714286	1.0397227	0.7067525	0
AL391845.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PRKCZ	0.025374722	0.041495986	0.057971014492753624	0.02338836	0.02857142857142857	-0.8244984	0.37527782	0
AL590822.2	0.0014339181	-5.820766e-11	0.0	0.0016105974	0.0017857142857142857	4.0964293	0.49792412	0
PRKCZ-AS1	0.0013302036	-5.820766e-11	0.0	0.0014941036	0.0017857142857142857	3.9946742	0.49792472	0
FAAP20	0.6844223	0.6529743	0.6376811594202898	0.6882974	0.6892857142857143	0.0759945	0.20722191	0
AL590822.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
SKI	0.28650692	0.34713143	0.391304347826087	0.27903658	0.3392857142857143	-0.31492636	0.5887519	0
AL590822.3	0.004092157	0.017479038	0.014492753623188406	0.0024427196	0.0035714285714285713	-2.7894118	0.40349954	0
MORN1	0.0058522536	-5.820766e-11	0.0	0.0065733353	0.007142857142857143	6.060337	1.3026869	0
AL589739.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL513477.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
RER1	0.5275988	0.3652132	0.37681159420289856	0.5476071	0.5892857142857143	0.58427095	2.2103038	0
PEX10	0.060412407	0.04507953	0.057971014492753624	0.062301714	0.08928571428571429	0.46591634	0.2986736	0
PLCH2	0.001081867	-5.820766e-11	0.0	0.0012151684	0.0017857142857142857	3.7171764	0.4979249	0
AL139246.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL139246.4	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PANK4	0.021174958	0.011126515	0.014492753623188406	0.02241305	0.03214285714285714	1.0038514	0.4398881	0
HES5	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL139246.5	0.038899206	0.02843344	0.028985507246376812	0.04018875	0.05714285714285714	0.4977233	0.23607054	0
TNFRSF14-AS1	0.01016547	-5.820766e-11	0.0	0.011418001	0.014285714285714285	6.8477473	2.076993	0
TNFRSF14	0.026936296	0.009444783	0.014492753623188406	0.029091503	0.039285714285714285	1.6127641	1.0737867	0
AL139246.3	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PRXL2B	0.1720164	0.19872123	0.2318840579710145	0.16872604	0.21964285714285714	-0.23593439	0.26070333	0
MMEL1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL831784.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
TTC34	0.0018787232	-5.820766e-11	0.0	0.0021102084	0.0035714285714285713	4.4661117	0.7721598	0
AC242022.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AC242022.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL592464.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL592464.3	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL592464.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL589702.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
ACTRT2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PRDM16-DT	0.0038808405	0.012778424	0.014492753623188406	0.0027845602	0.005357142857142857	-2.1585326	0.3561877	0
PRDM16	0.010337358	0.011649919	0.014492753623188406	0.010175569	0.014285714285714285	-0.19343248	0.043623935	0
AL008733.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL590438.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL354743.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL354743.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
ARHGEF16	0.011283532	0.009926812	0.014492753623188406	0.011450714	0.017857142857142856	0.20411916	0.05269337	0
AL512413.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
MEGF6	0.009825045	-5.820766e-11	0.0	0.011035631	0.014285714285714285	6.7990403	2.2720847	0
AL513320.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
TPRG1L	0.19117959	0.17862391	0.2028985507246377	0.19272669	0.2392857142857143	0.10957196	0.117965944	0
WRAP73	0.104771994	0.15193023	0.17391304347826086	0.09896158	0.13392857142857142	-0.61796075	0.63238484	0
TP73	0.00062189385	-5.820766e-11	0.0	0.00069852005	0.0017857142857142857	2.9973295	0.49790967	0
AL136528.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL136528.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
CCDC27	0.0013905425	0.01267597	0.014492753623188406	6.693881e-10	0.0	-6.997279	0.49369037	0
SMIM1	0.010515358	0.036249604	0.043478260869565216	0.007344501	0.010714285714285714	-2.2876928	0.692465	0
LRRC47	0.14243521	0.06309984	0.07246376811594203	0.15221047	0.2	1.2690223	2.3160808	0
AL365330.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
CEP104	0.16107574	0.21282585	0.2608695652173913	0.1546995	0.2	-0.45995024	0.6496816	0
DFFB	0.025717799	0.06733386	0.07246376811594203	0.020590063	0.03214285714285714	-1.7045352	0.8995351	0
C1orf174	0.10366732	0.13855533	0.18840579710144928	0.0993687	0.1357142857142857	-0.47918856	0.51441437	0
LINC01134	0.00061697816	0.0056244447	0.014492753623188406	6.693881e-10	0.0	-5.839054	0.49368897	0
LINC01346	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LINC01345	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LINC02780	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL805961.1	0.0012912406	-5.820766e-11	0.0	0.0014503398	0.0017857142857142857	3.9545133	0.4979345	0
LINC01777	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL355602.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
Z98747.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LINC01646	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AJAP1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
Z98886.1	0.0025655418	0.012796474	0.014492753623188406	0.0013049433	0.0017857142857142857	-3.1983929	0.42627612	0
BX005132.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LINC02781	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LINC02782	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL139823.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
Z98259.3	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
Z98259.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
Z98259.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL365255.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
NPHP4	0.026991453	0.030951252	0.043478260869565216	0.026503602	0.03571428571428571	-0.2230299	0.07874628	0
KCNAB2	0.02481988	0.027187243	0.028985507246376812	0.02452819	0.0375	-0.14791603	0.047563028	0
CHD5	0.0011462959	-5.820766e-11	0.0	0.0012875358	0.0017857142857142857	3.7944539	0.49792522	0
RPL22	2.2704818	2.5477755	1.0	2.236316	0.9982142857142857	-0.18810628	7.3881044	0
AL031847.1	0.0024267824	0.015543636	0.014492753623188406	0.000810579	0.0017857142857142857	-4.102648	0.45942786	0
RNF207	0.007176703	-5.820766e-11	0.0	0.008060975	0.0125	6.3506703	1.9790448	0
ICMT	0.1943451	0.15318227	0.18840579710144928	0.19941701	0.25892857142857145	0.38032088	0.52508944	0
LINC00337	0.0023235395	-5.820766e-11	0.0	0.0026098324	0.0035714285714285713	4.760133	0.773303	0
HES3	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
GPR153	0.008988021	0.01025742	0.014492753623188406	0.0088316	0.01607142857142857	-0.21367423	0.04852213	0
ACOT7	0.22616628	0.12505493	0.17391304347826086	0.23862427	0.29642857142857143	0.93163013	2.4568586	0
AL031848.2	0.0010842447	-5.820766e-11	0.0	0.001217839	0.0017857142857142857	3.720103	0.4979257	0
HES2	0.02274331	0.013389686	0.014492753623188406	0.023895798	0.03214285714285714	0.830925	0.32637993	0
ESPN	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL031848.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
TNFRSF25	0.13741298	0.05380834	0.07246376811594203	0.1477143	0.1875	1.4552054	2.8435194	0
PLEKHG5	0.13314787	0.06282866	0.08695652173913043	0.14181222	0.18571428571428572	1.1732098	2.1253102	0
NOL9	0.13719729	0.06158587	0.08695652173913043	0.14651373	0.19285714285714287	1.2490083	2.4704258	0
TAS1R1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
ZBTB48	0.05099104	0.08644081	0.10144927536231885	0.04662329	0.060714285714285714	-0.8892387	0.6193109	0
KLHL21	0.01967361	0.023455745	0.028985507246376812	0.01920758	0.03214285714285714	-0.2869116	0.09462087	0
PHF13	0.08044508	0.1277149	0.14492753623188406	0.07462091	0.10178571428571428	-0.7744722	0.7164606	0
THAP3	0.11481216	0.1498271	0.18840579710144928	0.11049783	0.15	-0.438938	0.4513873	0
DNAJC11	0.08191124	0.09763401	0.11594202898550725	0.07997403	0.10714285714285714	-0.28752622	0.20543833	0
LINC01672	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL591163.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
CAMTA1-DT	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
CAMTA1	0.64759624	0.6327782	0.6231884057971014	0.6494224	0.6571428571428571	0.03745144	0.08913149	0
AL512330.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
CAMTA1-IT1	0.0012219356	-5.820766e-11	0.0	0.0013724953	0.0017857142857142857	3.880192	0.49792412	0
Z97987.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL365194.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL359881.3	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL359881.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL359881.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
VAMP3	0.7017335	0.7092424	0.6376811594202898	0.70080835	0.7089285714285715	-0.01725643	0.040649697	0
Z98884.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PER3	0.0054470315	0.009926812	0.014492753623188406	0.004895081	0.007142857142857143	-1.0052831	0.20448388	0
Z98884.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
UTS2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
TNFRSF9	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PARK7	1.3452253	1.1700338	0.7536231884057971	1.3668103	0.9303571428571429	0.22424506	1.3932756	0
AL034417.4	0.0011252325	0.01025742	0.014492753623188406	6.693881e-10	0.0	-6.6945114	0.49369156	0
AL034417.3	0.0033592773	0.0056244447	0.014492753623188406	0.003080221	0.0035714285714285713	-0.84800875	0.1712548	0
ERRFI1	0.043623403	0.03585915	0.057971014492753624	0.044580143	0.06428571428571428	0.31327483	0.17923212	0
AL034417.2	0.00478598	0.01025742	0.014492753623188406	0.0041118492	0.007142857142857143	-1.298139	0.25231335	0
LINC01714	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL358876.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
SLC45A1	0.015803738	0.02750549	0.028985507246376812	0.014361848	0.02142857142857143	-0.9327034	0.28766665	0
RERE	0.5062083	0.5241441	0.5652173913043478	0.5039994	0.5357142857142857	-0.05653045	0.11913223	0
RERE-AS1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL357552.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
ENO1	2.4176023	2.6476123	1.0	2.389262	0.9964285714285714	-0.14812098	3.3401756	0
ENO1-AS1	0.0012088811	0.011019956	0.014492753623188406	6.693881e-10	0.0	-6.7969975	0.49369055	0
CA6	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
SLC2A7	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
SLC2A5	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
GPR157	0.008273692	0.015097476	0.028985507246376812	0.007432867	0.0125	-1.0125607	0.3117312	0
MIR34AHG	0.048506595	0.049602352	0.057971014492753624	0.048371777	0.060714285714285714	-0.03616913	0.01680945	0
LNCTAM34A	0.049336094	0.021466991	0.028985507246376812	0.05277003	0.06964285714285715	1.2936254	1.1331972	0
H6PD	0.08621313	0.052585967	0.057971014492753624	0.09035652	0.12321428571428572	0.7798057	0.7391949	0
SPSB1	0.010255783	0.015069233	0.028985507246376812	0.009662683	0.014285714285714285	-0.6357985	0.19509263	0
BX323043.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LINC02606	0.0087527	-5.820766e-11	0.0	0.009831138	0.014285714285714285	6.633888	2.2315593	0
AL928921.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
SLC25A33	0.05000807	0.058495518	0.08695652173913043	0.048962507	0.06785714285714285	-0.2561693	0.14089651	0
TMEM201	0.03385053	0.027284142	0.028985507246376812	0.034659687	0.048214285714285716	0.34407455	0.14392436	0
PIK3CD	0.006876541	0.011316447	0.014492753623188406	0.0063294526	0.008928571428571428	-0.82834584	0.17363992	0
PIK3CD-AS1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
PIK3CD-AS2	0.009023352	-5.820766e-11	0.0	0.010135157	0.0125	6.67739	2.0257776	0
CLSTN1	0.35208344	0.3384872	0.36231884057971014	0.3537584	0.40535714285714286	0.063644744	0.09658855	0
CTNNBIP1	0.30318964	0.23657145	0.2753623188405797	0.3113976	0.3732142857142857	0.39633536	0.794372	0
AL357140.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
AL357140.4	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
LZIC	0.3594902	0.36995545	0.391304347826087	0.3582002	0.42142857142857143	-0.04657269	0.06894025	0
AL357140.2	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
NMNAT1	0.12236225	0.07449935	0.10144927536231885	0.12825972	0.1732142857142857	0.7829576	1.1052834	0
AL603962.1	7.858034e-10	-5.820766e-11	0.0	6.693881e-10	0.0	1.0490903e-05	28.77808	0
RBP7	0.032999747	0.052971616	0.07246376811594203	0.030538967	0.0375	-0.7925729	0.44170246	0
UBE4B	0.1383245	0.065476015	0.08695652173913043	0.14730048	0.1982142857142857	1.168501	2.1363328	0
