gene	mean	EC_1_mean	EC_1_positive_frac	EC_3_mean	EC_3_positive_frac	log2FC	-log10 p-val	is_significant
TXNIP	0.48157957	0.22328424	0.19751243781094527	1.0682122	0.7446327683615819	2.257734	44.55244	1
SV2A	0.13469164	0.103636086	0.10945273631840796	0.20522892	0.24180790960451978	0.98501897	11.15057	1
ECM1	0.15343618	0.12889403	0.13134328358208955	0.20918329	0.23954802259887006	0.69815284	6.6270094	1
S100A4	0.35771155	0.27416927	0.19054726368159203	0.54743654	0.34350282485875705	0.9973624	14.68409	1
IL6R	0.103598095	0.11864717	0.1263681592039801	0.06942168	0.08926553672316384	-0.77235836	5.453425	1
KCNN3	0.45642018	0.40404344	0.373134328358209	0.57536495	0.5570621468926553	0.50986075	12.472672	1
GBA	0.11474478	0.13304073	0.1417910447761194	0.07319841	0.10282485875706214	-0.8610981	7.579197	1
DAP3	0.53660357	0.5937951	0.5228855721393035	0.40669864	0.44745762711864406	-0.5458934	17.15036	1
MEX3A	0.08462898	0.058991563	0.06069651741293532	0.142851	0.17740112994350282	1.2744966	10.808455	1
NES	0.9146012	1.0714862	0.7512437810945274	0.55832964	0.5412429378531074	-0.9403006	44.55244	1
PEAR1	0.129424	0.10172223	0.10895522388059702	0.19234414	0.2305084745762712	0.9183871	9.43903	1
SPTA1	0.018922577	0.025319947	0.0263681592039801	0.0043936986	0.005649717514124294	-2.4999857	6.5168867	1
APOA2	0.014273733	0.0026118853	0.0029850746268656717	0.040760156	0.05310734463276836	3.9133265	8.968215	1
HSD17B7	0.057256717	0.0723882	0.08208955223880597	0.022883633	0.03389830508474576	-1.6571394	11.562274	1
ILDR2	0.044179935	0.06051719	0.06368159203980099	0.0070747053	0.010169491525423728	-3.0787356	18.845314	1
ATP1B1	0.51693314	0.44712204	0.38308457711442784	0.6754774	0.5853107344632769	0.59512985	17.487562	1
DNM3OS	0.07238307	0.045757946	0.04975124378109453	0.1328493	0.1480225988700565	1.5356325	11.249542	1
GAS5	0.829944	0.610944	0.5258706467661691	1.3273339	0.8463276836158192	1.119292	44.55244	1
KIAA0040	0.061465118	0.0739932	0.07313432835820896	0.03300462	0.04858757062146893	-1.1623086	6.5994945	1
C1orf21	0.16059662	0.09864278	0.10348258706467661	0.30131057	0.30056497175141245	1.6099827	26.163443	1
RNF2	0.219187	0.19351077	0.19950248756218905	0.2774996	0.32655367231638416	0.51984614	6.063137	1
IVNS1ABP	1.032814	0.84598225	0.636318407960199	1.4571569	0.8723163841807909	0.78438544	44.55244	1
GLRX2	0.24984917	0.2840086	0.2845771144278607	0.17224969	0.21016949152542372	-0.72110367	11.531646	1
C1orf53	0.04978291	0.059680272	0.06616915422885572	0.027299652	0.03728813559322034	-1.1255119	5.2917457	1
TMEM9	0.19273461	0.16180328	0.1691542288557214	0.2629896	0.30621468926553674	0.70042205	8.960747	1
TNNT2	0.081262805	0.019409329	0.020398009950248756	0.22174203	0.25649717514124293	3.5072968	41.98424	1
TNNI1	0.06910131	0.013481531	0.014925373134328358	0.19542305	0.22937853107344633	3.8476207	39.575382	1
IPO9	0.23572801	0.26009938	0.26417910447761195	0.18035932	0.2192090395480226	-0.52794385	6.2015805	1
TIMM17A	0.41253257	0.4545076	0.43781094527363185	0.3171864	0.3649717514124294	-0.51883614	11.694462	1
CYB5R1	0.4839147	0.53965557	0.4696517412935323	0.35730302	0.3864406779661017	-0.5947545	16.422718	1
PPFIA4	0.015619338	0.0058326214	0.006965174129353234	0.03784728	0.04745762711864407	2.677255	6.5169687	1
BTG2	0.25811523	0.2950166	0.2771144278606965	0.17428811	0.20677966101694914	-0.75898325	12.232509	1
LRRN2	0.010051789	0.013918769	0.016417910447761194	0.0012699902	0.0022598870056497176	-3.355122	5.789575	1
KLHDC8A	0.030252527	0.009250984	0.009950248756218905	0.07795127	0.09943502824858758	3.061232	14.896721	1
DYRK3	0.16589056	0.18559717	0.18756218905472638	0.1211399	0.15593220338983052	-0.6150873	5.772392	1
SYT14	0.03824104	0.050588064	0.05621890547263682	0.010199517	0.013559322033898305	-2.2990694	11.896462	1
MARK1	0.056819145	0.070261836	0.07711442786069651	0.026281567	0.03615819209039548	-1.4152629	8.694262	1
AL929091.1	0.026490668	0.035307728	0.03880597014925373	0.006466302	0.007909604519774011	-2.4309113	8.838432	1
ENAH	0.11372159	0.09186994	0.09601990049751244	0.16335008	0.19096045197740114	0.8296157	6.6881776	1
TTC13	0.08804173	0.104533225	0.1154228855721393	0.05057965	0.06440677966101695	-1.0458627	7.778512	1
FAM89A	0.5016938	0.58221966	0.5029850746268657	0.3187886	0.33559322033898303	-0.8687589	31.992231	1
EGLN1	0.3243499	0.27564692	0.2746268656716418	0.43495077	0.45875706214689266	0.65783894	13.976751	1
CHRM3	0.20032543	0.23416547	0.2298507462686567	0.123456135	0.14350282485875707	-0.9229776	13.204616	1
AKT3	0.3880449	0.33454058	0.32686567164179103	0.50955135	0.519774011299435	0.6068983	14.895255	1
AC144450.1	0.041841403	0.050731085	0.05621890547263682	0.021651888	0.02937853107344633	-1.2245705	5.164404	1
EIPR1	0.12049358	0.13710257	0.15223880597014924	0.08277844	0.11073446327683616	-0.72723883	5.9648237	1
ADI1	0.52773035	0.61030984	0.5263681592039801	0.3401626	0.38192090395480227	-0.84312963	35.67232	1
ID2	0.15796234	0.07843883	0.08109452736318408	0.33857897	0.32090395480225986	2.1084402	37.481586	1
ODC1	0.17589504	0.20379795	0.20945273631840797	0.11252906	0.1367231638418079	-0.85626817	10.374319	1
LRATD1	0.18407728	0.22056198	0.21243781094527364	0.10121409	0.11186440677966102	-1.1230032	15.650302	1
MYCN	0.031093204	0.01361451	0.014925373134328358	0.070790716	0.08700564971751412	2.3698936	10.365578	1
TP53I3	0.6094538	0.6907004	0.573134328358209	0.42491442	0.45084745762711864	-0.7007572	29.944786	1
PTRHD1	0.32910898	0.3662513	0.3592039800995025	0.2447369	0.3016949152542373	-0.58140665	11.048039	1
DRC1	0.016474161	0.023058638	0.025373134328358207	0.0015204177	0.0022598870056497176	-3.8371127	9.355948	1
MAPRE3	0.12204032	0.13909043	0.14477611940298507	0.083323255	0.10847457627118644	-0.7385386	5.8753533	1
FOSL2	0.29053265	0.25561497	0.25771144278606967	0.36982444	0.41129943502824856	0.5326941	8.481751	1
GALNT14	0.017321821	0.004616229	0.004975124378109453	0.046178743	0.05536723163841808	3.294644	8.387109	1
EHD3	0.14904432	0.054462064	0.05870646766169154	0.36386237	0.3016949152542373	2.7378192	41.722492	1
CRIM1-DT	0.04934579	0.059402417	0.061691542288557215	0.02650178	0.03615819209039548	-1.1614255	5.412269	1
CRIM1	0.6885111	0.7688973	0.5870646766169154	0.5059261	0.4915254237288136	-0.6037668	23.398968	1
CDC42EP3	0.7605092	0.8430522	0.6671641791044776	0.573049	0.5435028248587571	-0.5568828	25.904806	1
TMEM178A	0.1106717	0.13943492	0.1383084577114428	0.0453524	0.05649717514124294	-1.6181978	18.66317	1
PKDCC	0.022458341	0.012981402	0.013930348258706468	0.04398271	0.05875706214689266	1.7526959	5.2395763	1
MSH6	0.16089009	0.13876092	0.14527363184079603	0.21115647	0.24745762711864408	0.60535485	5.5000067	1
NRXN1	0.021679068	0.010461527	0.011940298507462687	0.047156632	0.04745762711864407	2.1616983	5.1998606	1
CHAC2	0.04270404	0.052689016	0.058208955223880594	0.020026997	0.02824858757062147	-1.3911059	6.5276113	1
ANXA4	0.32914034	0.39304417	0.3711442786069652	0.18398623	0.22033898305084745	-1.0946767	31.59591	1
TEX261	0.1348293	0.15399215	0.1626865671641791	0.0913138	0.11751412429378531	-0.7533094	6.761289	1
SPR	0.07096746	0.08419794	0.09303482587064676	0.040911797	0.05423728813559322	-1.0394584	6.489585	1
MTHFD2	0.11485733	0.07237948	0.08159203980099503	0.21133164	0.20677966101694914	1.5445467	15.788726	1
WDR54	0.43408197	0.31653947	0.30895522388059704	0.701035	0.6576271186440678	1.1468513	44.55244	1
HK2	0.041909616	0.018445155	0.020398009950248756	0.095201954	0.11412429378531073	2.3614635	13.4906435	1
EVA1A	0.09225254	0.11444781	0.11741293532338308	0.041839365	0.05310734463276836	-1.4495729	13.474174	1
CAPG	0.18885162	0.21139967	0.2109452736318408	0.13763934	0.17401129943502824	-0.61871475	6.555454	1
ST3GAL5	0.23745026	0.2801482	0.27810945273631843	0.1404564	0.18192090395480226	-0.99555594	19.668404	1
KDM3A	0.2202155	0.17793907	0.18407960199004975	0.31623116	0.3559322033898305	0.82924175	13.71864	1
RMND5A	0.25686166	0.22323026	0.22686567164179106	0.333236	0.3706214689265537	0.5777984	8.428628	1
CYTOR	0.8664214	0.96811044	0.7169154228855721	0.63549757	0.5898305084745763	-0.607207	36.822163	1
ANKRD39	0.18715523	0.2072966	0.2208955223880597	0.14141004	0.18418079096045198	-0.55148774	5.6966543	1
SEMA4C	0.26027632	0.22372134	0.227363184079602	0.34329042	0.3751412429378531	0.6175021	9.545323	1
UNC50	0.2961616	0.32651177	0.3199004975124378	0.22721596	0.2734463276836158	-0.5228778	8.019678	1
TXNDC9	0.6615755	0.7461539	0.6134328358208955	0.46946952	0.5050847457627119	-0.66832787	32.20785	1
PDCL3	0.31008053	0.349033	0.33930348258706466	0.22159739	0.2711864406779661	-0.6551849	12.589781	1
IL1R1	0.009370444	0.0030922208	0.003980099502487562	0.023629608	0.03502824858757062	2.8940558	5.205845	1
SULT1C4	0.43367043	0.38124374	0.3492537313432836	0.55272883	0.5310734463276836	0.53574103	12.660125	1
BCL2L11	0.10047275	0.119316846	0.11890547263681592	0.057677988	0.07344632768361582	-1.0474145	8.471118	1
ZC3H6	0.0917948	0.06613425	0.07462686567164178	0.15006933	0.17966101694915254	1.1809407	10.391931	1
INSIG2	0.2962335	0.2603137	0.26417910447761195	0.37780207	0.40225988700564974	0.5372072	8.344547	1
INHBB	0.38563225	0.316249	0.28756218905472636	0.54320097	0.4655367231638418	0.7802347	18.124409	1
HS6ST1	0.073018305	0.057258077	0.061691542288557215	0.10880703	0.13333333333333333	0.92502844	5.2159147	1
CXCR4	1.2638819	1.5193055	0.854726368159204	0.6838156	0.5322033898305085	-1.1516167	44.55244	1
RND3	0.23692624	0.2629446	0.24328358208955222	0.1778165	0.20564971751412428	-0.5641071	6.311616	1
NMI	0.16852668	0.19314235	0.20398009950248755	0.11262655	0.14915254237288136	-0.7775839	9.21018	1
PKP4	0.105321035	0.082880944	0.08855721393034825	0.15628555	0.19887005649717515	0.91425526	7.956306	1
TANK	0.32935262	0.36641067	0.34875621890547265	0.24517262	0.3016949152542373	-0.5794689	10.817219	1
PSMD14	0.882144	0.9953538	0.7213930348258707	0.625061	0.5807909604519774	-0.6711266	43.273685	1
DPP4	0.05507861	0.07429951	0.07860696517412935	0.011417679	0.015819209039548022	-2.6914432	20.388023	1
COBLL1	0.10995259	0.12630865	0.1318407960199005	0.072811805	0.09491525423728814	-0.7938708	5.870919	1
SCN2A	0.01125796	0.015917215	0.018407960199004977	0.00067674636	0.0011299435028248588	-4.366036	7.4759784	1
SCN9A	0.4005847	0.47509956	0.4218905472636816	0.23133266	0.2632768361581921	-1.037941	34.57785	1
CERS6	0.13808617	0.10604335	0.11393034825870647	0.21086589	0.2542372881355932	0.99099565	11.830865	1
NOSTRIN	0.2372614	0.17203327	0.17313432835820897	0.38540396	0.40225988700564974	1.1632197	26.076244	1
ITGA6-AS1	0.041529465	0.020823287	0.021393034825870648	0.088557206	0.10508474576271186	2.0831285	11.123573	1
AC078883.1	0.10525296	0.06735218	0.07164179104477612	0.19133113	0.22824858757062147	1.5048884	18.080944	1
PDK1	0.09289331	0.069075495	0.07313432835820896	0.14698295	0.1751412429378531	1.088297	9.0073595	1
RAPGEF4	0.08248963	0.043668453	0.0472636815920398	0.1706558	0.2033898305084746	1.9639713	21.120571	1
HOXD-AS2	0.11042874	0.13635914	0.14378109452736318	0.051543362	0.06779661016949153	-1.4018141	15.717749	1
HAGLR	0.07958403	0.09271323	0.1	0.049758404	0.06327683615819209	-0.8964937	5.4560843	1
HOXD1	0.06715621	0.08191672	0.08258706467661692	0.033625606	0.04406779661016949	-1.2820736	7.959619	1
LINC01116	0.17580469	0.21066651	0.21293532338308457	0.09663401	0.12203389830508475	-1.1235505	17.31227	1
FKBP7	0.1498076	0.12363327	0.12935323383084577	0.20926109	0.2542372881355932	0.7587598	8.0673485	1
TTN	0.11250335	0.049052067	0.049253731343283584	0.25661397	0.2790960451977401	2.3848376	31.745544	1
ITPRID2	0.8874593	0.9803371	0.7253731343283583	0.67655075	0.6192090395480226	-0.53501356	30.471794	1
COL3A1	0.22208188	0.15800087	0.15124378109452735	0.36762375	0.3073446327683616	1.217777	17.806168	1
NABP1	0.17637993	0.20805854	0.2109452736318408	0.104438715	0.1344632768361582	-0.9936453	14.021846	1
HECW2	0.79136956	0.68241245	0.5611940298507463	1.0388311	0.7717514124293785	0.60617274	34.71185	1
HSPE1	1.1377546	1.2689812	0.8437810945273632	0.83974504	0.7299435028248588	-0.5955892	44.55244	1
NDUFB3	0.740323	0.8461821	0.673134328358209	0.49990186	0.5107344632768361	-0.75920534	44.55244	1
CASP10	0.12454307	0.14934593	0.154726368159204	0.06821836	0.09265536723163842	-1.1292784	12.56203	1
NRP2	1.1037692	0.92979205	0.6786069651741293	1.4989105	0.8915254237288136	0.68887544	44.55244	1
GPR1	0.033793792	0.04567495	0.04825870646766169	0.0068103	0.00903954802259887	-2.7277381	12.545408	1
ZDBF2	0.2075498	0.17096591	0.1791044776119403	0.2906395	0.33785310734463275	0.7651747	11.482249	1
KLF7	0.22494136	0.18939874	0.1935323383084577	0.30566353	0.3389830508474576	0.69022804	9.698096	1
CCNYL1	0.25404593	0.2834308	0.2865671641791045	0.18729167	0.23502824858757063	-0.5974486	8.643868	1
FN1	0.66338056	0.47661296	0.3502487562189055	1.0875597	0.6700564971751413	1.1900346	44.55244	1
IGFBP5	1.4024849	0.8618781	0.3920398009950249	2.6303189	0.7875706214689265	1.6095693	44.55244	1
AC007563.2	0.038239762	0.010287439	0.010447761194029851	0.10172484	0.11412429378531073	3.2931776	17.514807	1
TNS1	0.10208221	0.07168423	0.07611940298507462	0.17111693	0.2033898305084746	1.2540866	12.679752	1
ANKZF1	0.1289845	0.08834538	0.09502487562189055	0.22128655	0.2519774011299435	1.3237089	17.086077	1
KCNE4	0.011470923	0.0025552379	0.0029850746268656717	0.031720333	0.04067796610169491	3.583036	6.558449	1
SERPINE2	0.09536521	0.07238719	0.07213930348258707	0.14754787	0.15028248587570622	1.0263625	6.5163164	1
FAM124B	0.11435463	0.14607534	0.14577114427860696	0.04231841	0.05536723163841808	-1.7849374	22.921667	1
IRS1	0.08115236	0.05148383	0.056716417910447764	0.14852947	0.16271186440677965	1.5267295	12.372153	1
DGKD	0.4160739	0.36195508	0.33880597014925373	0.53897595	0.5209039548022599	0.57427955	13.772976	1
ARL4C	0.19724314	0.22507688	0.2009950248756219	0.1340195	0.1423728813559322	-0.7475397	7.711421	1
IQCA1	0.12955582	0.15589795	0.16119402985074627	0.06973523	0.08926553672316384	-1.1595001	13.335456	1
AC093915.1	0.05234406	0.06268102	0.06517412935323383	0.028861154	0.03615819209039548	-1.1162094	5.1321325	1
ACKR3	0.6023155	0.68079734	0.5024875621890548	0.42405322	0.35480225988700564	-0.68285185	19.493332	1
KIF1A	0.18342134	0.2421845	0.2243781094527363	0.04995438	0.0576271186440678	-2.2751338	44.55244	1
SUMF1	0.124042764	0.139912	0.14626865671641792	0.08800782	0.1152542372881356	-0.6682084	5.04403	1
BHLHE40	0.13892572	0.08670158	0.09402985074626866	0.25754282	0.2824858757062147	1.5695791	23.883583	1
PPARG	0.08518471	0.04442491	0.046766169154228855	0.17775448	0.20451977401129945	1.9980127	21.380575	1
DPH3	0.6596313	0.72917014	0.6059701492537314	0.50168437	0.5163841807909605	-0.5393858	21.631512	1
KAT2B	0.046668775	0.0568447	0.059203980099502486	0.02355417	0.030508474576271188	-1.267467	5.741129	1
NEK10	0.02492914	0.03378728	0.03681592039800995	0.0048114387	0.005649717514124294	-2.7865264	9.718934	1
AC025614.2	0.0380237	0.049824055	0.05621890547263682	0.01122378	0.015819209039548022	-2.1403794	10.659783	1
ACVR2B	0.10532556	0.087066844	0.09502487562189055	0.14679325	0.18418079096045198	0.75291663	5.686234	1
SNRK	0.6803538	0.56128246	0.490547263681592	0.9507831	0.7638418079096045	0.7602839	44.55244	1
LIMD1	0.25110215	0.21415187	0.2228855721393035	0.33501473	0.3751412429378531	0.6453472	10.278599	1
LIMD1-AS1	0.04125522	0.027342634	0.030845771144278607	0.07285359	0.096045197740113	1.4105601	6.8501267	1
MYL3	0.030467115	0.007973771	0.00945273631840796	0.081553936	0.10056497175141244	3.338208	15.814229	1
PFKFB4	0.03254318	0.017785152	0.01890547263681592	0.06606173	0.08022598870056497	1.8872346	7.9821424	1
IMPDH2	0.2081327	0.16997722	0.1771144278606965	0.29479313	0.3333333333333333	0.79400223	11.800388	1
LAMB2	0.5700652	0.63282794	0.5552238805970149	0.4275073	0.4519774011299435	-0.56575483	19.02131	1
RASSF1	0.15952864	0.13520661	0.14129353233830846	0.21477552	0.25084745762711863	0.6672688	6.5749917	1
TNNC1	0.06014819	0.01249592	0.014925373134328358	0.16837494	0.20564971751412428	3.7415056	33.65788	1
SMIM4	0.2387977	0.27589464	0.27810945273631843	0.15452524	0.19661016949152543	-0.8358644	14.751407	1
WNT5A	0.110492654	0.13690454	0.13781094527363183	0.050513815	0.07005649717514124	-1.4366205	16.24009	1
C3orf14	0.14272729	0.16263215	0.17213930348258707	0.09752667	0.12203389830508475	-0.73715216	6.7305727	1
ADAMTS9	1.1349055	0.94639933	0.6965174129353234	1.563054	0.847457627118644	0.7237864	44.55244	1
ADAMTS9-AS1	0.03967171	0.02447831	0.026865671641791045	0.07417897	0.09378531073446328	1.5955681	7.77548	1
HTR1F	0.044369087	0.05801695	0.061691542288557215	0.013371478	0.01694915254237288	-2.109051	11.661763	1
NIT2	0.34255397	0.41288573	0.3805970149253731	0.1828012	0.23389830508474577	-1.1750273	38.6286	1
TMEM45A	0.12221705	0.08097949	0.08358208955223881	0.21587624	0.25084745762711863	1.4134637	18.407007	1
ALCAM	0.12776497	0.06795404	0.07313432835820896	0.26360762	0.280225988700565	1.9541864	29.743254	1
CBLB	0.28689447	0.25292897	0.25024875621890547	0.36402363	0.38531073446327685	0.5251258	7.5870743	1
CD200	0.06564127	0.044412684	0.04477611940298507	0.11385129	0.14350282485875707	1.3561287	9.574672	1
SPICE1	0.05973167	0.04453558	0.049253731343283584	0.09424153	0.12203389830508475	1.0796988	6.168909	1
ATP6V1A	0.2609753	0.28963697	0.2845771144278607	0.19586338	0.24519774011299436	-0.56415963	7.932191	1
ZBTB20	0.13800615	0.11344511	0.11890547263681592	0.19379413	0.23502824858757063	0.77200353	7.4450154	1
FAM162A	0.5472846	0.38385317	0.36019900497512436	0.9184632	0.7344632768361582	1.2584487	44.55244	1
MYLK	0.44514805	0.4892359	0.44676616915422884	0.34500057	0.37175141242937854	-0.50380826	11.093806	1
TRH	0.01379557	0.0046677	0.004975124378109453	0.034527	0.04406779661016949	2.8605323	6.3862295	1
EPHB1	0.10756733	0.13828275	0.1427860696517413	0.037814625	0.05310734463276836	-1.8678377	24.361546	1
FAIM	0.12558804	0.14420092	0.1537313432835821	0.083321646	0.10282485875706214	-0.7905868	6.704976	1
SLC25A36	0.41514802	0.35631865	0.34776119402985073	0.5487495	0.559322033898305	0.62283784	17.535072	1
ATP1B3	0.78073776	0.8738031	0.6791044776119403	0.56937784	0.5548022598870056	-0.6178335	33.697483	1
CHST2	0.17748655	0.13792136	0.1427860696517413	0.26735374	0.30056497175141245	0.9543977	13.639453	1
PLOD2	0.16560942	0.119053334	0.12686567164179105	0.27135387	0.3096045197740113	1.1878877	19.279825	1
HLTF	0.23328361	0.18879125	0.2009950248756219	0.3343297	0.3751412429378531	0.8241471	14.87035	1
GMPS	0.23979513	0.21165827	0.21890547263681592	0.3036933	0.34350282485875705	0.52067167	6.489498	1
GFM1	0.3623528	0.41141015	0.38855721393034826	0.25091964	0.29265536723163843	-0.71312785	17.07077	1
MFSD1	0.20303673	0.22734562	0.23432835820895523	0.14781977	0.192090395480226	-0.6207066	7.4942074	1
NMD3	0.19203007	0.16776484	0.17661691542288557	0.24714515	0.29265536723163843	0.5586421	5.9865603	1
SKIL	0.398341	0.3420234	0.3243781094527363	0.52623653	0.5288135593220339	0.62146884	16.132765	1
TNFSF10	0.5367894	0.66157234	0.5039800995024876	0.25336915	0.24519774011299436	-1.3843069	44.55244	1
KLHL6	0.09887833	0.081985325	0.09203980099502487	0.13724186	0.17288135593220338	0.74257517	5.228589	1
YEATS2	0.23017588	0.19644949	0.20149253731343283	0.30677116	0.34915254237288135	0.6427404	9.308471	1
EEF1AKMT4	0.04275932	0.052592926	0.05970149253731343	0.02042613	0.030508474576271188	-1.3601477	6.608708	1
DNAJB11	0.53341955	0.5933393	0.5228855721393035	0.3973168	0.43954802259887005	-0.5784477	18.89735	1
MASP1	0.027156485	0.0026015628	0.003482587064676617	0.08292537	0.09265536723163842	4.941686	15.724115	1
P3H2	0.046654057	0.021442844	0.023383084577114428	0.10391335	0.12429378531073447	2.2714882	14.325005	1
