gene	mean	HO_mean	HO_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
HOPX	0.01317493	0.0074774073	0.00892700857692981	0.016559321	0.017164256735670447	1.1365534	5.4993653	1
EMCN	0.026820838	0.013522234	0.01452826886049361	0.034725793	0.03391241027774888	1.354193	13.409235	1
IL7R	0.0032780566	0.00069467264	0.000875196919306844	0.0048134862	0.005513367315094143	2.6283143	5.6655884	1
ESM1	0.029567285	0.0063134586	0.005776299667425171	0.043387607	0.02652657859149069	2.7614298	26.89618	1
NR2F1-AS1	0.004468125	0.001273567	0.0014003150708909505	0.006366716	0.0076979090814522	2.235106	6.2281513	1
NR2F1	0.00877951	0.0009401589	0.001050236303168213	0.013437862	0.014771663372516385	3.7021239	20.625149	1
ST8SIA4	0.0045075915	0.0016012827	0.001750393838613688	0.006234924	0.008322063871840216	1.8967043	5.1168323	1
EGR1	0.21437845	0.12306816	0.12655347453176966	0.26866835	0.21845417663580569	1.1257339	44.25141	1
ECSCR	0.011581281	0.0032412633	0.0038508664449501137	0.016537111	0.015811921356496412	2.3159394	13.845147	1
PCDH12	0.0046537425	0.0011827587	0.0015753544547523193	0.006716632	0.00884219286383023	2.4098094	8.255253	1
SPRY4-AS1	0.049963307	0.065197065	0.09154559775949589	0.04090029	0.045563299698325184	-0.671384	10.518826	1
PDGFRB	0.025000224	0.010438111	0.0077017328899002275	0.03365627	0.0307916363258088	1.6795393	14.435478	1
GRIA1	0.037181593	0.046909932	0.05863819359355855	0.031402852	0.03151981691459482	-0.57748306	5.5239305	1
EBF1	0.008067486	0.0016045715	0.0015753544547523193	0.011908445	0.013835431186934359	2.8165684	13.4789095	1
C1QTNF2	0.013348324	0.019185701	0.030981970943462278	0.009872808	0.012483095807760325	-0.9514599	6.6264734	1
BTNL9	0.0023559488	0.00012670332	0.00035007876772273763	0.0036808033	0.0054093415166961405	4.0598154	8.917569	1
HIST1H1E	0.13606775	0.16705877	0.21127253632067214	0.11764351	0.11505253302819099	-0.50557137	15.8155575	1
HIST1H4E	0.039554395	0.05052067	0.07421669875722038	0.03303678	0.036409029439300945	-0.61129314	7.440596	1
ADGRF5	0.010044295	0.0038825704	0.005776299667425171	0.013704553	0.014875689170914386	1.7933724	11.066216	1
ELOVL4	0.0865385	0.109757215	0.1549098547173114	0.07272319	0.07833142619369604	-0.59315985	15.564381	1
SNAP91	0.041195862	0.05157283	0.07089095046385437	0.03502755	0.03692915843129096	-0.556803	6.296242	1
PRDM1	0.0048667197	0.0017235572	0.0024505513740591634	0.0067348583	0.007905960678248206	1.906156	6.012382	1
MYCT1	0.00762218	0.0026686066	0.0029756695256432696	0.010566226	0.011650889420576302	1.9458178	8.255273	1
AC004982.2	0.04258769	0.05289111	0.07316646245405216	0.036460977	0.038489545407261	-0.53544563	5.969049	1
RAPGEF5	0.007199607	0.0027311046	0.0029756695256432696	0.00985538	0.010922708831790284	1.8141112	7.092359	1
HOXA9	0.001845457	-3.0704541e-09	0.0	0.0029422133	0.0038489545407261	4.927094	6.250217	1
HOXA10	0.0032233158	0.00012302247	0.00017503938386136881	0.0050658463	0.006761676895870176	4.533744	11.516189	1
IGFBP3	0.110542	0.07308261	0.07754244705058638	0.13279732	0.09892853427650057	0.8607392	22.43424	1
VWC2	0.052439805	0.06479118	0.08594433747593208	0.04508535	0.048163944658275254	-0.5221674	7.0605764	1
TAC1	0.016175168	0.007353497	0.006301417819009277	0.021416396	0.01664412774368043	1.5294471	8.063255	1
LRRC17	0.10882956	0.13586809	0.17801505338701207	0.09274729	0.09435139914698845	-0.5503363	15.861127	1
GIMAP4	0.0033857222	0.0006177479	0.0007001575354454753	0.0050308094	0.006345573702278165	2.8376372	6.8579407	1
LPL	0.0061090756	0.002788842	0.004200945212672852	0.008082521	0.008738167065432227	1.5020541	5.172664	1
EGR3	0.014319666	0.0077666547	0.009802205496236654	0.01821212	0.01882866951003849	1.2189766	7.422232	1
TCIM	0.007037356	0.0015115876	0.0012252756870295817	0.010321406	0.010194528243004266	2.6929953	9.864332	1
AC083967.1	0.005206148	-3.0704541e-09	0.0	0.00830016	0.006969728492666181	6.3923893	11.78072	1
SULF1	0.027059315	0.010185099	0.009102047960791178	0.037088394	0.031103713721002808	1.8542968	19.236471	1
CA2	0.018698623	0.0085967295	0.009627166112375284	0.024702227	0.02153334026838656	1.5119247	10.43555	1
BAALC	0.016629249	0.010337003	0.013302993173464029	0.020367067	0.021637366066784562	0.97159696	5.387893	1
TMEM71	0.01187588	0.01802593	0.025905828811482585	0.008215721	0.009362321855820243	-1.1241417	6.7504134	1
DNAJB5	0.091946736	0.11303261	0.16558725713285488	0.07939942	0.08758972225111827	-0.50899863	12.920427	1
AL354733.3	0.053480618	0.07335413	0.08069315596009102	0.04165394	0.03942577759284303	-0.81493133	11.235947	1
SYK	0.0015675718	-3.0704541e-09	0.0	0.0024992323	0.0032247997503380837	4.700058	6.2549376	1
GATA3	0.006701922	0.0018293232	0.0029756695256432696	0.009597823	0.010298554041402268	2.329566	10.594365	1
CAMK1D	0.044853877	0.057961088	0.08121827411167512	0.03705752	0.04057006137522105	-0.6439174	8.850645	1
MYOZ1	0.2328771	0.29319438	0.336950813933135	0.19710636	0.18932695308436492	-0.5726433	36.343945	1
LIPA	0.029447205	0.022279298	0.032907404165937335	0.033709012	0.036721106834494956	0.59524316	5.0297246	1
IFIT3	0.024910199	0.018108452	0.02643094696306669	0.02895478	0.03224799750338084	0.6741673	5.130208	1
PI4K2A	0.047227666	0.058026716	0.08716961316296166	0.040802605	0.0461874544887132	-0.5070086	6.6081686	1
CPXM2	0.007643137	0.002285838	0.002800630141781901	0.010827046	0.012171018412566317	2.1953354	9.6728115	1
LYVE1	0.007023925	0.0009126146	0.0005251181515841065	0.010655962	0.008426089670238219	3.4089794	10.582306	1
CHST1	0.0042998116	0.0011881026	0.001750393838613688	0.0061492072	0.007905960678248206	2.2784257	8.083137	1
AP001160.2	0.033315446	0.041319918	0.06021354804831087	0.02856781	0.031727868511390825	-0.5308931	5.0007896	1
SSH3	0.039213274	0.048634958	0.0729914230701908	0.033614337	0.036617081036096955	-0.5315947	6.0079565	1
SLN	0.045725252	0.05741965	0.059513390512865395	0.03876965	0.034328513471340895	-0.5654107	5.0846896	1
THY1	0.036043424	0.011613307	0.010852441799404866	0.050560273	0.04004993238323104	2.1127067	30.7025	1
NRGN	0.014419972	0.0086167855	0.012952914405741292	0.017866919	0.020701133881202538	1.0434749	6.1676598	1
ESAM	0.014024616	0.0039306358	0.003500787677227376	0.020022677	0.019764901695620514	2.319743	16.766485	1
GALNT8	0.027376242	0.034725223	0.0516366182391038	0.023015587	0.025590346405908664	-0.59126663	5.103419	1
EMP1	0.012208877	0.005224121	0.005601260283563802	0.016358608	0.015811921356496412	1.6282271	8.922993	1
MGP	0.05374454	0.040852718	0.04043409767197619	0.061399035	0.05222095079579736	0.5866046	5.219463	1
ARHGDIB	0.025060132	0.016399918	0.023105198669700684	0.030208746	0.03297617809216686	0.87727535	7.437812	1
AC074032.1	0.05858876	0.072319224	0.09609662173989147	0.05041058	0.0538853635701654	-0.519787	6.947667	1
NR4A1	0.07909956	0.05580405	0.0712410292315771	0.092937835	0.09507957973577447	0.73486465	16.461687	1
HOXC9	0.0027889872	-3.0704541e-09	0.0	0.004446523	0.006241547903880163	5.506736	12.374451	1
PPFIA2	0.049968854	0.062859416	0.08314370733415018	0.04229731	0.04317070633517112	-0.5704493	7.4535933	1
LUM	0.0152092995	0.0067612925	0.007876772273761596	0.020228095	0.018308540518048477	1.5669229	9.946611	1
TCP11L2	0.09582636	0.11884749	0.1689130054262209	0.08212937	0.08457297409757619	-0.53259915	14.1142645	1
FLT1	0.06702255	0.04887707	0.05601260283563802	0.077799976	0.06043898886923957	0.6695164	8.233629	1
RGCC	0.0074807215	0.0012275405	0.0015753544547523193	0.011197027	0.009570373452616248	3.0891154	12.35761	1
SMIM2-AS1	0.060600623	0.074766986	0.10939961491335551	0.052164044	0.05825444710288152	-0.51851094	8.693295	1
PCDH17	0.028046723	0.017137466	0.016978820234552775	0.034531735	0.030895662124206802	1.0065471	7.7284822	1
TMEM255B	0.00547587	0.0020129795	0.002800630141781901	0.0075340807	0.009050244460626236	1.8531756	6.6225595	1
CLEC14A	0.004179277	0.00016269175	0.00035007876772273763	0.0065663583	0.007073754291064184	4.665456	10.999138	1
FOS	0.43974513	0.2898091	0.29756695256432697	0.5288747	0.3768854675959638	0.8675981	44.25141	1
MEG3	0.013669819	0.00014663514	0.00017503938386136881	0.021706568	0.018204514719650473	6.4662404	30.410498	1
BMF	0.06008189	0.075605325	0.10537370908454402	0.05083765	0.05242900239259336	-0.5716623	9.555631	1
CAPN3	0.17680225	0.22648953	0.2699107299142307	0.14731608	0.14896494330593987	-0.6201872	30.5803	1
ALDH1A2	0.006791026	0.0028481206	0.00437598459653422	0.00913445	0.010298554041402268	1.6472304	7.022962	1
ISLR	0.0054104426	0.0014170227	0.0024505513740591634	0.00778382	0.009154270259024239	2.3776522	9.901029	1
TM6SF1	0.03246672	0.042676788	0.06091370558375635	0.026409252	0.028919171954644753	-0.6903323	7.6424923	1
IL32	0.00373638	0.00078991684	0.0012252756870295817	0.005487518	0.006865702694268178	2.650465	7.345775	1
MYH11	0.07217598	0.09342843	0.09067040084018904	0.059524998	0.05170082180380734	-0.6494877	9.703319	1
CDH5	0.0102073755	0.0018472257	0.0022755119901977944	0.01517545	0.014459585977322376	2.9717228	18.580315	1
HSD11B2	0.0033866481	0.0010713973	0.001750393838613688	0.0047627	0.005825444710288151	2.053527	5.935897	1
DDX19B	0.095874	0.11763986	0.16401190267810256	0.08292329	0.08883803183189432	-0.50401473	12.353497	1
BCL6B	0.0036049979	0.0010509951	0.0012252756870295817	0.005122899	0.006657651097472173	2.1819692	5.2103243	1
CHRNB1	0.09061599	0.11240643	0.1633117451426571	0.077650614	0.0848850514927702	-0.53308153	13.750851	1
HS3ST3A1	0.08368239	0.10728354	0.1424820584631542	0.06963836	0.07052949131384584	-0.62274855	15.087289	1
PLXDC1	0.010032178	0.004382278	0.005776299667425171	0.013388722	0.01425153438052637	1.5894498	8.806196	1
NGFR	0.043527972	0.053779505	0.06493961141256782	0.037429575	0.039009674399251015	-0.52170867	5.303686	1
HEATR6	0.110839926	0.13651995	0.19201820409592157	0.09556631	0.10246541142203267	-0.51408535	15.174206	1
ICAM2	0.004252809	0.00069795933	0.0012252756870295817	0.0063655335	0.00728180588786019	3.0183823	9.471543	1
SNHG25	0.040449914	0.029430624	0.04235953089445125	0.046994388	0.04972433163424529	0.67334336	8.262215	1
PECAM1	0.015545469	0.0036376908	0.00437598459653422	0.022621734	0.01778841152605846	2.6038537	19.123	1
PIEZO2	0.010997786	0.003507929	0.005076142131979695	0.015447947	0.017892437324456466	2.1074812	14.772836	1
SYT4	0.0026196667	0.00033284628	0.0005251181515841065	0.003978748	0.003640902943930095	3.2361996	5.5970736	1
LINC01916	0.002013397	-3.0704541e-09	0.0	0.0032099786	0.003952980339124103	5.0487943	7.6417646	1
P2RY11	0.02299486	0.0306121	0.043409767197619464	0.018472174	0.019348798502028502	-0.7256645	5.7542176	1
PLVAP	0.018119894	0.008726314	0.006651496586732014	0.023702389	0.019452824300426507	1.4312234	8.24079	1
ZFP36	0.073882535	0.054668956	0.07684228951514091	0.08529429	0.09039841880786435	0.6407812	13.265123	1
FOSB	0.046132643	0.02079925	0.023280238053562052	0.06118382	0.05711016332050348	1.5520551	28.53124	1
GPR4	0.0022828765	0.00035226598	0.0007001575354454753	0.003430264	0.005721418911890149	2.9645329	7.298281	1
ZNF784	0.037488732	0.04671607	0.06774024155434973	0.032007042	0.03536877145532092	-0.54411405	5.747702	1
CD93	0.014206345	0.0017532969	0.001750393838613688	0.021606931	0.016748153542078436	3.54999	22.57344	1
MMP9	0.029674308	0.0037027055	0.00437598459653422	0.045109384	0.03339228128575887	3.5715241	38.95285	1
CD40	0.007034013	0.0023224498	0.0029756695256432696	0.009834206	0.011026734630188287	2.0359378	8.414065	1
SOX18	0.006348262	0.0021490364	0.0022755119901977944	0.008844003	0.009882450847810257	1.9916136	6.9947724	1
GATD3B	0.10078033	0.12396795	0.17889025030631892	0.08698579	0.09476750234058047	-0.51062125	14.094245	1
CYYR1	0.0073364265	0.0029088522	0.003675827061088745	0.009967826	0.013211276396546344	1.742467	7.9508214	1
ERG	0.0018111136	0.00035279707	0.0005251181515841065	0.0026779303	0.004265057734318111	2.617074	5.011794	1
AC023490.4	0.024973202	0.032851543	0.050761421319796954	0.020296825	0.022781649849162592	-0.6920016	6.5601807	1
DGCR6	0.086955495	0.107645325	0.14738316121127254	0.07464312	0.0805159679600541	-0.52761257	11.719383	1
CLDN5	0.0060725007	0.00091525464	0.000875196919306844	0.0091375	0.00884219286383023	3.1856608	10.768109	1
DIPK2B	0.0029520453	0.0005611299	0.000875196919306844	0.004373063	0.005513367315094143	2.7582574	5.7886276	1
NRK	0.004527617	-3.0704541e-09	0.0	0.0072183777	0.00728180588786019	6.193496	12.832334	1
CHRDL1	0.032648247	0.04322258	0.05006126378435148	0.026374958	0.025486320607510663	-0.7104909	6.617499	1
APLN	0.01859627	0.008197487	0.011027481183266234	0.024777489	0.022989701445958598	1.5840944	13.845088	1
AFF2	0.0372282	0.04604578	0.06774024155434973	0.031991627	0.0346405908665349	-0.5240018	5.2665057	1
BGN	0.021174306	0.0059513375	0.007176614738316121	0.030222425	0.027774888172266723	2.3250592	24.240396	1
F8	0.082362145	0.10109407	0.13110449851216524	0.07121235	0.07073754291064184	-0.5049009	9.729171	1
AC007325.4	0.17051223	0.22494633	0.2627341151759146	0.13819772	0.13731405388536358	-0.70244473	36.513187	1
