gene	mean	HO_mean	HO_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
AL139280.1	0.00010489052	-3.0704541e-09	0.0	0.0001672649	0.00041610319359201083	1.4183147	1.2269304	0
AL139280.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL356433.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02669	0.0013453418	0.00039556215	0.0007001575354454753	0.001910038	0.0029127223551440756	2.0200846	2.837177	0
AL357833.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL450322.2	0.00016532154	0.00031368723	0.00017503938386136881	7.723897e-05	0.00010402579839800271	-1.2228446	0.33323488	0
AL450322.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
KLF6	0.16983612	0.16438513	0.20969718186591982	0.17310415	0.16831374180796838	0.07451635	0.7680537	0
AL513303.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02639	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02660	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC025822.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC025822.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC00702	0.002474755	0.0022045278	0.003675827061088745	0.0026358804	0.0029127223551440756	0.24753395	0.2455732	0
LINC00703	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC022535.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC022535.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC022535.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
MANCR	0.0005965897	8.9552814e-05	0.00017503938386136881	0.00089791074	0.001040257983980027	2.396311	1.6788244	0
LINC00705	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC018978.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AKR1E2	0.0013817295	0.0013520167	0.001750393838613688	0.001399964	0.0014563611775720378	0.046869878	0.025957547	0
AKR1C1	0.18920869	0.21198316	0.24645545247680728	0.17571762	0.16321647768646624	-0.2705504	6.570067	0
AKR1C2	0.041169148	0.04775395	0.06423945387712235	0.037253726	0.038489545407261	-0.3573858	2.7931979	0
AL391427.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AKR1C3	0.15783323	0.17341591	0.19779450376334676	0.14859125	0.1425153438052637	-0.2227482	3.8472793	0
AKR1C8P	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AKR1C4	0.00037236436	0.00073070935	0.0012252756870295817	0.00015926841	0.0003120773951940081	-1.6798973	1.1379626	0
AL355303.2	3.69774e-05	-3.0704541e-09	0.0	5.896661e-05	0.00010402579839800271	0.66876805	0.49872866	0
AL355303.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02561	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
UCN3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
TUBAL3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
NET1	0.09657306	0.10673386	0.1498337125853317	0.09052103	0.09809632788931655	-0.2374512	3.226954	0
CALML5	2.8895309e-05	-3.0704541e-09	0.0	4.606702e-05	0.00010402579839800271	0.5466748	0.49875557	0
CALML3-AS1	0.0011496985	0.0012978354	0.0024505513740591634	0.0010618132	0.0012483095807760325	-0.26681635	0.20346385	0
CALML3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL732437.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL732437.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL732437.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02657	0.0006347699	0.0012579712	0.001750393838613688	0.00026419444	0.0003120773951940081	-1.8986719	1.5751576	0
LINC02678	5.1492527e-05	0.0001381759	0.00017503938386136881	4.9112714e-09	0.0	-1.2519567	0.498531	0
LINC02677	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
ASB13	0.026750628	0.030510701	0.044810082268510416	0.02452174	0.027462810777072712	-0.31410336	1.7220049	0
TASOR2	0.17754489	0.1918866	0.25905828811482584	0.1690582	0.17070633517112244	-0.18263248	3.6007035	0
AL365356.1	0.00018888066	0.00038744882	0.0007001575354454753	7.097431e-05	0.00010402579839800271	-1.5114713	0.8998635	0
GDI2	0.62622344	0.6740226	0.6737265884824085	0.5978366	0.5047331738271091	-0.17301849	13.816822	0
AL596094.1	0.001399455	0.0019749159	0.0031507089095046386	0.0010580828	0.0011442837823780298	-0.8413145	0.95230633	0
ANKRD16	0.09988201	0.11575775	0.156135130404341	0.09043372	0.09570373452616249	-0.3558274	6.323217	0
FBH1	0.39182827	0.42274782	0.47960791178015055	0.37349847	0.34526162488297096	-0.17865002	7.8142467	0
AL137186.2	0.0033893902	0.004064996	0.004726063364256958	0.0029883948	0.0031207739519400813	-0.43145767	0.4797793	0
IL15RA	0.000496665	0.00025526734	0.0005251181515841065	0.0006401744	0.0008322063871840217	1.0589602	0.7431198	0
IL2RA	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL137186.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
RBM17	0.58351403	0.60407037	0.6331174514265709	0.5713168	0.4884011234786227	-0.08041204	3.1544664	0
PFKFB3	0.11807221	0.122671634	0.16366182391037984	0.11532856	0.11484448143139499	-0.088977106	0.77060694	0
AL157395.1	0.008939544	0.009450324	0.014178190092770873	0.008635519	0.00884219286383023	-0.12865618	0.22865663	0
LINC02649	0.019522935	0.021313425	0.02783126203395764	0.018457567	0.01841256631644648	-0.20650801	0.61768717	0
LINC02656	0.01555456	0.014684886	0.021004726063364256	0.01606717	0.015915947154894413	0.12894396	0.3049811	0
PRKCQ	0.0044871867	0.004662192	0.006826535970593383	0.0043834876	0.005097264121502133	-0.08700435	0.10552044	0
PRKCQ-AS1	0.016239468	0.016388193	0.02503063189217574	0.01614657	0.018516592114844483	-0.021298092	0.045624554	0
LINC02648	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINP1	0.00048420066	0.0005828269	0.000875196919306844	0.0004254438	0.0005201289919900135	-0.3779834	0.18975814	0
LINC00706	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC00707	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL392086.3	0.0021150874	0.0019162061	0.0024505513740591634	0.0022336359	0.0019764901695620515	0.21093644	0.15935953	0
LINC02665	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SFMBT2	0.011781783	0.009100121	0.013653071941186767	0.013371917	0.014043482783730365	0.5502305	2.018492	0
LINC02642	7.5267446e-05	-3.0704541e-09	0.0	0.00012001341	0.00020805159679600541	1.1376358	0.8031509	0
AL445070.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
ITIH5	0.0012740254	0.0016600438	0.0022755119901977944	0.0010450907	0.0009362321855820243	-0.62014943	0.5006538	0
ITIH2	0.0003935484	0.00025836454	0.0005251181515841065	0.0004738244	0.0006241547903880162	0.67918146	0.3796544	0
KIN	0.22321482	0.23745419	0.3000175039383861	0.21481298	0.21242068032872152	-0.14450406	2.8557758	0
ATP5F1C	1.3492361	1.3891687	0.8928758970768423	1.3255035	0.8184749817954853	-0.06767638	7.638112	0
TAF3	0.13518274	0.14888704	0.1997199369858218	0.12703119	0.13315302194944345	-0.22886875	4.016922	0
GATA3	0.006701922	0.0018293232	0.0029756695256432696	0.009597823	0.010298554041402268	2.329566	10.594365	1
GATA3-AS1	0.00031628224	-3.0704541e-09	0.0	0.000504251	0.00041610319359201083	2.5951922	0.931392	0
AL390294.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC00708	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL390835.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC025946.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02676	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC044784.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC00709	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL138773.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02663	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02670	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL354916.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL583859.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CELF2-DT	0.0004364915	0.00048186694	0.000875196919306844	0.00040951336	0.00041610319359201083	-0.19156927	0.088730544	0
AL583859.3	0.00015595008	7.379686e-05	0.00017503938386136881	0.00020479245	0.00020805159679600541	0.8104252	0.3764624	0
SFTA1P	0.00026158488	0.00030316744	0.0005251181515841065	0.00023685436	0.00041610319359201083	-0.2592541	0.118408084	0
CELF2	0.6192658	0.64927244	0.6399439873971644	0.60145134	0.49797149693123893	-0.11035827	5.557873	0
LINC00710	0.00026668116	0.00039996742	0.0007001575354454753	0.00018732439	0.00020805159679600541	-0.7991536	0.4163226	0
AL136369.2	4.163493e-05	-3.0704541e-09	0.0	6.638685e-05	0.00010402579839800271	0.7345857	0.49856597	0
AL136369.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL162408.1	0.00015577345	0.00017936536	0.00035007876772273763	0.00014180323	0.00010402579839800271	-0.20831962	0.0737398	0
CELF2-AS2	0.0040741293	0.0055549867	0.005601260283563802	0.0031944318	0.0027046707583480703	-0.77949387	1.0601101	0
AL136320.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CELF2-AS1	0.0013722405	0.0017151716	0.001050236303168213	0.0011687233	0.0011442837823780298	-0.5167285	0.25488073	0
USP6NL	0.10814859	0.11218726	0.16208646945562752	0.105737515	0.1114116300842609	-0.08534315	0.7361636	0
AL512631.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL512631.1	6.725672e-05	-3.0704541e-09	0.0	0.0001072916	0.00010402579839800271	1.051706	0.49857754	0
ECHDC3	0.00087679346	0.00011662616	0.00017503938386136881	0.0013285356	0.0013523353791740351	2.7212574	2.6301453	0
PROSER2	0.033796597	0.03712056	0.05338701207771749	0.031828567	0.034432539269738896	-0.22125188	1.1766175	0
PROSER2-AS1	0.000454797	0.000536262	0.001050236303168213	0.00040627597	0.00041610319359201083	-0.32969698	0.17071721	0
UPF2	0.20253739	0.22905503	0.28723962891650623	0.1868325	0.18287735358368876	-0.2938065	8.811504	0
DHTKD1	0.12544475	0.13311617	0.18764221949938736	0.120876044	0.12753562883595132	-0.13904782	1.7158986	0
SEC61A2	0.14959045	0.1617641	0.22124978120077018	0.14236625	0.14761260792676584	-0.18416291	3.1041842	0
NUDT5	0.4948993	0.5422746	0.5792053211972694	0.46677426	0.4179756579631749	-0.21625566	15.2101965	0
CDC123	0.3991923	0.44514003	0.5261683878872746	0.37192962	0.34942265681889106	-0.2591659	17.27625	0
AL512770.1	0.0041214516	0.0051960014	0.006826535970593383	0.0034833432	0.003536877145532092	-0.5635972	0.87028223	0
CAMK1D	0.044853877	0.057961088	0.08121827411167512	0.03705752	0.04057006137522105	-0.6439174	8.850645	1
AL731559.1	0.00068414834	0.0005023759	0.0005251181515841065	0.0007921862	0.0007281805887860189	0.5666808	0.2681259	0
AL353586.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CCDC3	0.01590174	0.019577365	0.0274811832662349	0.013711204	0.015291792364506398	-0.51069796	2.178862	0
OPTN	0.31211168	0.34473664	0.42237003325748296	0.29277995	0.27910121710184127	-0.23560359	10.335657	0
MCM10	0.0135607505	0.013465501	0.020129529144057412	0.013613428	0.016748153542078436	0.015646955	0.030311102	0
UCMA	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PHYH	0.3490994	0.37307754	0.44810082268510415	0.33490053	0.3167585561219182	-0.1556988	5.4414124	0
SEPHS1	0.20531833	0.22395669	0.3001925433222475	0.19429325	0.19733693956101114	-0.20488572	5.253156	0
AL355870.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL355870.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
BEND7	0.07532455	0.08245644	0.1172763871871171	0.071070425	0.07458649745136794	-0.21410288	2.150281	0
AL590677.1	4.897583e-05	-3.0704541e-09	0.0	7.8118865e-05	0.00010402579839800271	0.8328846	0.4986797	0
PRPF18	0.08293562	0.09197758	0.13057938036058114	0.07754638	0.08374076771039218	-0.24593122	2.9534922	0
AL157392.3	0.02275176	0.0251985	0.03430771923682829	0.021301236	0.0230937272443566	-0.24135771	0.9139267	0
FRMD4A	0.09032346	0.10171695	0.1391563101697882	0.08353773	0.0883179028399043	-0.283752	3.8317125	0
AL157392.4	0.0007612381	0.00080615375	0.0014003150708909505	0.0007345004	0.0007281805887860189	-0.11884308	0.06581352	0
AL157392.1	0.00034314257	6.7839945e-05	0.00017503938386136881	0.0005066997	0.0003120773951940081	1.8538966	0.7192537	0
AL157392.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC044781.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL157896.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL139405.1	7.682847e-05	-3.0704541e-09	0.0	0.00012249209	0.00010402579839800271	1.1537983	0.49844024	0
FAM107B	0.059268747	0.056882408	0.0791178015053387	0.060675904	0.06387184021637365	0.09298291	0.48528093	0
AL158168.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CDNF	0.00340461	0.0036050105	0.005076142131979695	0.0032861352	0.0037449287423280972	-0.12983802	0.14184728	0
HSPA14	0.054001484	0.06199539	0.09522142482058463	0.04923727	0.0537813377717674	-0.33180824	3.5240037	0
HSPA14-1	0.11847282	0.12767316	0.17871521092245754	0.11299444	0.12254239051284718	-0.17605683	2.3621874	0
AC069544.1	0.009684002	0.009922042	0.013828111325048137	0.009541487	0.010506605638198272	-0.05584881	0.093085006	0
SUV39H2	0.046322793	0.04741976	0.0729914230701908	0.04566416	0.05128471861021534	-0.054309342	0.23125005	0
DCLRE1C	0.07551313	0.09148183	0.12392788377384911	0.06600479	0.07240195568500989	-0.47030652	7.98492	0
MEIG1	0.0048992503	0.0049889763	0.007001575354454752	0.004846248	0.005305315718298138	-0.04104096	0.04839476	0
OLAH	0.00028578652	9.402478e-05	0.00017503938386136881	0.00039968232	0.0003120773951940081	1.3647703	0.50631255	0
ACBD7	0.008559703	0.008057541	0.012777875021879923	0.008858105	0.00998647664620826	0.13505918	0.2419546	0
RPP38-DT	0.0076569477	0.008844406	0.012952914405741292	0.00695149	0.0074898574846561945	-0.34305757	0.7821446	0
RPP38	0.13639933	0.1476642	0.20619639418869246	0.12969948	0.1347134089254135	-0.18701221	2.9932053	0
NMT2	0.06065566	0.06689424	0.09329599159810957	0.05693333	0.06064704046603558	-0.23223189	1.9691722	0
FAM171A1	0.10339858	0.10057455	0.14318221599859968	0.10506574	0.1113076042858629	0.06296577	0.46372452	0
AL607028.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
ITGA8	0.00597034	0.0029914533	0.003675827061088745	0.00774086	0.009674399251014251	1.3427266	4.3530345	0
MINDY3	0.10940425	0.124833	0.18029056537720986	0.10022362	0.10589826276916675	-0.31649324	6.115355	0
LINC02654	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PTER	0.060186744	0.061988857	0.08769473131454578	0.059102222	0.06428794340996567	-0.06868302	0.34929803	0
C1QL3	0.0009322954	0.0011970497	0.0014003150708909505	0.00077482034	0.0008322063871840217	-0.5681751	0.35063377	0
AL353576.1	0.00059958466	0.0010778997	0.0015753544547523193	0.00031510124	0.0003120773951940081	-1.5046815	1.1602256	0
RSU1	0.13713837	0.16455883	0.23105198669700683	0.120838016	0.12847186102153335	-0.445212	14.745765	0
AC073367.1	0.00013353798	0.0001507811	0.00035007876772273763	0.0001233751	0.00020805159679600541	-0.16696024	0.069915295	0
AL365215.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CUBN	0.0032487977	0.0035183374	0.004901102748118327	0.003088993	0.0037449287423280972	-0.18222596	0.19112946	0
AC067747.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
TRDMT1	0.06302282	0.06841595	0.09679677927533695	0.05980253	0.06345573702278165	-0.1938229	1.5494225	0
VIM-AS1	0.01963581	0.021349713	0.032732364782075966	0.018615039	0.020597108082804537	-0.19676034	0.7035892	0
VIM	2.3785343	2.3806486	0.9516891300542623	2.377273	0.9557890356808488	-0.0020469269	0.103250034	0
AL133415.1	0.0011163158	0.0014613539	0.001750393838613688	0.00091135356	0.0009362321855820243	-0.62651	0.39818907	0
ST8SIA6	0.00037044898	0.00020888643	0.0005251181515841065	0.00046636694	0.0006241547903880162	0.8746606	0.55665916	0
ST8SIA6-AS1	3.53891e-05	-3.0704541e-09	0.0	5.642027e-05	0.00010402579839800271	0.64547175	0.4985907	0
HACD1	0.8281305	0.9082955	0.7453176964817084	0.7805008	0.5889940705294913	-0.21873555	28.609735	0
STAM-AS1	0.012426397	0.012796651	0.01750393838613688	0.012202516	0.012379070009362322	-0.06804304	0.12415118	0
STAM	0.26551315	0.30005386	0.3866619989497637	0.24504866	0.24383647144491835	-0.29204535	13.507471	0
AC069542.1	0.0001849173	0.00037574145	0.00017503938386136881	7.153175e-05	0.00010402579839800271	-1.4717021	0.3700922	0
TMEM236	0.00031287744	0.00016284751	0.00035007876772273763	0.00040200603	0.00041610319359201083	0.9334786	0.4992814	0
MRC1	0.00060660875	0.00091660576	0.0015753544547523193	0.00042223994	0.0006241547903880162	-0.9609755	0.7659151	0
AC069023.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC39A12	0.00013054619	5.7974386e-05	0.00017503938386136881	0.0001737091	0.00020805159679600541	0.7929528	0.39655355	0
SLC39A12-AS1	4.301883e-05	-3.0704541e-09	0.0	6.860449e-05	0.00010402579839800271	0.75368726	0.49863547	0
CACNB2	0.43540156	0.4733325	0.5165412217748994	0.41289577	0.3688754811193176	-0.19703169	10.123797	0
AL390783.1	0.04032897	0.049718108	0.052336775774549274	0.03474716	0.031727868511390825	-0.51562905	3.5807195	0
AL450384.2	0.13093412	0.15448539	0.18816733765097146	0.11692674	0.11505253302819099	-0.4015658	9.019887	0
AL450384.1	0.000899355	0.00080152845	0.0012252756870295817	0.00095742586	0.0009362321855820243	0.23011166	0.1307565	0
NSUN6	0.07669612	0.08619071	0.11710134780325573	0.07103669	0.07344221366898991	-0.27861142	3.1636498	0
ARL5B	0.17565455	0.19004555	0.25818309119551897	0.16713886	0.17070633517112244	-0.18519412	3.7187638	0
AL512641.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
MALRD1	0.001050771	0.0013547839	0.0024505513740591634	0.00087007874	0.0011442837823780298	-0.58463097	0.517042	0
AL590378.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL157895.1	3.3211887e-05	8.907675e-05	0.00017503938386136881	4.9112714e-09	0.0	-0.9189012	0.4983992	0
AL353147.1	0.0019891278	0.002305296	0.003325748293366007	0.0018017753	0.001768438572766046	-0.33886778	0.32090718	0
PLXDC2	0.20237304	0.20088777	0.21757395413968142	0.20330724	0.1810048892125247	0.01726328	0.12908739	0
AC069549.1	0.00013731368	0.00017929301	0.00017503938386136881	0.000112419766	0.00010402579839800271	-0.39486158	0.12378545	0
AC069549.2	0.00089391315	0.0004943129	0.0007001575354454753	0.0011313601	0.001040257983980027	1.0509579	0.79407567	0
NEBL	1.6901888	1.766936	0.9231577104848591	1.6445816	0.8660147716633725	-0.10352308	20.993778	0
C10orf113	0.00025086096	0.00024150574	0.00035007876772273763	0.00025645533	0.0003120773951940081	0.061811525	0.023314796	0
NEBL-AS1	0.031058323	0.033979587	0.04848590932959916	0.029329173	0.03131176531779881	-0.21166092	1.0343721	0
LINC02643	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
MIR1915HG	0.15252852	0.16236919	0.22667600210047262	0.14669627	0.15135753666909393	-0.14635083	2.2133913	0
SKIDA1	0.09143219	0.10156941	0.14178190092770873	0.08539437	0.08883803183189432	-0.24998434	3.2314484	0
MLLT10	0.2430174	0.27175274	0.3401015228426396	0.22600307	0.2225111827733278	-0.26584476	9.2321825	0
AL358780.1	0.002212005	0.002753679	0.003675827061088745	0.0018908681	0.0019764901695620515	-0.51942545	0.51592267	0
DNAJC1	0.5199328	0.56636775	0.5900577629966742	0.492364	0.4307708311661292	-0.20197563	13.595458	0
AL359697.1	0.0020489185	0.0018293805	0.0031507089095046386	0.0021797398	0.002496619161552065	0.24073151	0.23260006	0
EBLN1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL157831.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL157831.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL158211.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
COMMD3	0.52260983	0.55261064	0.6059863469280589	0.504806	0.44429418495786954	-0.1305096	6.6363363	0
BMI1	0.15221913	0.16602418	0.23052686854542273	0.14402844	0.15239779465307396	-0.20490701	3.9812002	0
AL158211.4	5.7078585e-05	-3.0704541e-09	0.0	9.1052694e-05	0.00010402579839800271	0.9340149	0.49865815	0
AL158211.2	0.00020368182	0.00027015415	0.00035007876772273763	0.00016408067	0.00020805159679600541	-0.48714742	0.19525431	0
AL158211.3	0.0003164086	0.00032419682	0.0005251181515841065	0.00031178282	0.0003120773951940081	-0.04285021	0.016417395	0
SPAG6	0.00021197984	0.00010029559	0.00017503938386136881	0.000278248	0.0003120773951940081	0.91720176	0.404166	0
AL513128.1	3.9258513e-05	0.00010531711	0.00017503938386136881	4.9112714e-09	0.0	-1.037783	0.49857873	0
AL513128.3	6.366312e-05	-3.0704541e-09	0.0	0.00010156187	0.00010402579839800271	1.0112671	0.49863383	0
AL513128.2	0.00015323746	-3.0704541e-09	0.0	0.00024429915	0.0003120773951940081	1.783707	0.8873133	0
PIP4K2A	0.10143266	0.1188785	0.1717136355680028	0.09105169	0.09913658587329657	-0.38435957	8.261581	0
ARMC3	0.0002263808	-3.0704541e-09	0.0	0.00036094722	0.00020805159679600541	2.2046459	0.70379525	0
AL139815.1	5.9167178e-05	-3.0704541e-09	0.0	9.438083e-05	0.00010402579839800271	0.9589303	0.49860224	0
MSRB2	0.8277466	0.8469622	0.7470680903203221	0.8163385	0.6219702486216582	-0.05312379	2.3728824	0
PTF1A	6.4082684e-05	-3.0704541e-09	0.0	0.000102224316	0.00010402579839800271	1.0160007	0.49857444	0
C10orf67	0.00035268924	0.00042616797	0.0007001575354454753	0.00030886798	0.00041610319359201083	-0.3638883	0.17564146	0
AL606469.1	0.0009988076	0.0010420876	0.001750393838613688	0.00097311725	0.0012483095807760325	-0.08986547	0.05644377	0
OTUD1	0.047772266	0.048618156	0.07176614738316121	0.04726246	0.04930822844065328	-0.040715504	0.16217989	0
AL512603.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL512603.1	0.00014735325	0.00012603257	0.00017503938386136881	0.00016006615	0.00020805159679600541	0.20234805	0.07439966	0
KIAA1217	0.04693893	0.055719834	0.08209347103098197	0.04171367	0.04660355768230521	-0.41680312	4.3731966	0
AL356113.1	0.0028395802	0.004341322	0.004025905828811483	0.0019478936	0.002184541766358057	-1.1168483	1.2929397	0
ARHGAP21	0.21275206	0.23666061	0.3001925433222475	0.19859958	0.19858524914178716	-0.25284034	7.401823	0
AL157385.2	0.0001543095	-3.0704541e-09	0.0	0.00024601523	0.00010402579839800271	1.79088	0.49828088	0
PRTFDC1	0.07968159	0.08304397	0.12095221424820585	0.077669255	0.08561323208155623	-0.09641167	0.684994	0
AL512598.1	0.0052134916	0.0058874222	0.00892700857692981	0.004813289	0.005617393113492146	-0.28524595	0.4727694	0
ENKUR	0.00073720264	0.0009184182	0.0012252756870295817	0.00062934845	0.0006241547903880162	-0.48165	0.274508	0
THNSL1	0.029113233	0.033062287	0.049186066865044634	0.026774403	0.029023197753042754	-0.30331087	1.766806	0
LINC01516	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
GPR158-AS1	0.0006464256	0.001056173	0.0014003150708909505	0.00040284812	0.00041610319359201083	-1.2011626	0.8838819	0
GPR158	0.017269336	0.019986385	0.027306143882373533	0.015649866	0.015915947154894413	-0.3508784	1.3362577	0
LINC00836	9.5284304e-05	0.00025578745	0.00035007876772273763	4.9112714e-09	0.0	-1.8309448	0.8021483	0
AL358612.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
MYO3A	0.0025046617	0.0024699853	0.0038508664449501137	0.0025257342	0.003640902943930095	0.030960737	0.027351798	0
GAD2	4.4847657e-05	0.00012032873	0.00017503938386136881	4.9112714e-09	0.0	-1.1395868	0.4984971	0
APBB1IP	7.556877e-05	9.369893e-05	0.00017503938386136881	6.487741e-05	0.00010402579839800271	-0.23242229	0.09672726	0
AL390961.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
