gene	mean	HO_mean	HO_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
SDF4	0.45329872	0.49692452	0.5536495711535095	0.42740682	0.38978466659731614	-0.21736966	13.925547	0
B3GALT6	0.15371917	0.17018278	0.23927883773849115	0.14395073	0.15302194944346198	-0.2413556	5.3853297	0
C1QTNF12	0.005855957	0.0070066703	0.00875196919306844	0.0051723523	0.006241547903880163	-0.43072703	0.77608687	0
AL162741.1	0.0005495675	0.0006638745	0.000875196919306844	0.00048150524	0.0005201289919900135	-0.39354336	0.20387277	0
UBE2J2	0.26988196	0.2987122	0.38316121127253633	0.25281063	0.25195048371996254	-0.24061139	9.435702	0
LINC01786	0.0014037021	0.001500693	0.001750393838613688	0.0013465453	0.0013523353791740351	-0.14608514	0.089383066	0
SCNN1D	0.0051248022	0.005492473	0.007176614738316121	0.004906552	0.005305315718298138	-0.15966904	0.1930438	0
ACAP3	0.062355034	0.069136515	0.0981970943462279	0.058310203	0.06439196920836368	-0.24531268	2.2440588	0
PUSL1	0.07148055	0.081996515	0.12060213548048311	0.06521347	0.07229792988661188	-0.32994038	4.500817	0
INTS11	0.13589332	0.15500103	0.20899702433047435	0.12453123	0.1273275772391553	-0.31554264	6.9762917	0
AL139287.1	0.000116107745	0.00011672878	0.00017503938386136881	0.000115742725	0.00010402579839800271	-0.0065787807	0.0020836077	0
CPTP	0.0610953	0.07233348	0.10869945737791004	0.054399237	0.05919067928846354	-0.41042063	5.816684	0
TAS1R3	0.0010003239	0.0008574546	0.001050236303168213	0.0010851591	0.0011442837823780298	0.30780476	0.17293307	0
DVL1	0.05028802	0.044726837	0.06704008401890425	0.05358365	0.05804639550608551	0.26012015	2.1055255	0
MXRA8	0.037173036	0.03825182	0.0516366182391038	0.036533996	0.04036200977842505	-0.066112004	0.24240683	0
AURKAIP1	0.9556772	0.990222	0.8132329774199195	0.9351607	0.6796005409341517	-0.08252913	6.4338427	0
CCNL2	0.22131783	0.24561267	0.30456852791878175	0.20693894	0.20555497763445335	-0.24707009	6.9374886	0
MRPL20-AS1	0.0866079	0.094649285	0.1386311920182041	0.0818146	0.0884219286383023	-0.20999442	2.492507	0
MRPL20	1.0215516	1.0416819	0.8249606161386311	1.0095971	0.7164256735670447	-0.04513074	2.4828086	0
AL391244.2	0.0045623025	0.0036002954	0.005251181515841064	0.005134313	0.005201289919900136	0.50035965	0.8287954	0
ANKRD65	0.0013206289	0.0012617051	0.0015753544547523193	0.0013560194	0.0014563611775720378	0.09661528	0.05604667	0
AL391244.1	9.388288e-05	-3.0704541e-09	0.0	0.00014973475	0.00010402579839800271	1.320441	0.49837193	0
TMEM88B	5.8235768e-05	-3.0704541e-09	0.0	9.289703e-05	0.00010402579839800271	0.94787526	0.49862948	0
LINC01770	0.009130108	0.0120218545	0.01767897776999825	0.00741012	0.008634141267034224	-0.69070256	2.6901808	0
VWA1	0.08453106	0.0993945	0.13880623140206547	0.07568094	0.08030791636325808	-0.39278167	7.0120015	0
ATAD3C	0.003952173	0.0048302067	0.005601260283563802	0.0034307814	0.0038489545407261	-0.48166057	0.6314529	0
ATAD3B	0.031041244	0.033694815	0.04638543672326274	0.029470311	0.030895662124206802	-0.19265255	0.8364059	0
ATAD3A	0.08052103	0.09167634	0.13723087694731315	0.07387525	0.08020389056486009	-0.31107965	4.5343733	0
TMEM240	0.09322225	0.09675787	0.1391563101697882	0.091108546	0.0961198377197545	-0.08670022	0.6732245	0
SSU72	0.71808064	0.73737174	0.7153859618414143	0.7066331	0.5691251430354728	-0.06142229	2.5833278	0
AL645728.1	0.014843009	0.013704932	0.02030456852791878	0.015515867	0.015707895558098407	0.1778289	0.46454197	0
FNDC10	0.14593135	0.16234948	0.2177489935235428	0.13618231	0.13648184749817954	-0.25339282	5.2503004	0
AL691432.4	0.017051041	0.02149902	0.030456852791878174	0.014402275	0.015603869759700406	-0.57468665	3.0341418	0
AL691432.2	0.09584528	0.10657006	0.15368457903028182	0.08945904	0.09455945074378445	-0.25224432	3.6146746	0
MIB2	0.17492014	0.19995606	0.2643094696306669	0.1600732	0.16384063247685426	-0.32077152	9.545256	0
MMP23B	0.1354664	0.15149826	0.1925433222475057	0.12593219	0.12639134505357327	-0.26646098	5.066585	0
CDK11B	0.15492514	0.17991617	0.24715561001225275	0.14009157	0.1465723499427858	-0.36072698	10.9636	0
FO704657.1	0.0027850338	0.0032877396	0.005076142131979695	0.0024867381	0.002600644959950068	-0.38918895	0.43484136	0
SLC35E2B	0.08096097	0.08892637	0.12200245055137406	0.0762116	0.07718714241131801	-0.2223303	2.2952063	0
CDK11A	0.08519034	0.10246989	0.14090670400840188	0.074904226	0.07801934879850203	-0.4515635	8.271413	0
SLC35E2A	0.045828316	0.05579222	0.07771748643444774	0.03990037	0.041714345157599086	-0.4826341	5.1800833	0
NADK	0.074567996	0.07994735	0.11587607211622615	0.07135617	0.07812337459690002	-0.16379513	1.4114268	0
GNB1	0.6274376	0.6544463	0.6607736740766672	0.6114057	0.5125351087069593	-0.09812938	4.872248	0
AL109917.1	0.006884017	0.0067590247	0.009977244880098022	0.0069585424	0.007593883283054197	0.041366886	0.059191696	0
CALML6	0.00024834217	0.00033430257	0.0005251181515841065	0.00019718477	0.00020805159679600541	-0.54734033	0.24123909	0
TMEM52	0.010037031	0.010673924	0.015053387012077717	0.009655752	0.010194528243004266	-0.14321879	0.2848982	0
CFAP74	0.0022943646	0.0028848504	0.003675827061088745	0.0019441972	0.002184541766358057	-0.5461243	0.57547206	0
AL391845.2	0.00014431443	0.0001458053	0.00035007876772273763	0.00014344949	0.00020805159679600541	-0.013893574	0.005679312	0
GABRD	0.0010259642	0.0006465195	0.001050236303168213	0.0012516603	0.0013523353791740351	0.8564807	0.6531957	0
AL391845.1	0.00080304133	0.00075598597	0.001050236303168213	0.00083092187	0.0008322063871840217	0.121072926	0.06379477	0
PRKCZ	0.08765848	0.09378862	0.13530544372483808	0.0840005	0.0884219286383023	-0.15883592	1.5582161	0
AL590822.2	0.0024810028	0.00289232	0.003325748293366007	0.0022371046	0.002080515967960054	-0.3565422	0.278757	0
PRKCZ-AS1	0.002627991	0.0029172152	0.004551023980395589	0.0024565146	0.002496619161552065	-0.2390393	0.2549565	0
FAAP20	0.67138886	0.68389755	0.6772273761596359	0.66397166	0.5464475189847082	-0.04265224	1.3222809	0
AL590822.1	0.00041992182	0.0005117928	0.00035007876772273763	0.00036512758	0.00041610319359201083	-0.39541656	0.13386445	0
SKI	0.1281725	0.14149079	0.2009452126728514	0.120247625	0.12711952564235932	-0.23451975	4.1939287	0
AL590822.3	0.011111719	0.012797304	0.01890425345702783	0.010106547	0.011442837823780298	-0.33757478	1.0018283	0
MORN1	0.016653223	0.018728608	0.026956065114650797	0.015415271	0.016332050348486424	-0.2792375	0.9076752	0
AL589739.1	7.989193e-05	-3.0704541e-09	0.0	0.00012738601	0.00010402579839800271	1.1851877	0.49841622	0
AL513477.2	0.0073809964	0.008006217	0.012077717486434448	0.0070096133	0.0073858316862581925	-0.18925765	0.33713835	0
RER1	0.37804508	0.40606746	0.48608436898302115	0.3614353	0.3408925413502549	-0.16793816	7.1574054	0
PEX10	0.074174546	0.08099397	0.11815158410642394	0.0701066	0.07417039425777593	-0.20798793	2.0691664	0
PLCH2	3.7656537e-05	0.000101014455	0.00017503938386136881	4.9112714e-09	0.0	-1.0072285	0.49846825	0
AL139246.1	3.4835663e-05	9.3438e-05	0.00017503938386136881	4.9112714e-09	0.0	-0.95180035	0.49848413	0
AL139246.4	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PANK4	0.05218264	0.046745095	0.06861543847365657	0.055405058	0.05835847290127952	0.24472125	1.9495091	0
HES5	0.00066722324	0.00080239	0.0012252756870295817	0.0005868524	0.0007281805887860189	-0.39375103	0.2351779	0
AL139246.5	0.006370031	0.006276232	0.009277087344652548	0.006425911	0.007177780089462187	0.033475094	0.045381915	0
TNFRSF14-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
TNFRSF14	5.1534043e-05	-3.0704541e-09	0.0	8.220068e-05	0.00010402579839800271	0.86557263	0.49865487	0
AL139246.3	4.099546e-05	-3.0704541e-09	0.0	6.537623e-05	0.00010402579839800271	0.7257962	0.4986587	0
PRXL2B	0.059013207	0.0603477	0.08576929809207072	0.05820795	0.06376781441797566	-0.05199475	0.24245325	0
MMEL1	0.0001940293	0.00023959565	0.00035007876772273763	0.0001670121	0.00020805159679600541	-0.34691286	0.13518427	0
AL831784.1	7.719044e-05	-3.0704541e-09	0.0	0.00012306875	0.00020805159679600541	1.1575327	0.76965505	0
TTC34	0.005535336	0.005871856	0.00735165412217749	0.00533564	0.005305315718298138	-0.13572949	0.16081786	0
AC242022.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC242022.1	3.934936e-05	0.00010556114	0.00017503938386136881	4.9112714e-09	0.0	-1.0394967	0.4984756	0
AL592464.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL592464.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL592464.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL589702.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
ACTRT2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PRDM16-DT	0.17055224	0.17771922	0.21337300892700858	0.16632332	0.15905544575054614	-0.09555372	1.0876422	0
PRDM16	0.13756034	0.14990412	0.19394363731839664	0.13022017	0.1310725059814834	-0.20294164	3.2235072	0
AL008733.1	1.9083986e-05	5.11678e-05	0.00017503938386136881	4.9112714e-09	0.0	-0.59608	0.49838147	0
AL590438.1	0.00087941234	0.0011661843	0.0015753544547523193	0.00070888974	0.0008322063871840217	-0.64647245	0.43009898	0
AL354743.2	0.00061990344	0.00077911135	0.0012252756870295817	0.00052517245	0.0005201289919900135	-0.49179178	0.29570273	0
AL354743.1	0.00017914688	0.00031993247	0.0005251181515841065	9.55167e-05	0.00010402579839800271	-1.1028656	0.5180322	0
ARHGEF16	0.012449997	0.012117034	0.017153859618414143	0.012644806	0.013523353791740352	0.0610153	0.11538256	0
AL512413.1	4.1140484e-05	0.0001103718	0.00017503938386136881	4.9112714e-09	0.0	-1.0728705	0.4985585	0
MEGF6	0.0038542242	0.0037993386	0.00437598459653422	0.0038870682	0.0037449287423280972	0.03209888	0.027648237	0
AL513320.1	0.0011037122	0.0011107022	0.0015753544547523193	0.0010995574	0.0011442837823780298	-0.01334183	0.0075039286	0
TPRG1L	0.09046021	0.102487095	0.1470330824435498	0.08329832	0.0884219286383023	-0.298759	4.6232305	0
WRAP73	0.05570846	0.059886724	0.08716961316296166	0.053210676	0.05815042130448351	-0.17021874	1.1597613	0
TP73	0.0001694636	0.00024124637	0.00035007876772273763	0.00012685874	0.00020805159679600541	-0.5890195	0.2511912	0
AL136528.1	0.00011993101	0.00026977397	0.00035007876772273763	3.098693e-05	0.00010402579839800271	-1.4972209	0.6579968	0
AL136528.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CCDC27	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SMIM1	0.19662003	0.19862624	0.2665849816208647	0.19547433	0.1956725267866431	-0.02306535	0.20594625	0
LRRC47	0.26381445	0.28521395	0.36828286364431995	0.25115556	0.24893373556642048	-0.18339482	5.632133	0
AL365330.1	0.0019890699	0.0017466006	0.0024505513740591634	0.0021336777	0.0022885675647560597	0.27454922	0.2467231	0
CEP104	0.09379536	0.110036895	0.1564852091720637	0.084128976	0.08956621242068033	-0.38690928	7.486909	0
DFFB	0.014923472	0.0169092	0.02223000175039384	0.013737858	0.014667637574118382	-0.29769465	0.88128173	0
C1orf174	0.087626226	0.09802402	0.14388237353404515	0.081432566	0.08925413502548632	-0.2672299	3.8057752	0
LINC01134	0.00094707444	0.0006416262	0.0007001575354454753	0.0011285363	0.0012483095807760325	0.7281763	0.52122575	0
LINC01346	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC01345	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02780	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL805961.1	0.00015335291	-3.0704541e-09	0.0	0.0002445097	0.0003120773951940081	1.7845889	1.0344257	0
LINC01777	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL355602.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
Z98747.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC01646	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AJAP1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
Z98886.1	0.00036068654	0.0003865525	0.00017503938386136881	0.0003452095	0.0003120773951940081	-0.12811111	0.03416517	0
BX005132.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02781	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC02782	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL139823.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
Z98259.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
Z98259.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
Z98259.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL365255.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
NPHP4	0.008581469	0.008351908	0.012777875021879923	0.008717242	0.009778425049412254	0.061050255	0.09733507	0
KCNAB2	0.006927296	0.007023816	0.01032732364782076	0.0068701594	0.007801934879850203	-0.031458616	0.04270417	0
CHD5	0.00066723546	0.0005488066	0.0007001575354454753	0.0007375707	0.0009362321855820243	0.3684224	0.20130002	0
RPL22	2.1594555	2.1019738	0.9390862944162437	2.1936188	0.9532924165192967	0.06156534	14.820766	0
AL031847.1	0.0020525265	0.0029418468	0.004551023980395589	0.0015249097	0.001768438572766046	-0.904588	1.296187	0
RNF207	0.053304885	0.050071847	0.06809032032207246	0.055214148	0.057526266514095495	0.1407705	0.786278	0
ICMT	0.14328788	0.15442808	0.2182741116751269	0.13667125	0.14345157599084574	-0.17610405	2.910611	0
LINC00337	0.0006719691	0.0009340783	0.0012252756870295817	0.0005160732	0.0006241547903880162	-0.74717176	0.46111697	0
HES3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
GPR153	0.036227923	0.044513773	0.06476457202870646	0.031308316	0.0345365650681369	-0.50634253	5.024251	1
ACOT7	0.042904366	0.040504944	0.06231402065464729	0.044326544	0.050244460626235304	0.12976645	0.6599341	0
AL031848.2	0.0037922468	0.0049955896	0.007001575354454752	0.0030774581	0.0031207739519400813	-0.681376	1.1208556	0
HES2	0.00079104345	0.0009891168	0.000875196919306844	0.0006732541	0.0009362321855820243	-0.49414426	0.22560042	0
ESPN	0.006337592	0.00688757	0.00875196919306844	0.006010929	0.005617393113492146	-0.19339906	0.26315796	0
AL031848.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
TNFRSF25	0.012165803	0.010869358	0.010677402415543498	0.01293288	0.013835431186934359	0.24867679	0.49929228	0
PLEKHG5	0.017274328	0.017298723	0.025730789427621213	0.017256869	0.01893269530843649	-0.003474705	0.0071604964	0
NOL9	0.10779454	0.12282448	0.17521442324523018	0.098850116	0.10454592738999272	-0.312999	5.848687	0
TAS1R1	9.3002796e-05	-3.0704541e-09	0.0	0.00014828925	0.00010402579839800271	1.3120661	0.49833658	0
ZBTB48	0.04495306	0.048673257	0.07334150183791353	0.042737965	0.04681160927910122	-0.18720037	1.1726055	0
KLHL21	0.04815817	0.048814323	0.0735165412217749	0.04775799	0.052637053989389365	-0.03149711	0.1269526	0
PHF13	0.119532794	0.13497129	0.1895676527218624	0.110346854	0.11650889420576303	-0.2903687	5.694269	0
THAP3	0.14979178	0.16194692	0.2256257657973044	0.14257906	0.1466763757411838	-0.18363798	3.1592867	0
DNAJC11	0.090055116	0.097458266	0.14160686154384736	0.085641615	0.08946218662228232	-0.18626851	2.0324435	0
LINC01672	0.00016160647	0.00012032873	0.00017503938386136881	0.00018614359	0.00020805159679600541	0.37708172	0.14448273	0
AL591163.1	0.00074559654	0.0010362006	0.0015753544547523193	0.0005727007	0.0005201289919900135	-0.7561807	0.53621805	0
CAMTA1-DT	0.0013503936	0.001367797	0.0019254332224750569	0.0013404188	0.0013523353791740351	-0.027164089	0.014388452	0
CAMTA1	1.1507716	1.1693833	0.84526518466655	1.1397169	0.7543950899823156	-0.03706923	2.041865	0
AL512330.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CAMTA1-IT1	0.00042235682	0.0002524565	0.00035007876772273763	0.0005232895	0.00041610319359201083	0.82245725	0.3998095	0
Z97987.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL365194.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL359881.3	0.00020803936	0.00055796973	0.0005251181515841065	4.9112714e-09	0.0	-2.7179506	0.86486727	0
AL359881.2	0.00018644065	-3.0704541e-09	0.0	0.00029718986	0.00041610319359201083	1.9898732	1.2593094	0
AL359881.1	0.00012959793	0.00034783903	0.00017503938386136881	4.9112714e-09	0.0	-2.1629095	0.49832392	0
VAMP3	0.37201652	0.41039208	0.4927358655697532	0.34925658	0.32944970352647457	-0.23265405	12.782423	0
Z98884.2	0.00025483264	0.00032656285	0.0007001575354454753	0.0002122563	0.0003120773951940081	-0.4500276	0.23679122	0
PER3	0.0978718	0.10338744	0.13775599509889724	0.09458093	0.09383127015499844	-0.12830979	1.1246911	0
Z98884.1	0.0003795602	0.00026676035	0.00017503938386136881	0.0004465622	0.00041610319359201083	0.57554793	0.21324077	0
UTS2	0.00015162368	0.00018576885	0.00035007876772273763	0.00013136835	0.00010402579839800271	-0.3046571	0.11172843	0
TNFRSF9	0.00025907863	0.00048230274	0.0005251181515841065	0.0001263807	0.00020805159679600541	-1.3630184	0.5737213	0
PARK7	1.3065094	1.3536652	0.8813232977419919	1.2784898	0.8019348798502028	-0.08242405	10.466208	0
AL034417.4	0.0007958322	0.0007192676	0.001050236303168213	0.0008412361	0.0009362321855820243	0.20022182	0.11343355	0
AL034417.3	0.0006351468	0.0012856153	0.0012252756870295817	0.0002483903	0.00041610319359201083	-1.9917502	1.0101911	0
ERRFI1	0.021126071	0.01888493	0.02958165587257133	0.02245848	0.025174243212316656	0.24881516	1.0251254	0
AL034417.2	0.0011350301	0.0013992694	0.001750393838613688	0.0009783959	0.0012483095807760325	-0.47537282	0.34286487	0
LINC01714	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AL358876.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC45A1	0.0035083801	0.003948152	0.005601260283563802	0.0032473803	0.004057006137522106	-0.27423093	0.34640065	0
RERE	0.5117	0.5682399	0.5858568177840014	0.47812864	0.41683137418079685	-0.24905366	19.139383	0
RERE-AS1	0.0004151531	0.0005386248	0.000875196919306844	0.00034167973	0.00041610319359201083	-0.531968	0.27503073	0
AL357552.2	0.00040730083	0.00039921864	0.00035007876772273763	0.00041204522	0.0003120773951940081	0.0365994	0.011599402	0
ENO1	3.4857554	3.4859998	0.9718186591983197	3.4856124	0.9801310725059815	-0.00016038274	0.010420317	0
ENO1-AS1	0.004121773	0.004323165	0.006651496586732014	0.004002393	0.00499323832310413	-0.108613245	0.1332202	0
CA6	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC2A7	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC2A5	0.00035531857	0.00028699441	0.0005251181515841065	0.0003958702	0.00041610319359201083	0.3576497	0.16412461	0
GPR157	0.021915652	0.022941364	0.034482758620689655	0.02130759	0.02340580463955061	-0.10610378	0.32516316	0
MIR34AHG	0.009309775	0.010217394	0.012777875021879923	0.008768942	0.009362321855820243	-0.2182446	0.38940182	0
LNCTAM34A	0.01635177	0.01776644	0.025380710659898477	0.015505701	0.017996463122854467	-0.19517899	0.5670724	0
H6PD	0.090875894	0.10355146	0.14720812182741116	0.08332876	0.08925413502548632	-0.3131237	4.840287	0
SPSB1	0.0028680833	0.0029561047	0.004901102748118327	0.0028163171	0.0031207739519400813	-0.06754634	0.062620796	0
BX323043.1	0.00027351268	0.00039421103	0.0005251181515841065	0.00020166216	0.00020805159679600541	-0.71219355	0.31830314	0
LINC02606	0.004291055	0.0048148017	0.0075266935060388585	0.0039801006	0.004577135129512119	-0.2685285	0.40313464	0
AL928921.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC25A33	0.093931586	0.10483756	0.15175914580780675	0.08743626	0.09455945074378445	-0.26157856	3.8144188	0
TMEM201	0.035687335	0.043390974	0.06371433572553825	0.03111471	0.03422448767294289	-0.47849	4.4284396	0
PIK3CD	0.004570589	0.0058575156	0.008576929809207072	0.0038062509	0.004577135129512119	-0.60892606	1.259258	0
PIK3CD-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PIK3CD-AS2	0.069409035	0.077290416	0.1099247330649396	0.06470848	0.06709663996671174	-0.25597233	2.7338567	0
CLSTN1	0.22570981	0.243633	0.32067215123402765	0.2151204	0.21252470612711952	-0.17948678	4.4944997	0
