id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|PV	CM|SM	EC|CM	EC|EC	EC|EP	EC|PV	EC|SM	EP|CM	EP|EC	EP|EP	EP|PV	EP|SM	PV|CM	PV|EC	PV|EP	PV|PV	PV|SM	SM|CM	SM|EC	SM|EP	SM|PV	SM|SM
CPI-SC0EFFE8ACB	APOB_TREM2_receptor	simple:P04114	complex:TREM2_receptor	APOB		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC06C75F978	APOE_TREM2_receptor	simple:P02649	complex:TREM2_receptor	APOE		True	False	True	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.27	0.269	0.0	0.0	0.0	0.051	0.051	0.0	0.0	0.0	0.217	0.216	0.0	0.0	0.0	0.389	0.388	0.0	0.0	0.0	0.298	0.297	0.0
CPI-SC046AFCFE9	CLU_TREM2_receptor	simple:P10909	complex:TREM2_receptor	CLU		True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.033	0.033	0.0	0.0	0.0	0.012	0.011	0.0	0.0	0.0	0.213	0.212	0.0	0.0	0.0	0.02	0.019	0.0	0.0	0.0	0.015	0.014	0.0
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.005	0.034	0.014	0.0	0.009	0.007	0.036	0.016	0.0	0.027	0.025	0.055	0.035	0.0	0.03	0.028	0.057	0.037
CPI-SS015B29D3F	APOA1_ABCA1	simple:P02647	simple:O95477	APOA1	ABCA1	True	False	False	curated	False	Ligand-Receptor	Signaling by Apolipoprotein	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.023	0.092	0.063	0.0	0.039	0.023	0.092	0.063	0.0	0.039	0.023	0.092	0.063	0.0	0.04	0.023	0.093	0.064
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.047	0.08	0.05	0.0	0.02	0.049	0.082	0.052	0.0	0.078	0.107	0.14	0.11	0.0	0.144	0.173	0.206	0.176
CPI-SS0E3AA6B7B	NTN4_NTRK2	simple:Q9HB63	simple:Q16620	NTN4	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.046	0.079	0.049	0.0	0.173	0.202	0.235	0.205	0.0	0.049	0.078	0.111	0.081	0.0	0.097	0.126	0.159	0.129
CPI-SS093E05DD4	NTF3_NTRK2	simple:P20783	simple:Q16620	NTF3	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.039	0.072	0.042	0.0	0.01	0.039	0.072	0.042	0.0	0.021	0.05	0.083	0.053	0.0	0.046	0.075	0.108	0.078
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.021	0.085	0.017	0.0	0.051	0.039	0.103	0.035	0.0	0.061	0.049	0.113	0.045	0.0	0.053	0.04	0.104	0.036
CPI-SS0E5F8A5F7	LRRTM2_NRXN1	simple:O43300	simple:Q9ULB1	LRRTM2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.029	0.016	0.08	0.012	0.0	0.029	0.017	0.081	0.013	0.0	0.029	0.017	0.08	0.012	0.0	0.028	0.016	0.08	0.012
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.027	0.091	0.023	0.0	0.028	0.016	0.08	0.012	0.0	0.036	0.024	0.088	0.02	0.0	0.032	0.019	0.083	0.015
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.025	0.089	0.021	0.0	0.057	0.045	0.109	0.041	0.0	0.111	0.098	0.162	0.094	0.0	0.045	0.033	0.097	0.029
CPI-SS0D2DF7881	NLGN1_NRXN1	simple:Q8N2Q7	simple:Q9ULB1	NLGN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.027	0.091	0.023	0.0	0.159	0.146	0.21	0.142	0.0	0.106	0.093	0.157	0.089	0.0	0.063	0.05	0.114	0.046
CPI-SS0FA378947	NLGN4X_NRXN1	simple:Q8N0W4	simple:Q9ULB1	NLGN4X	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.277	0.264	0.328	0.26	0.0	0.1	0.088	0.152	0.084	0.0	0.231	0.219	0.282	0.214	0.0	0.13	0.117	0.181	0.113
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.015	0.079	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.015	0.079	0.011	0.0	0.028	0.015	0.079	0.011
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.126	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.126	0.002	0.002	0.0	0.006	0.126	0.002	0.003	0.0	0.008	0.129	0.005	0.005	0.0	0.006	0.127	0.003	0.003
CPI-SS0B1B18F2D	CXCL12_DPP4	simple:P48061	simple:P27487	CXCL12	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.101	0.222	0.098	0.098	0.0	0.095	0.216	0.092	0.092	0.0	0.03	0.151	0.027	0.027	0.0	0.204	0.325	0.201	0.201	0.0	0.163	0.284	0.16	0.16
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.038	0.159	0.035	0.035	0.0	0.008	0.129	0.005	0.005	0.0	0.028	0.149	0.024	0.025	0.0	0.009	0.13	0.006	0.006	0.0	0.007	0.128	0.004	0.004
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.702	0.15	0.112	0.104	0.0	0.696	0.144	0.106	0.099	0.0	0.632	0.079	0.041	0.034	0.0	0.805	0.253	0.215	0.208	0.0	0.764	0.212	0.174	0.166
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.608	0.055	0.017	0.01	0.0	0.636	0.084	0.046	0.039	0.0	0.618	0.065	0.027	0.02	0.0	0.609	0.057	0.019	0.012
CPI-CC0A4E09DEF	Acetylcholine_byCHAT_and_SLC5A7_nAChR_a7_complex	complex:Acetylcholine_byCHAT_and_SLC5A7	complex:nAChR_a7_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Choline acetyltransferase 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.024	0.005	0.003	0.0	0.0	0.0	0.0	0.0
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.079	0.161	0.213	0.0	0.071	0.084	0.166	0.219	0.0	0.189	0.203	0.285	0.337	0.0	0.162	0.176	0.257	0.31
CPI-SS0C70ADA28	EFNA5_EPHA3	simple:P52803	simple:P29320	EFNA5	EPHA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.143	0.25	0.183	0.0	0.491	0.504	0.611	0.544	0.0	0.087	0.1	0.207	0.14	0.0	0.045	0.058	0.166	0.098
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.21	0.18	0.133	0.0	0.497	0.571	0.541	0.494	0.0	0.093	0.167	0.137	0.09	0.0	0.051	0.125	0.095	0.048
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.09	0.164	0.134	0.087	0.0	0.706	0.78	0.75	0.703	0.0	0.162	0.236	0.206	0.159	0.0	0.133	0.207	0.177	0.13	0.0	0.094	0.168	0.138	0.091
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.116	0.119	0.116	0.0	0.475	0.477	0.48	0.477	0.0	0.071	0.073	0.076	0.073	0.0	0.029	0.031	0.034	0.031
CPI-SS028688B7B	EFNA5_EPHA7	simple:P52803	simple:Q15375	EFNA5	EPHA7	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.0	0.138	0.151	0.132	0.122	0.0	0.499	0.512	0.493	0.483	0.0	0.095	0.108	0.089	0.079	0.0	0.054	0.067	0.047	0.037
CPI-SS068ACD209	EFNA5_EPHB2	simple:P52803	simple:P29323	EFNA5	EPHB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.0	0.0	0.0	0.0	0.0	0.194	0.124	0.172	0.199	0.193	0.555	0.485	0.533	0.56	0.554	0.151	0.081	0.129	0.155	0.15	0.109	0.039	0.088	0.114	0.109
CPI-SS0ECC9DF3E	EFNB2_EPHB2	simple:P52799	simple:P29323	EFNB2	EPHB2	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.148	0.078	0.126	0.152	0.147	0.764	0.694	0.742	0.768	0.763	0.22	0.15	0.198	0.225	0.219	0.191	0.121	0.17	0.196	0.191	0.152	0.082	0.131	0.157	0.152
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.0	0.059	0.137	0.207	0.132	0.0	0.036	0.113	0.183	0.108	0.0	0.06	0.137	0.207	0.132	0.0	0.029	0.106	0.176	0.101	0.0	0.062	0.139	0.209	0.134
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.1	0.17	0.095	0.0	0.028	0.105	0.175	0.1	0.0	0.023	0.1	0.17	0.095	0.0	0.024	0.101	0.172	0.096
CPI-SS07E5C3060	TGFA_EGFR	simple:P01135	simple:P00533	TGFA	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Transforming growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.101	0.171	0.096	0.0	0.045	0.122	0.193	0.117	0.0	0.023	0.1	0.171	0.095	0.0	0.023	0.1	0.17	0.095
CPI-SS0FC42EC80	EREG_ERBB4	simple:O14944	simple:Q15303	EREG	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.0	0.0	0.0	0.0	0.0	0.032	0.016	0.787	0.026	0.015	0.037	0.021	0.792	0.031	0.02	0.032	0.017	0.787	0.026	0.015	0.033	0.018	0.788	0.027	0.016
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.0	0.0	0.0	0.0	0.0	0.09	0.074	0.845	0.083	0.072	0.205	0.189	0.96	0.198	0.188	0.085	0.069	0.84	0.078	0.068	0.055	0.04	0.81	0.049	0.038
CPI-SS0D5E30C6C	NRG3_ERBB4	simple:P56975	simple:Q15303	NRG3	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.292	0.276	1.047	0.285	0.275	0.62	0.605	1.375	0.614	0.603	0.651	0.636	1.406	0.645	0.634	0.848	0.832	1.603	0.842	0.831	0.834	0.818	1.589	0.828	0.817
CPI-SS0627D0E22	NRG4_ERBB4	simple:Q8WWG1	simple:Q15303	NRG4	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	0.0	0.0	0.0	0.0	0.0	0.034	0.018	0.789	0.027	0.017	0.036	0.021	0.791	0.03	0.019	0.037	0.021	0.791	0.03	0.019	0.034	0.018	0.789	0.027	0.017
CPI-SS0474E1C15	FLRT2_ADGRL3	simple:O43155	simple:Q9HAR2	FLRT2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.214	0.097	0.058	0.0	0.074	0.215	0.099	0.06	0.0	0.216	0.357	0.241	0.201	0.0	0.149	0.29	0.174	0.134
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.201	0.084	0.045	0.0	0.105	0.246	0.129	0.09	0.0	0.114	0.255	0.138	0.099	0.0	0.066	0.207	0.09	0.051
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.221	0.105	0.065	0.0	0.101	0.242	0.126	0.086	0.0	0.173	0.314	0.197	0.158	0.0	0.199	0.34	0.224	0.185
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.086	0.227	0.111	0.071	0.0	0.077	0.218	0.101	0.062	0.0	0.254	0.395	0.278	0.239	0.0	0.243	0.383	0.267	0.228	0.0	0.214	0.355	0.239	0.199
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.088	0.229	0.113	0.073	0.0	0.088	0.229	0.112	0.073	0.0	0.194	0.334	0.218	0.179	0.0	0.323	0.464	0.348	0.308	0.0	0.151	0.292	0.176	0.136
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.077	0.251	0.227	0.224	0.148	0.122	0.296	0.272	0.269	0.193	0.132	0.305	0.281	0.278	0.202	0.083	0.257	0.233	0.23	0.154
CPI-SS021718DBF	TENM2_ADGRL2	simple:Q9NT68	simple:O95490	TENM2	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.0	0.0	0.0	0.0	0.0	0.098	0.271	0.247	0.244	0.168	0.119	0.292	0.268	0.265	0.189	0.19	0.364	0.34	0.337	0.261	0.217	0.391	0.366	0.363	0.288
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.104	0.277	0.253	0.25	0.174	0.094	0.268	0.244	0.241	0.165	0.272	0.445	0.421	0.418	0.342	0.26	0.434	0.409	0.406	0.331	0.232	0.405	0.381	0.378	0.303
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.106	0.279	0.255	0.252	0.176	0.105	0.279	0.255	0.252	0.176	0.211	0.385	0.36	0.357	0.282	0.341	0.514	0.49	0.487	0.411	0.169	0.343	0.318	0.315	0.24
CPI-SS09F7A6011	PENK_GHSR	simple:P01210	simple:Q92847	PENK	GHSR	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.011	0.0	0.0	0.004	0.0	0.004	0.0
CPI-CS0FF6E7611	Histamine_byHDC_HRH1	complex:Histamine_byHDC	simple:P35367		HRH1	True	False	True	curated	False	Ligand-Receptor	Signaling by Histamine	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.009	0.024	0.053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS081E1A895	LRFN5_PTPRD	simple:Q96NI6	simple:P23468	LRFN5	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.0	0.197	0.242	0.372	0.28	0.0	0.142	0.187	0.317	0.225	0.0	0.187	0.232	0.362	0.27	0.0	0.491	0.535	0.665	0.573	0.0	0.229	0.274	0.404	0.312
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	PTN	ALK	True	False	True	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.0	0.036	0.043	0.085	0.039	0.0	0.069	0.076	0.118	0.072	0.0	0.091	0.097	0.14	0.094	0.0	0.524	0.531	0.573	0.527	0.0	0.239	0.246	0.288	0.242
